id,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,globalSales
sales_3394,Eternal Sonata,2007-01-01,Tri-Crescendo,Atari,Xbox 360,79.0,7.9,T,0
sales_3395,Harvest Moon: Back to Nature,1999-01-01,Victor Interactive Software,Ubisoft,PlayStation,82.0,9.3,E,0
sales_3396,Dead or Alive 5,2012-01-01,Team Ninja,Ubisoft Annecy,Xbox 360,76.0,7.9,M,0
sales_3397,Overlord II,2009-01-01,Triumph Studios,Codemasters,Xbox 360,75.0,7.2,T,0
sales_3398,Dance Dance Revolution Universe,2007-01-01,Konami,Konami Digital Entertainment,Xbox 360,74.0,8.8,E10+,0
sales_3399,Batman: Arkham Asylum,2009-01-01,Rocksteady Studios,Eidos Interactive,Windows PC,91.0,8.7,T,0
sales_3400,"Warhammer 40,000: Squad Command",2007-01-01,RedLynx,THQ,PlayStation Portable (PSP),67.0,7.6,T,0
sales_3401,Darkwatch,2005-01-01,High Moon Studios,Ubisoft,PlayStation 2,74.0,8.4,M,0
sales_3402,Tony Hawk's American Wasteland,2005-01-01,Neversoft Entertainment,Activision,Xbox 360,75.0,7.2,T,0
sales_3403,Beautiful Katamari,2007-01-01,Now Production,Namco Bandai Games,Xbox 360,73.0,7.0,E,0
sales_3404,Prince of Persia: The Sands of Time,2003-01-01,Ubisoft,Ubisoft,Nintendo GameCube,92.0,8.4,T,0
sales_3405,Harry Potter and the Deathly Hallows - Part 2,2011-01-01,EA Bright Light,Electronic Arts,PlayStation 3,43.0,5.7,T,0
sales_3406,Sky Odyssey,2000-01-01,CAProduction,Sony Computer Entertainment,PlayStation 2,79.0,8.4,E,0
sales_3407,World of Warcraft: Legion,2016-01-01,Blizzard Entertainment,Activision,Windows PC,88.0,7.5,T,0
sales_3408,Hatsune Miku: Project Diva F 2nd,2014-01-01,Sega,Sega,PlayStation Vita,81.0,8.4,T,0
sales_3409,Bleach: Shattered Blade,2006-01-01,Polygon Magic,Sega,Wii,58.0,7.5,T,0
sales_3410,FIFA Street 3,2008-01-01,EA Canada,Electronic Arts,PlayStation 3,63.0,6.9,E,0
sales_3411,Fortress,2001-01-01,Pipe Dream Interactive,Majesco Entertainment,Game Boy Advance,64.0,,E,0
sales_3412,FIFA 2001 Major League Soccer,2000-01-01,EA Sports,Electronic Arts,PlayStation,85.0,7.8,E,0
sales_3413,Operation Flashpoint: Red River,2011-01-01,Codemasters,Codemasters,PlayStation 3,67.0,6.3,M,0
sales_3414,Power Rangers Samurai,2011-01-01,Inti Creates,Namco Bandai Games,Wii,45.0,,E10+,0
sales_3415,DiRT 2,2009-01-01,Codemasters,Sony Computer Entertainment,PlayStation Portable (PSP),55.0,5.7,E10+,0
sales_3416,Frogger's Adventures: The Rescue,2003-01-01,Konami,Konami Digital Entertainment,PlayStation 2,59.0,8.5,E,0
sales_3417,Silent Hill HD Collection,2012-01-01,Hijinx Studios,Konami Digital Entertainment,PlayStation 3,70.0,4.8,M,0
sales_3418,Karaoke Revolution Volume 3,2004-01-01,Harmonix Music Systems,Konami Digital Entertainment,PlayStation 2,82.0,7.8,E,0
sales_3419,Army of Two: The 40th Day,2010-01-01,"Buzz Monkey, EA Montreal",Electronic Arts,PlayStation Portable (PSP),49.0,6.0,M,0
sales_3420,Persona 4: Dancing All Night,2015-01-01,"Atlus, Dingo Inc.",Nippon Ichi Software,PlayStation Vita,76.0,8.6,T,0
sales_3421,Ultimate Fighting Championship: Throwdown,2002-01-01,Opus,Ubisoft,PlayStation 2,68.0,8.0,T,0
sales_3422,Disney's Extreme Skate Adventure,2003-01-01,Toys for Bob,Activision,PlayStation 2,78.0,8.3,E,0
sales_3423,Prey,2006-01-01,Venom Games,Take-Two Interactive,Xbox 360,79.0,7.3,M,0
sales_3424,Shaun White Snowboarding,2008-01-01,Ubisoft,Ubisoft,PlayStation Portable (PSP),70.0,7.5,E10+,0
sales_3425,Folklore,2007-01-01,"Game Republic, JapanStudio",Sony Computer Entertainment,PlayStation 3,75.0,8.2,T,0
sales_3426,Murdered: Soul Suspect,2014-01-01,Airtight Games,Square Enix,PlayStation 4,59.0,6.9,M,0
sales_3427,The Darkness II,2012-01-01,Digital Extremes,Take-Two Interactive,PlayStation 3,79.0,7.6,M,0
sales_3428,NBA 2K3,2002-01-01,Visual Concepts,Sega,Xbox,87.0,7.9,E,0
sales_3429,Sega Smash Pack,2002-01-01,CodeFire,Atari,Game Boy Advance,60.0,,E,0
sales_3430,NFL Fever 2004,2003-01-01,Microsoft Game Studios,Microsoft Game Studios,Xbox,74.0,8.8,E,0
sales_3431,FIFA Street 3,2008-01-01,EA Canada,Electronic Arts,Xbox 360,63.0,6.9,E,0
sales_3432,Cabela's Dangerous Hunts 2011,2010-01-01,Activision,Activision,Xbox 360,55.0,,T,0
sales_3433,Test Drive Unlimited,2006-01-01,Eden Studios,Atari,Xbox 360,82.0,8.0,E10+,0
sales_3434,Marvel Nemesis: Rise of the Imperfects,2005-01-01,EA Canada,Electronic Arts,PlayStation Portable (PSP),58.0,8.7,T,0
sales_3435,The Biggest Loser,2009-01-01,Webfoot Technologies,THQ,Nintendo DS,63.0,,E,0
sales_3436,Kingdom Under Fire: The Crusaders,2004-01-01,Phantagram,Deep Silver,Xbox,81.0,7.9,M,0
sales_3437,4x4 Evolution,2001-01-01,Terminal Reality,Gathering of Developers,PlayStation 2,64.0,,E,0
sales_3438,Clive Barker's Jericho,2007-01-01,"Mercury Steam, Alchemic Productions",Codemasters,Xbox 360,63.0,7.4,M,0
sales_3439,Romance of the Three Kingdoms VII,2000-01-01,Koei,Tecmo Koei,PlayStation 2,72.0,8.7,E,0
sales_3440,Fable III,2011-01-01,Lionhead Studios,Microsoft Game Studios,Windows PC,75.0,5.4,M,0
sales_3441,"Monsters, Inc.",2002-01-01,Artificial Mind and Movement,Sony Computer Entertainment,PlayStation 2,52.0,7.2,E,0
sales_3442,DJ Hero,2009-01-01,FreeStyleGames,Activision,PlayStation 2,87.0,6.4,T,0
sales_3443,Lord of Arcana,2010-01-01,Access Games,Square Enix,PlayStation Portable (PSP),53.0,5.5,M,0
sales_3444,Phineas and Ferb: Across the 2nd Dimension,2011-01-01,High Impact Games,Disney Interactive Studios,PlayStation 3,63.0,6.6,E10+,0
sales_3445,Tekken 6,2009-01-01,"Namco Bandai Games America, Namco Bandai Games",Namco Bandai Games,PlayStation Portable (PSP),82.0,8.2,T,0
sales_3446,Dynasty Warriors 4 Empires,2004-01-01,Omega Force,Tecmo Koei,PlayStation 2,71.0,8.8,T,0
sales_3447,Shenmue II,2002-01-01,Sega AM2,Microsoft Game Studios,Xbox,80.0,9.3,T,0
sales_3448,Crash of the Titans,2007-01-01,Radical Entertainment,Vivendi Games,Xbox 360,65.0,6.3,E10+,0
sales_3449,Rugby World Cup 2011,2011-01-01,HB Studios Multimedia,505 Games,PlayStation 3,50.0,5.6,E,0
sales_3450,F1 Race Stars,2012-01-01,Codemasters,Codemasters,PlayStation 3,61.0,5.6,E,0
sales_3451,Overlord II,2009-01-01,Triumph Studios,Codemasters,PlayStation 3,72.0,7.6,T,0
sales_3452,Shrek the Third,2007-01-01,Amaze Entertainment,Activision,PlayStation Portable (PSP),57.0,,E10+,0
sales_3453,BlazBlue: Continuum Shift,2010-01-01,Arc System Works,PQube,Xbox 360,85.0,8.7,T,0
sales_3454,MLB 07: The Show,2007-01-01,SCEA San Diego Studios,Sony Computer Entertainment,PlayStation 3,77.0,7.5,E,0
sales_3455,Crash Nitro Kart,2003-01-01,Vicarious Visions,Vivendi Games,Xbox,70.0,8.9,E,0
sales_3456,Etrian Odyssey III: The Drowned City,2010-01-01,Atlus,Atlus,Nintendo DS,77.0,8.0,E10+,0
sales_3457,Batman: Arkham Origins,2013-01-01,Iron Galaxy Studios,Warner Bros. Interactive Entertainment,Windows PC,74.0,7.5,T,0
sales_3458,Harry Potter and the Half-Blood Prince,2009-01-01,EA Bright Light,Electronic Arts,Xbox 360,64.0,6.8,E10+,0
sales_3459,Fishing Master,2007-01-01,Hudson Soft,Konami Digital Entertainment,Wii,58.0,8.1,E,0
sales_3460,Madden NFL 2004,2003-01-01,BudCat,Electronic Arts,Game Boy Advance,70.0,6.6,E,0
sales_3461,NBA Inside Drive 2003,2002-01-01,High Voltage Software,Microsoft Game Studios,Xbox,72.0,7.8,E,0
sales_3462,FIFA Street,2005-01-01,EA Canada,Electronic Arts,PlayStation 2,59.0,7.9,E,0
sales_3463,Monster Lab,2008-01-01,Backbone Entertainment,Eidos Interactive,Wii,73.0,8.4,E10+,0
sales_3464,Fate/Extra,2010-01-01,"Image Epoch, Imageepoch",Marvelous Interactive,PlayStation Portable (PSP),58.0,8.1,T,0
sales_3465,Drakengard 3,2013-01-01,Access Games,Square Enix,PlayStation 3,61.0,7.7,M,0
sales_3466,Catherine,2011-01-01,Atlus,Deep Silver,Xbox 360,82.0,7.9,M,0
sales_3467,The Matrix: Path of Neo,2005-01-01,Shiny Entertainment,Atari,Xbox,73.0,7.3,T,0
sales_3468,Namco Museum: Virtual Arcade,2008-01-01,Namco Bandai Games,Atari,Xbox 360,63.0,,E10+,0
sales_3469,Bust-A-Move Universe,2011-01-01,Arika,Square Enix,Nintendo 3DS,49.0,4.8,E,0
sales_3470,Mortal Kombat: Shaolin Monks,2005-01-01,Midway Studios - Los Angeles,Midway Games,Xbox,78.0,6.6,M,0
sales_3471,Batman: Arkham Origins,2013-01-01,Human Head Studios,Warner Bros. Interactive Entertainment,Wii U,68.0,7.4,T,0
sales_3472,Shin Megami Tensei: Devil Survivor 2,2011-01-01,Atlus,Ghostlight,Nintendo DS,79.0,8.8,T,0
sales_3473,Sonic Boom: Rise of Lyric,2014-01-01,Big Red Button Entertainment,Sega,Wii U,32.0,3.6,E10+,0
sales_3474,The Settlers 7: Paths to a Kingdom,2010-01-01,Blue Byte,Ubisoft,Windows PC,79.0,5.2,E10+,0
sales_3475,WipEout Pulse,2007-01-01,Studio Liverpool,Sony Computer Entertainment,PlayStation Portable (PSP),82.0,8.6,E10+,0
sales_3476,The Legend of Spyro: Dawn of the Dragon,2008-01-01,Etranges Libellules,Vivendi Games,Xbox 360,62.0,7.2,E10+,0
sales_3477,Fuel,2009-01-01,Asobo Studio,Codemasters,Xbox 360,66.0,7.0,E,0
sales_3478,Tropico 5,2015-01-01,Haemimont,Kalypso Media,PlayStation 4,76.0,7.1,T,0
sales_3479,KISS Pinball,2001-01-01,Wildfire Studios,Take-Two Interactive,PlayStation,26.0,3.8,T,0
sales_3480,Brothers In Arms: Earned in Blood,2005-01-01,Gearbox Software,Ubisoft,Xbox,85.0,8.6,M,0
sales_3481,LEGO Legends of Chima: Laval's Journey,2013-01-01,TT Games,Warner Bros. Interactive Entertainment,Nintendo 3DS,65.0,3.6,E10+,0
sales_3482,Skylanders: SuperChargers,2015-01-01,Vicarious Visions,Activision,PlayStation 4,81.0,3.3,E10+,0
sales_3483,7 Wonders II,2009-01-01,MumboJumbo,Rondomedia,Nintendo DS,60.0,,E,0
sales_3484,Dark Void,2010-01-01,Airtight Games,Capcom,Xbox 360,59.0,6.0,T,0
sales_3485,Manhunt 2,2007-01-01,Rockstar London,Take-Two Interactive,PlayStation Portable (PSP),69.0,8.1,M,0
sales_3486,Mega Man Maverick Hunter X,2005-01-01,Capcom,Capcom,PlayStation Portable (PSP),79.0,8.3,E10+,0
sales_3487,Clash of the Titans,2010-01-01,Game Republic,Namco Bandai Games,PlayStation 3,41.0,1.7,T,0
sales_3488,Mega Man Battle Network 2,2002-01-01,Capcom,Ubisoft,Game Boy Advance,81.0,9.0,E,0
sales_3489,Major League Baseball 2K8,2008-01-01,Kush Games,Bethesda Softworks,PlayStation 3,67.0,5.6,E,0
sales_3490,Pandora's Tower,2011-01-01,Ganbarion,Nintendo,Wii,73.0,8.0,T,0
sales_3491,SimAnimals,2009-01-01,Electronic Arts,Electronic Arts,Wii,58.0,2.1,E,0
sales_3492,Tiger Woods PGA Tour 06,2005-01-01,EA Sports,Electronic Arts,Xbox 360,71.0,7.4,E,0
sales_3493,Jonah Lomu Rugby Challenge,2011-01-01,Sidhe Interactive,Home Entertainment Suppliers,Xbox 360,73.0,6.0,E,0
sales_3494,Midway Arcade Treasures 2,2004-01-01,Backbone Entertainment,Midway Games,Xbox,74.0,7.4,M,0
sales_3495,The Incredible Hulk,2008-01-01,Edge of Reality,Sega,Wii,46.0,,T,0
sales_3496,NASCAR Thunder 2003,2002-01-01,EA Sports,Electronic Arts,Nintendo GameCube,85.0,6.6,E,0
sales_3497,Mega Man Zero Collection,2010-01-01,"Inti, Inti Creates",Capcom,Nintendo DS,78.0,8.9,E,0
sales_3498,Pro Evolution Soccer 2013,2012-01-01,Konami,Konami Digital Entertainment,Xbox 360,82.0,6.9,E,0
sales_3499,Star Wars Racer Revenge,2002-01-01,Rainbow Studios,LucasArts,PlayStation 2,73.0,8.5,E,0
sales_3500,NCAA Final Four 2002,2001-01-01,989 Sports,Sony Computer Entertainment,PlayStation 2,52.0,6.5,E,0
sales_3501,Blade II,2002-01-01,Mucky Foot Productions,Activision,PlayStation 2,49.0,6.1,M,0
sales_3502,Calvin Tucker's Redneck Jamboree,2008-01-01,Humagade,Zoo Games,Wii,26.0,,E10+,0
sales_3503,TRON: Evolution,2010-01-01,Propaganda Games,Disney Interactive Studios,Xbox 360,58.0,6.0,T,0
sales_3504,Bruce Lee: Quest of the Dragon,2002-01-01,Ronin Entertainment,Universal Interactive,Xbox,32.0,2.4,T,0
sales_3505,Disney's The Emperor's New Groove,2000-01-01,Disney Interactive,Sony Computer Entertainment,PlayStation,66.0,7.2,E,0
sales_3506,Dragon Ball Z: Battle of Z,2014-01-01,Artdink,Namco Bandai Games,PlayStation 3,54.0,5.3,T,0
sales_3507,Disney's Stitch: Experiment 626,2002-01-01,High Voltage Software,Sony Computer Entertainment,PlayStation 2,59.0,7.8,E,0
sales_3508,Orphen: Scion of Sorcery,2000-01-01,Shade,Activision,PlayStation 2,54.0,5.8,T,0
sales_3509,NBA Live 08,2007-01-01,EA Canada,Electronic Arts,PlayStation Portable (PSP),73.0,6.2,E,0
sales_3510,Star Wars Episode III: Revenge of the Sith,2005-01-01,Ubisoft,Ubisoft,Nintendo DS,73.0,7.8,E10+,0
sales_3511,Ultimate Spider-Man,2005-01-01,Vicarious Visions,Activision,Game Boy Advance,62.0,7.3,E10+,0
sales_3512,Midtown Madness 3,2003-01-01,Digital Illusions,Microsoft Game Studios,Xbox,76.0,8.3,E,0
sales_3513,Shrek Swamp Kart Speedway,2002-01-01,Prolific,TDK Mediactive,Game Boy Advance,27.0,8.9,E,0
sales_3514,Contra 4,2007-01-01,WayForward,Konami Digital Entertainment,Nintendo DS,83.0,8.4,T,0
sales_3515,Spyro: Attack of the Rhynocs,2003-01-01,Digital Eclipse,Universal Interactive,Game Boy Advance,72.0,7.5,E,0
sales_3516,Monsters vs. Aliens,2009-01-01,Beenox,Activision,PlayStation 3,66.0,4.5,E10+,0
sales_3517,NASCAR 2011: The Game,2011-01-01,Eutechnyx,Activision,Xbox 360,62.0,4.1,E,0
sales_3518,BlazBlue: Chrono Phantasma,2013-01-01,Arc System Works,Arc System Works,PlayStation 3,83.0,8.3,T,0
sales_3519,Kingdoms of Amalur: Reckoning,2012-01-01,Big Huge Games,Electronic Arts,Windows PC,81.0,6.6,M,0
sales_3520,Mario Party: Star Rush,2016-01-01,"Nintendo, Nd Cube",Nintendo,Nintendo 3DS,68.0,6.8,E,0
sales_3521,Karaoke Revolution Party,2005-01-01,Harmonix Music Systems,Konami Digital Entertainment,PlayStation 2,78.0,,E10+,0
sales_3522,Burnout,2002-01-01,Criterion Games,Acclaim Entertainment,Nintendo GameCube,78.0,7.9,E,0
sales_3523,Lizzie McGuire 3: Homecoming Havoc,2005-01-01,Climax Group,Disney Interactive Studios,Game Boy Advance,59.0,,E,0
sales_3524,Chaos Legion,2003-01-01,Capcom,Capcom,PlayStation 2,65.0,8.2,T,0
sales_3525,Charlie and the Chocolate Factory,2005-01-01,"High Voltage Software, Backbone Entertainment",Global Star,Game Boy Advance,36.0,3.8,E,0
sales_3526,Neopets: The Darkest Faerie,2005-01-01,Idol Minds,Sony Computer Entertainment,PlayStation 2,61.0,8.5,E10+,0
sales_3527,Naruto Shippuden: Ultimate Ninja Storm 4,2016-01-01,CyberConnect2,Namco Bandai Games,Xbox One,81.0,8.5,T,0
sales_3528,Batman: Arkham VR,2016-01-01,Rocksteady Studios,Warner Bros. Interactive Entertainment,PlayStation 4,75.0,7.3,M,0
sales_3529,24: The Game,2006-01-01,SCE Studio Cambridge,Sony Computer Entertainment,PlayStation 2,62.0,8.2,M,0
sales_3530,The King of Fighters XIII,2011-01-01,SNK Playmore,Rising Star Games,PlayStation 3,77.0,8.2,T,0
sales_3531,Tom Clancy's Splinter Cell 3D,2011-01-01,Ubisoft,Ubisoft,Nintendo 3DS,53.0,5.5,T,0
sales_3532,Magna Carta 2,2009-01-01,"Banpresto, SoftMax",Banpresto,Xbox 360,69.0,7.0,T,0
sales_3533,Looney Tunes: Duck Amuck,2007-01-01,WayForward,Warner Bros. Interactive Entertainment,Nintendo DS,66.0,,E,0
sales_3534,Romance of the Three Kingdoms VIII,2002-01-01,Koei,Tecmo Koei,PlayStation 2,77.0,8.9,E,0
sales_3535,F1 2013,2013-01-01,Codemasters,Codemasters,Xbox 360,79.0,6.6,E,0
sales_3536,Crazy Taxi: Catch a Ride,2003-01-01,Graphic State,THQ,Game Boy Advance,48.0,5.9,E,0
sales_3537,Final Fantasy XI: Wings of the Goddess,2007-01-01,Square Enix,Square Enix,Xbox 360,63.0,5.8,T,0
sales_3538,PowerUp Heroes,2011-01-01,Ubisoft,Ubisoft,Xbox 360,61.0,7.5,E10+,0
sales_3539,Jonas,2009-01-01,Altron,Disney Interactive Studios,Nintendo DS,45.0,,E,0
sales_3540,Rayman 2: Revolution,2000-01-01,Ubisoft,Ubisoft,PlayStation 2,90.0,8.2,E,0
sales_3541,Madden NFL 13,2012-01-01,EA Tiburon,Electronic Arts,PlayStation Vita,63.0,7.3,E,0
sales_3542,Army Men: Air Attack 2,2000-01-01,3DO,3DO,PlayStation,74.0,5.3,T,0
sales_3543,Stranglehold,2007-01-01,Midway,Midway Games,PlayStation 3,77.0,7.9,M,0
sales_3544,Pride FC: Fighting Championships,2003-01-01,Anchor,THQ,PlayStation 2,73.0,8.6,M,0
sales_3545,Eternal Ring,2000-01-01,From Software,Ubisoft,PlayStation 2,62.0,5.3,T,0
sales_3546,Resident Evil Archives: Resident Evil,2008-01-01,Capcom,Capcom,Wii,76.0,8.9,M,0
sales_3547,Dynasty Warriors 6,2007-01-01,Omega Force,Tecmo Koei,Xbox 360,60.0,7.4,T,0
sales_3548,Silent Hill: Shattered Memories,2010-01-01,"Climax Group, Climax Studios",Konami Digital Entertainment,PlayStation Portable (PSP),73.0,7.5,M,0
sales_3549,Dance Dance Revolution Universe 3,2008-01-01,Konami,Konami Digital Entertainment,Xbox 360,65.0,7.7,E,0
sales_3550,Showdown: Legends of Wrestling,2004-01-01,Acclaim,Acclaim Entertainment,PlayStation 2,55.0,6.1,T,0
sales_3551,Sword Art Online: Hollow Fragment,2014-01-01,Bandai Namco Games,Namco Bandai Games,PlayStation Vita,67.0,7.6,T,0
sales_3552,Full Spectrum Warrior,2005-01-01,Pandemic Studios,THQ,PlayStation 2,74.0,8.0,M,0
sales_3553,The Sims 2: Pets,2006-01-01,Maxis,Electronic Arts,PlayStation 2,68.0,8.0,T,0
sales_3554,Spirit: Stallion of the Cimarron,2002-01-01,Hyperspace Cowgirls,THQ,Game Boy Advance,46.0,,E,0
sales_3555,MySims Party,2009-01-01,EA Games,Electronic Arts,Nintendo DS,64.0,,E,0
sales_3556,Fist of the North Star: Ken's Rage 2,2012-01-01,"Koei, Omega Force",Tecmo Koei,PlayStation 3,49.0,7.0,M,0
sales_3557,Shark Tale,2004-01-01,Edge of Reality,Activision,Nintendo GameCube,69.0,,E,0
sales_3558,MLB SlugFest Loaded,2004-01-01,Point of View,Midway Games,PlayStation 2,77.0,9.5,T,0
sales_3559,Teenage Mutant Ninja Turtles,2003-01-01,Konami,Konami Digital Entertainment,Xbox,56.0,8.4,E,0
sales_3560,Capcom Classics Collection Remixed,2006-01-01,Digital Eclipse,Capcom,PlayStation Portable (PSP),72.0,7.0,T,0
sales_3561,1701 A.D.,2006-01-01,Related Designs,Deep Silver,Windows PC,79.0,8.3,E10+,0
sales_3562,Lego Star Wars: The Force Awakens,2016-01-01,TT Games,Warner Bros. Interactive Entertainment,Xbox One,76.0,7.0,E10+,0
sales_3563,Little Deviants,2011-01-01,Bigbig Studios,Sony Computer Entertainment,PlayStation Vita,57.0,5.5,E10+,0
sales_3564,Spider-Man 3,2007-01-01,Treyarch,Activision,PlayStation Portable (PSP),52.0,7.4,T,0
sales_3565,Radiant Historia,2010-01-01,Atlus,Atlus,Nintendo DS,85.0,9.0,E10+,0
sales_3566,Sorcery,2012-01-01,The Workshop,Sony Computer Entertainment,PlayStation 3,70.0,7.3,E10+,0
sales_3567,Harry Potter and the Order of the Phoenix,2007-01-01,EA Games,Electronic Arts,Xbox 360,68.0,6.8,E10+,0
sales_3568,Grandia II,2002-01-01,Game Arts,Ubisoft,PlayStation 2,71.0,8.6,T,0
sales_3569,Shaun White Snowboarding: World Stage,2009-01-01,Ubisoft,Ubisoft,Wii,72.0,8.7,E,0
sales_3570,Spider-Man: Friend or Foe,2007-01-01,Next Level Games,Activision,Xbox 360,60.0,6.3,E10+,0
sales_3571,Guitar Hero: Van Halen,2009-01-01,"Neversoft Entertainment, Underground Development",Activision,Xbox 360,57.0,5.8,T,0
sales_3572,Batman: The Brave and the Bold the Videogame,2010-01-01,WayForward,Warner Bros. Interactive Entertainment,Nintendo DS,74.0,8.0,E10+,0
sales_3573,The Sims 2,2004-01-01,Maxis,Electronic Arts,Windows PC,90.0,8.8,T,0
sales_3574,Need for Speed Underground,2003-01-01,Pocketeers,Electronic Arts,Game Boy Advance,77.0,8.2,E,0
sales_3575,Def Jam Rapstar,2010-01-01,"Terminal Reality, 4mm Games",Konami Digital Entertainment,Xbox 360,74.0,5.4,T,0
sales_3576,Outlaw Golf,2002-01-01,Simon & Schuster,TDK Mediactive,Xbox,72.0,6.9,T,0
sales_3577,MySims SkyHeroes,2010-01-01,Electronic Arts,Electronic Arts,Wii,67.0,5.2,E10+,0
sales_3578,Mini Ninjas,2009-01-01,Io Interactive,Eidos Interactive,Xbox 360,73.0,8.4,E10+,0
sales_3579,Lupin the 3rd: Treasure of the Sorcerer King,2002-01-01,Banpresto,505 Games,PlayStation 2,67.0,,T,0
sales_3580,NBA Street V3,2005-01-01,EA Canada,Electronic Arts,Nintendo GameCube,88.0,8.4,E,0
sales_3581,Nicktoons: Battle for Volcano Island,2006-01-01,Natsume,THQ,Nintendo DS,59.0,,E,0
sales_3582,WinBack: Covert Operations,2000-01-01,Omega Force,Midas Interactive Entertainment,PlayStation 2,66.0,7.7,T,0
sales_3583,Syphon Filter: Dark Mirror,2006-01-01,Sony Bend,Sony Computer Entertainment,PlayStation Portable (PSP),87.0,9.0,M,0
sales_3584,Glory of Heracles,2008-01-01,Paon Corporation,Nintendo,Nintendo DS,69.0,7.3,E10+,0
sales_3585,Up,2009-01-01,Heavy Iron Studios,THQ,Xbox 360,61.0,6.8,E10+,0
sales_3586,Modnation Racers: Road Trip,2012-01-01,SCEA,Sony Computer Entertainment,PlayStation Vita,62.0,6.4,E,0
sales_3587,NBA Live 06,2005-01-01,EA Canada,Electronic Arts,Xbox 360,64.0,5.6,E,0
sales_3588,ExerBeat,2010-01-01,Namco Bandai Games,Namco Bandai Games,Wii,60.0,7.6,E,0
sales_3589,Need for Speed: Most Wanted,2005-01-01,Black Box,Electronic Arts,Windows PC,82.0,8.5,T,0
sales_3590,Front Mission Evolved,2010-01-01,Double Helix Games,Square Enix,PlayStation 3,58.0,6.0,T,0
sales_3591,Ultimate Marvel vs. Capcom 3,2011-01-01,Capcom,Capcom,PlayStation Vita,80.0,7.7,T,0
sales_3592,Little King's Story,2009-01-01,Cing,Rising Star Games,Wii,87.0,8.8,T,0
sales_3593,Dynasty Warriors: Strikeforce,2009-01-01,Omega Force,Tecmo Koei,PlayStation 3,64.0,7.3,T,0
sales_3594,NieR,2010-01-01,Cavia Inc.,Square Enix,Xbox 360,67.0,8.3,M,0
sales_3595,Zoo Tycoon 2 DS,2008-01-01,Altron,THQ,Nintendo DS,60.0,5.4,E,0
sales_3596,Area 51,2005-01-01,Midway Studios - Austin,Midway Games,Xbox,72.0,8.1,M,0
sales_3597,Deadpool,2015-01-01,High Moon Studios,Activision,PlayStation 4,60.0,5.7,M,0
sales_3598,UEFA Euro 2016,2016-01-01,Konami,Konami Digital Entertainment,PlayStation 4,72.0,6.6,E,0
sales_3599,Wanted: Weapons of Fate,2009-01-01,GRIN,Warner Bros. Interactive Entertainment,PlayStation 3,61.0,7.1,M,0
sales_3600,Mega Man X8,2004-01-01,"Valuewave Co.,Ltd.",Capcom,PlayStation 2,68.0,8.5,E,0
sales_3601,The Chronicles of Riddick: Assault on Dark Athena,2009-01-01,Starbreeze,Atari,Xbox 360,82.0,8.2,M,0
sales_3602,Ford Mustang: The Legend Lives,2005-01-01,Eutechnyx,Take-Two Interactive,PlayStation 2,58.0,7.3,E,0
sales_3603,FlatOut: Head On,2008-01-01,Bugbear,Empire Interactive,PlayStation Portable (PSP),74.0,8.2,T,0
sales_3604,Duel Masters: Sempai Legends,2003-01-01,Mistic Software,Atari,Game Boy Advance,69.0,8.0,E,0
sales_3605,John Deere: Harvest in the Heartland,2007-01-01,Black Lantern Studios,Ubisoft,Nintendo DS,43.0,,E,0
sales_3606,Harvest Moon: Magical Melody,2008-01-01,Marvelous Entertainment,Rising Star Games,Wii,69.0,8.8,E,0
sales_3607,Heroes of the Pacific,2005-01-01,IR Gurus,Codemasters,PlayStation 2,76.0,8.4,T,0
sales_3608,Prince of Persia: Rival Swords,2007-01-01,Ubisoft Montreal,Ubisoft,Wii,70.0,7.7,T,0
sales_3609,The Lord of the Rings: The Third Age,2004-01-01,EA Games,Electronic Arts,Nintendo GameCube,74.0,7.8,T,0
sales_3610,Trace Memory,2005-01-01,Cing,Nintendo,Nintendo DS,70.0,8.1,T,0
sales_3611,X-Men Legends II: Rise of Apocalypse,2005-01-01,Vicarious Visions,Activision,PlayStation Portable (PSP),84.0,8.2,T,0
sales_3612,Borderlands: The Pre-Sequel,2014-01-01,2K Australia,Take-Two Interactive,Windows PC,75.0,6.2,M,0
sales_3613,Madden NFL 08,2007-01-01,EA Tiburon,Electronic Arts,Xbox,76.0,6.0,E,0
sales_3614,Trauma Center: New Blood,2007-01-01,Atlus,Nintendo,Wii,77.0,8.0,T,0
sales_3615,Starhawk,2012-01-01,LightBox Interactive,Sony Computer Entertainment,PlayStation 3,77.0,7.8,T,0
sales_3616,Pirates of the Caribbean,2003-01-01,Akella,Ubisoft,Xbox,65.0,7.4,T,0
sales_3617,FIFA Soccer 13,2012-01-01,Electronic Arts,Electronic Arts,Nintendo 3DS,68.0,3.7,E,0
sales_3618,Ace Combat: Joint Assault,2010-01-01,Project Aces,Namco Bandai Games,PlayStation Portable (PSP),71.0,7.2,T,0
sales_3619,The BIGS 2,2009-01-01,Blue Castle Games,Take-Two Interactive,Wii,68.0,8.5,E10+,0
sales_3620,Turning Point: Fall of Liberty,2008-01-01,Spark Unlimited,Codemasters,Xbox 360,43.0,6.8,T,0
sales_3621,Sonic Boom: Shattered Crystal,2014-01-01,Sanzaru Games,Sega,Nintendo 3DS,47.0,6.3,E,0
sales_3622,Shrek Super Party,2002-01-01,Mass Media,TDK Mediactive,PlayStation 2,30.0,5.1,E,0
