id,name,releaseYear,developer,platform,series
dbpedia_23945,Brothers in Arms: Art of War,2008-01-01,Gameloft,,Brothers in Arms (video game series)
dbpedia_23948,Perfect World (video game),2008-01-01,Beijing Perfect World,Windows PC,
dbpedia_23951,Pro Evolution Soccer 2012,2012-01-01,Konami,iOS (iPhone),Pro Evolution Soccer
dbpedia_23952,Lara Croft Go,2015-01-01,Square Enix Montreal,Android,Tomb Raider
dbpedia_23953,The Bigs,2007-01-01,Blue Castle Games,PlayStation Portable (PSP),
dbpedia_23954,Kanon (video game),2011-01-01,Key (company),PlayStation 2,
dbpedia_23955,"Gadget – Invention, Travel, & Adventure",1997-01-01,Synergy (video game company),PlayStation,
dbpedia_23956,WarTech: Senko no Ronde,2017-01-01,G.rev,Windows PC,
dbpedia_23957,Dragon Quest II,1999-01-01,Chunsoft,Super Nintendo (SNES),Dragon Quest
dbpedia_23958,Neon Genesis Evangelion: Ayanami Raising Project,2002-01-01,BROCCOLI,PlayStation 2,
dbpedia_23959,Naruto Shippuden: Ultimate Ninja Storm 3,2018-01-01,CyberConnect2,Nintendo Switch,Naruto: Ultimate Ninja
dbpedia_23960,Crossing Souls,2018-01-01,Fourattic,Nintendo Switch,
dbpedia_23962,Growtopia,2012-01-01,Ubisoft Pune,Windows PC,
dbpedia_23964,Cotton 2: Magical Night Dreams,1997-01-01,Success (company),Arcade Cabinet,Cotton (series)
dbpedia_23966,Warriors Orochi 2,2008-01-01,Omega Force,Xbox 360,Dynasty Warriors
dbpedia_23967,Final Fantasy (video game),2000-01-01,Square (video game company),,Final Fantasy
dbpedia_23968,The Wheel of Time (video game),1999-01-01,Legend Entertainment,Windows PC,
dbpedia_23971,SNK vs. Capcom: Card Fighters Clash,1999-01-01,SNK Playmore,,
dbpedia_23972,SSX 3,2003-01-01,EA Canada,Xbox,SSX
dbpedia_23973,Mario & Sonic at the Olympic Winter Games,2009-01-01,Venan Entertainment,Wii,Sonic the Hedgehog (series)
dbpedia_23974,Fate/unlimited codes,2008-01-01,Eighting,Arcade Cabinet,
dbpedia_23976,SimCity (1989 video game),2006-01-01,Babaroga (game company),macOS,SimCity
dbpedia_23977,Enemy Territory: Quake Wars,2008-01-01,Splash Damage,Xbox 360,Quake (series)
dbpedia_23978,NHL 97,1996-01-01,EA Canada,PlayStation,NHL (video game series)
dbpedia_23980,3D Construction Kit,1991-01-01,Incentive Software,,
dbpedia_23981,The Escapists 2,2017-01-01,Team17,macOS,
dbpedia_23982,Robotech: Battlecry,2002-01-01,Vicious Cycle Software,PlayStation 2,
dbpedia_23983,Uno (video game),2017-01-01,PS4,PlayStation 3,Uno (card game)
dbpedia_23984,Barbie Horse Adventures,2008-01-01,Blitz Games,Windows PC,
dbpedia_23985,Bubble Bobble Part 2,1993-01-01,Taito,Game Boy,
dbpedia_23986,Crossy Road,2018-01-01,Hipster Whale,Windows PC,
dbpedia_23988,Shatter (video game),2022-01-01,Sidhe (game developer),PlayStation 4,
dbpedia_23989,Just Dance Now,,Ubisoft Paris,Android,Just Dance (video game series)
dbpedia_23991,The Activision Decathlon,1983-01-01,Activision,,
dbpedia_23993,Crash Bandicoot 4: It's About Time,2021-01-01,Toys for Bob,Nintendo Switch,Crash Bandicoot
dbpedia_23994,Myst,1993-01-01,Microcabin,iOS (iPhone),Myst (series)
dbpedia_23995,One: Kagayaku Kisetsu e,2012-01-01,Tactics (company),PlayStation,
dbpedia_23996,FIFA 13,2012-01-01,EA Canada,PlayStation 3,FIFA (video game series)
dbpedia_23997,Loopers,2023-01-01,Key (company),Nintendo Switch,
dbpedia_23998,MySims SkyHeroes,2010-01-01,Behaviour Interactive,PlayStation 3,The Sims
dbpedia_23999,Future Cop: LAPD,1998-01-01,Visceral Games,Windows PC,
dbpedia_24001,Fruit Ninja,2011-01-01,Halfbrick Studios,Oculus Quest,
dbpedia_24002,Uno (video game),2016-01-01,Carbonated Games,,Uno (card game)
dbpedia_24003,Sorcerer (video game),1984-01-01,Infocom,,
dbpedia_24004,SpyHunter,2002-01-01,Midway Games,macOS,
dbpedia_24005,Myst III: Exile,2001-01-01,Presto Studios,PlayStation 2,Myst (series)
dbpedia_24006,Le Mans 24 Hours (video game),1999-01-01,Eutechnyx,Sega Dreamcast,Test Drive (series)
dbpedia_24007,Hex: Shards of Fate,2016-01-01,Cryptozoic Entertainment,Windows PC,
dbpedia_24008,Nimble Quest,2013-01-01,NimbleBit,iOS (iPhone),
dbpedia_24009,Disney Princess: Enchanted Journey,2007-01-01,Papaya Studio,PlayStation 2,
dbpedia_24010,Grandia (video game),1998-01-01,Game Arts,PlayStation,Grandia
dbpedia_24011,Vampire: The Masquerade – Bloodlines 2,,Hardsuit Labs,PlayStation 5,Vampire: The Masquerade
dbpedia_24012,Metal Slug 4,2002-01-01,Noise Factory,,Metal Slug
dbpedia_24013,Fury3,1995-01-01,Terminal Reality,Windows PC,
dbpedia_24014,Donkey Kong 3,1983-01-01,Nintendo R&D2,,Donkey Kong
dbpedia_24015,Thunder Force III,2020-01-01,Technosoft,Arcade Cabinet,Thunder Force
dbpedia_24016,Jackass: The Game,2008-01-01,Sidhe (game developer),PlayStation Portable (PSP),
dbpedia_24017,Tekken Hybrid,2011-01-01,Namco Bandai Games,PlayStation 3,Tekken
dbpedia_24018,Digimon Battle Spirit,2003-01-01,Dimps,,List of Digimon video games
dbpedia_24019,TOCA Race Driver 2,2005-01-01,Codemasters,PlayStation Portable (PSP),TOCA (series)
dbpedia_24020,Mafia III,2017-01-01,Hangar 13,macOS,Mafia (series)
dbpedia_24021,Shin Megami Tensei II,2003-01-01,Atlus,Super Nintendo (SNES),Megami Tensei
dbpedia_24022,List of Monster Jam video games,2003-01-01,Inland Productions,Nintendo DS,Monster Jam
dbpedia_24023,Shantae and the Seven Sirens,2019-01-01,WayForward,Nintendo Switch,Shantae
dbpedia_24024,Blake Stone: Aliens of Gold,1993-01-01,JAM Productions (company),Linux / SteamOS,
dbpedia_24025,Angry Birds (video game),2009-01-01,Rovio Entertainment,,Angry Birds
dbpedia_24026,Elevator Action,1983-01-01,Taito,,
dbpedia_24027,Agatha Christie: And Then There Were None,2005-01-01,,Windows PC,Agatha Christie (video game series)
dbpedia_24028,F355 Challenge,2000-01-01,Sega AM2,Arcade Cabinet,
dbpedia_24029,Minecraft: Story Mode,2016-01-01,Telltale Games,Windows PC,Minecraft (franchise)
dbpedia_24030,Sid Meier's Pirates! (2004 video game),2006-01-01,Firaxis Games,PlayStation Portable (PSP),
dbpedia_24031,Horizon Zero Dawn,2017-01-01,Guerrilla Games,Windows PC,
dbpedia_24032,Astro Boy: The Video Game,2009-01-01,"Art Co., Ltd",PlayStation Portable (PSP),
dbpedia_24033,Snatcher (video game),1988-01-01,Konami,,
dbpedia_24034,Ys: The Oath in Felghana,2005-01-01,Nihon Falcom,Windows PC,Ys (series)
dbpedia_24035,Doom (1993 video game),2009-01-01,Id Software,Super Nintendo (SNES),Doom (franchise)
dbpedia_24036,Slalom (video game),1986-01-01,Rare (company),Nintendo Entertainment System (NES),
dbpedia_24037,Digimon World: Next Order,2017-01-01,B.B. Studio,PlayStation 4,List of Digimon video games
dbpedia_24039,Ultimate Spider-Man (video game),2005-01-01,Treyarch,Game Boy Advance,
dbpedia_24040,Costume Quest 2,2014-01-01,Double Fine Productions,Linux / SteamOS,
dbpedia_24041,SimLife,,Maxis,,List of Sim video games
dbpedia_24043,Stubbs the Zombie in Rebel Without a Pulse,2005-01-01,Wideload Games,macOS,
dbpedia_24044,Spider-Man 2 (2004 video game),2004-01-01,Treyarch,PlayStation 2,
dbpedia_24045,Oddworld: Munch's Oddysee,2001-01-01,PlayStation 3,Android,Oddworld
dbpedia_24046,Lego The Lord of the Rings (video game),2013-01-01,TT Fusion,Android,
dbpedia_24047,BioShock: The Collection,2016-01-01,Blind Squirrel Games,Nintendo Switch,BioShock (series)
dbpedia_24048,Oddworld: Stranger's Wrath,2020-01-01,Ouya,Windows PC,Oddworld
dbpedia_24049,Stardew Valley,2018-01-01,ConcernedApe,Android,
dbpedia_24050,Marvel Puzzle Quest,2013-01-01,Demiurge Studios,,Puzzle Quest
dbpedia_24051,Glass Rose,2003-01-01,Capcom,PlayStation 2,
dbpedia_24052,The Saboteur,2009-01-01,Pandemic Studios,Windows PC,
dbpedia_24054,Medieval II: Total War,2016-01-01,Creative Assembly,Windows PC,Total War (video game series)
dbpedia_24055,Marvel: Ultimate Alliance,2006-01-01,Raven Software,Xbox One,
dbpedia_24057,List of Monster Jam video games,2015-01-01,Torus Games,Windows PC,Monster Jam
dbpedia_24058,Call of Duty 2,2005-01-01,Infinity Ward,Windows PC,Call of Duty
dbpedia_24060,NBA Street,2001-01-01,NuFX,Nintendo GameCube,NBA Street (video game series)
dbpedia_24061,Donkey Kong (video game),2002-01-01,Nintendo Research & Development 1,,Donkey Kong
dbpedia_24063,Mappy,1983-01-01,Namco,Nintendo Entertainment System (NES),
dbpedia_24064,Spider-Man: Web of Shadows,2008-01-01,Amaze Entertainment,Windows PC,
dbpedia_24065,Fishdom,2008-01-01,Playrix,Nintendo DSi,
dbpedia_24067,Age of Wonders: Planetfall,2019-01-01,Triumph Studios,PlayStation 4,Age of Wonders
dbpedia_24068,Higemaru Makaijima - Nanatsu no Shima Daibōken,1987-01-01,Compile (company),,
dbpedia_24069,Z: Steel Soldiers,2014-01-01,Bitmap Brothers,Android,
dbpedia_24070,Syberia (video game),2014-01-01,Microïds,Nintendo DS,Syberia
dbpedia_24075,Hyper Light Drifter,2019-01-01,Heart Machine,PlayStation 4,
dbpedia_24076,Pitfall: The Lost Expedition,2006-01-01,Beenox,Xbox,Pitfall!
dbpedia_24077,Stardew Valley,2016-01-01,ConcernedApe,iOS (iPhone),
dbpedia_24078,Panzer Tactics DS,2007-01-01,Sproing Interactive Media,Nintendo DS,
dbpedia_24079,Oddworld: Stranger's Wrath,2022-01-01,BlackBerry,PlayStation 4,Oddworld
dbpedia_24080,Scrabble (video game),2008-01-01,Ubisoft Chengdu,Xbox One,
dbpedia_24082,Castleween,2003-01-01,Kalisto Entertainment,Game Boy Advance,
dbpedia_24083,Layers of Fear,2016-01-01,Bloober Team,Xbox One,
dbpedia_24084,List of Saiyuki video games,2001-01-01,Enix,,
dbpedia_24086,Undercover: Operation Wintersun,2007-01-01,Sproing Interactive Media,Windows PC,
dbpedia_24087,Power Rangers Dino Thunder (video game),2004-01-01,Natsume (company),PlayStation 2,Power Rangers
dbpedia_24088,Timeball,1991-01-01,Now Production,,
dbpedia_24089,List of Monster Jam video games,2010-01-01,Virtuos,Google Stadia,Monster Jam
dbpedia_24090,Red Comrades Save the Galaxy,2016-01-01,Android (operating system),iOS (iPhone),
dbpedia_24092,Street Fighter IV,2009-01-01,Capcom,Arcade Cabinet,Street Fighter
dbpedia_24093,List of Monster Jam video games,2017-01-01,Virtuos,Google Stadia,Monster Jam
dbpedia_24094,Riding Spirits,2002-01-01,Spike (company),PlayStation 2,
dbpedia_24095,Wizardry: Proving Grounds of the Mad Overlord,2003-01-01,Sir-Tech,,Wizardry
dbpedia_24096,Marvel Avengers: Battle for Earth,2012-01-01,Ubisoft Quebec,Xbox 360,
dbpedia_24097,Wallace & Gromit: The Curse of the Were-Rabbit (video game),2005-01-01,Frontier Developments,,
dbpedia_24098,Space Hulk (2013 video game),2013-01-01,,PlayStation 4,"Warhammer 40,000"
dbpedia_24099,Call of Duty: World at War,2008-01-01,Treyarch,Windows PC,Call of Duty
dbpedia_24100,Wii Sports,2006-01-01,Nintendo EAD,Wii,Wii (video game series)
dbpedia_24101,Dragon Knight II,1992-01-01,ELF Corporation,,Dragon Knight (series)
dbpedia_24102,Family Table Tennis,2008-01-01,Arc System Works,Wii,
dbpedia_24104,Palamedes (video game),1990-01-01,Taito,Arcade Cabinet,
dbpedia_24108,Tiger Woods PGA Tour 09,2008-01-01,Exient Entertainment,PlayStation 3,PGA Tour (video game series)
dbpedia_24109,List of Monster Jam video games,2003-01-01,Team6 Game Studios,Windows PC,Monster Jam
dbpedia_24110,Sexy Poker,2009-01-01,Gameloft,Wii,
dbpedia_24111,The Surge,2017-01-01,Deck13 Interactive,PlayStation 4,
dbpedia_24112,Fatal Fury 3: Road to the Final Victory,1995-01-01,SNK,,Fatal Fury
dbpedia_24114,Oddworld: Stranger's Wrath,2012-01-01,Just Add Water (company),iOS (iPhone),Oddworld
dbpedia_24115,Buzz Lightyear of Star Command (video game),2000-01-01,Traveller's Tales,Sega Dreamcast,Toy Story (franchise)
dbpedia_24116,Earthworm Jim (video game),2001-01-01,Kinesoft,Sega Game Gear,Earthworm Jim
dbpedia_24117,Mirror's Edge,2008-01-01,DICE (company),Windows PC,
dbpedia_24118,Michael Jackson: The Experience,2010-01-01,Ubisoft Paris,macOS,
dbpedia_24119,Princess Quest,1998-01-01,Anime International Company,,
dbpedia_24120,Mario & Sonic at the Olympic Winter Games,2010-01-01,Sonic Team,Nintendo DS,List of Mario sports games
dbpedia_24121,Monster Rancher DS,2008-01-01,Cing,Nintendo DS,Monster Rancher
dbpedia_24122,Risk (video game),2015-01-01,Sculptured Software,iOS (iPhone),
dbpedia_24124,Unreal Tournament,2001-01-01,Digital Extremes,Windows PC,Unreal (video game series)
dbpedia_24125,Phoenix Wright: Ace Attorney – Trials and Tribulations,2010-01-01,Capcom Production Studio 4,Nintendo Switch,Ace Attorney
dbpedia_24127,Mobile Suit Gundam: Federation vs. Zeon,2001-01-01,Capcom,Sega Dreamcast,Mobile Suit Gundam
dbpedia_24129,Tennis (1984 video game),1989-01-01,Nintendo EAD,,
dbpedia_24130,Neighbours from Hell 2: On Vacation,2020-01-01,JoWooD Entertainment,PlayStation 4,
dbpedia_24131,Myst III: Exile,2001-01-01,Presto Studios,Xbox,Myst (series)
dbpedia_24132,Trine 2,2013-01-01,Frozenbyte,Nintendo Switch,Trine (video game)
dbpedia_24133,Final Fight (video game),1989-01-01,,,Final Fight
dbpedia_24136,Street Fighter IV,2008-01-01,Dimps,PlayStation 3,Street Fighter
dbpedia_24138,Far Cry 4,2014-01-01,Ubisoft Montreal,PlayStation 4,Far Cry
dbpedia_24139,Kororinpa,2007-01-01,Hudson Soft,,
dbpedia_24141,GoldenEye: Rogue Agent,2004-01-01,EA Tiburon,Nintendo DS,James Bond in video games
dbpedia_24144,Theme Park (video game),1995-01-01,EA Japan,,
dbpedia_24146,BlazBlue: Continuum Shift,2014-01-01,Arc System Works,Xbox 360,BlazBlue
dbpedia_24148,Guitar Rock Tour,2009-01-01,Gameloft,,
dbpedia_24149,Lemmings (video game),1993-01-01,Probe Entertainment,,
dbpedia_24152,Marvel Puzzle Quest,2016-01-01,WayForward,Windows PC,Puzzle Quest
dbpedia_24153,Cabela's Big Game Hunter,2009-01-01,Cauldron (video game company),Wii,
dbpedia_24154,The Sims (video game),2003-01-01,Edge of Reality,Xbox,The Sims
dbpedia_24155,Uno (video game),2009-01-01,Nintendo Switch,PlayStation 3,Uno (card game)
dbpedia_24156,Marvel Pinball,2012-01-01,Zen Studios,PlayStation 3,
dbpedia_24157,Freddi Fish and the Case of the Missing Kelp Seeds,2014-01-01,Humongous Entertainment,,
dbpedia_24158,Daisenryaku,1996-01-01,SystemSoft,Sega Dreamcast,
dbpedia_24160,Pokémon Legends: Arceus,2022-01-01,Game Freak,Nintendo Switch,Pokémon (video game series)
dbpedia_24161,Valis II,1989-01-01,Telenet Japan,,Valis (video game series)
dbpedia_24162,SpyHunter,2002-01-01,"Point of View, Inc.",PlayStation 2,
dbpedia_24164,Dungeon Master (video game),1987-01-01,FTL Games,,
dbpedia_24166,The Treehouse (video game),1993-01-01,Broderbund,,
dbpedia_24167,List of Monster Jam video games,2010-01-01,Torus Games,Google Stadia,Monster Jam
dbpedia_24168,FIFA 97,1996-01-01,Rage Software,Game Boy,FIFA (video game series)
dbpedia_24169,Wing Commander (video game),1996-01-01,Origin Systems,PlayStation,
dbpedia_24170,Dynasty Warriors 6,2008-01-01,Omega Force,Windows PC,Dynasty Warriors
dbpedia_24171,BreakThru!,1994-01-01,Shoeisha,Game Boy,
dbpedia_24173,"Ed, Edd n Eddy: The Mis-Edventures",2005-01-01,Behaviour Interactive,Nintendo GameCube,"Ed, Edd n Eddy"
dbpedia_24174,Mortal Kombat Trilogy,1996-01-01,"Point of View, Inc.",Sega Saturn,Mortal Kombat
dbpedia_24176,SSX 3,2003-01-01,EA Canada,PlayStation 2,SSX
dbpedia_24177,Cho Aniki,2000-01-01,Psikyo,Super Nintendo (SNES),
dbpedia_24178,Bubsy 3D: Bubsy Visits the James Turrell Retrospective,2013-01-01,Arcane Kids,Windows PC,
dbpedia_24180,Star Fox 64,1997-01-01,Nintendo EAD,Nintendo 64,Star Fox
dbpedia_24181,Mega Man X8,2004-01-01,Capcom,Xbox One,Mega Man X
dbpedia_24182,Genghis Khan II: Clan of the Gray Wolf,1992-01-01,Koei,,Genghis Khan (series)
dbpedia_24183,MX vs. ATV Reflex,2009-01-01,Rainbow Studios,Nintendo DS,MX vs. ATV
dbpedia_24184,Kiss Pinball,2000-01-01,Wildfire Studios,PlayStation,
dbpedia_24185,Terraria,2014-01-01,Re-Logic,PlayStation 3,
dbpedia_24186,Street Fighter IV,2008-01-01,Capcom,Xbox One,Street Fighter
dbpedia_24188,Flight Control (video game),2009-01-01,Firemint,Wii,
dbpedia_24190,Cobra Command (1984 video game),1992-01-01,Data East,Windows PC,
dbpedia_24191,Spirou (video game),1996-01-01,Infogrames,Super Nintendo (SNES),
dbpedia_24193,TOCA Touring Car Championship,1998-01-01,Codemasters,,TOCA (series)
dbpedia_24196,Grid Autosport,2014-01-01,Codemasters,Windows PC,Grid (series)
dbpedia_24198,Doom (1993 video game),1996-01-01,Id Software,,Doom (franchise)
dbpedia_24199,Rune Factory 4,2012-01-01,Neverland (company),Windows PC,Rune Factory
dbpedia_24200,Re-Volt,2012-01-01,Acclaim Studios London,Sega Dreamcast,
dbpedia_24203,Naruto Ninja Council 2,2004-01-01,"Aspect Co., Ltd.",Game Boy Advance,Naruto: Ninja Council (series)
dbpedia_24204,Metal Slug 1st Mission,,Ukiyotei,Nintendo Switch,Metal Slug
dbpedia_24205,Friday the 13th: The Game,2017-01-01,Black Tower Studios,Xbox One,Friday the 13th (franchise)
dbpedia_24206,Madden NFL Mobile,2018-01-01,EA Tiburon,iOS (iPhone),Madden NFL
dbpedia_24207,Dunamis 15,2011-01-01,5pb.,PlayStation Portable (PSP),
dbpedia_24208,NFL Blitz (2012 video game),2012-01-01,EA Tiburon,,NFL Blitz
dbpedia_24209,Trials Rising,2019-01-01,Ubisoft Kyiv,Xbox One,Trials (series)
dbpedia_24212,Marathon 2: Durandal,1996-01-01,Freeverse,,Marathon Trilogy
dbpedia_24215,Tiger Woods PGA Tour 2001,2000-01-01,Headgate Studios,PlayStation,PGA Tour (video game series)
dbpedia_24216,Donkey Kong (1994 video game),1994-01-01,,Game Boy,Donkey Kong
dbpedia_24217,Power Drift,1988-01-01,Activision,,
dbpedia_24218,Microsoft Entertainment Pack: The Puzzle Collection,2000-01-01,Conspiracy Entertainment,Windows PC,
dbpedia_24219,Total War: Three Kingdoms,2019-01-01,Creative Assembly,Windows PC,Total War (video game series)
dbpedia_24220,List of Rock Band track packs,2011-01-01,Harmonix,PlayStation 3,Rock Band
dbpedia_24221,Raid: Shadow Legends,2018-01-01,Plarium,Android,
dbpedia_24223,Might & Magic: Clash of Heroes,2009-01-01,Tag Games,PlayStation 3,Might and Magic
dbpedia_24225,James Bond 007: Nightfire,2004-01-01,JV Games,Nintendo GameCube,James Bond in video games
dbpedia_24226,Phoenix Wright: Ace Attorney,2012-01-01,Capcom Production Studio 4,Android,Ace Attorney
dbpedia_24228,Jack Lumber,2014-01-01,Owlchemy Labs,Windows PC,
dbpedia_24229,Tenkaichi Bushi Keru Nagūru,1989-01-01,Game Studio (company),Nintendo Entertainment System (NES),
dbpedia_24230,Oddworld: Stranger's Wrath,2015-01-01,PlayStation 3,PlayStation 3,Oddworld
dbpedia_24232,How to Survive,2013-01-01,Eko Software,Xbox One,
dbpedia_24233,Civilization VI: Gathering Storm,2019-01-01,Firaxis Games,Android,Civilization (series)
dbpedia_24235,Tombs & Treasure,1988-01-01,Nihon Falcom,,
dbpedia_24236,The Sims 2: Castaway,2009-01-01,Full Fat,,The Sims
dbpedia_24237,Raiden III,2005-01-01,MOSS (company),Arcade Cabinet,Raiden (series)
dbpedia_24238,Chase H.Q.,1989-01-01,Taito,,
dbpedia_24239,Castle of Illusion Starring Mickey Mouse (2013 video game),2014-01-01,,Android,Illusion (series)
dbpedia_24240,X Games SnoCross,2010-01-01,2XL Games,iOS (iPhone),
dbpedia_24241,Downtown Run,2003-01-01,Ubisoft,Windows PC,
dbpedia_24242,Operation Flashpoint: Cold War Crisis,2005-01-01,Bohemia Interactive Studio,Linux / SteamOS,ARMA (series)
dbpedia_24243,Gradius (video game),1985-01-01,Konami,,Gradius
dbpedia_24244,Prince of Persia (2008 video game),2008-01-01,Ubisoft Montreal,Windows PC,Prince of Persia
dbpedia_24247,Castlevania: Symphony of the Night,2007-01-01,Konami Computer Entertainment Tokyo,PlayStation 4,Castlevania
dbpedia_24248,Risk (video game),2010-01-01,Sculptured Software,,
dbpedia_24249,The Stanley Parable,2011-01-01,Crows Crows Crows,Windows PC,
dbpedia_24250,Gran Turismo 7,2022-01-01,Polyphony Digital,PlayStation 4,Gran Turismo (series)
dbpedia_24251,Ben 10: Galactic Racing,2011-01-01,Monkey Bar Games,Xbox 360,Ben 10
dbpedia_24252,Hotel Dusk: Room 215,2007-01-01,Cing,Nintendo DS,
dbpedia_24254,Another World (video game),2011-01-01,Delphine Software International,Nintendo 3DS,
dbpedia_24255,The Blackwell Epiphany,2014-01-01,Wadjet Eye Games,Windows PC,Blackwell (series)
dbpedia_24257,List of Monster Jam video games,2017-01-01,Virtuos,Wii,Monster Jam
dbpedia_24259,Earth Seeker,2011-01-01,Kadokawa Shoten,Wii,
dbpedia_24261,Metro 2033 (video game),2010-01-01,4A Games,Google Stadia,Metro (franchise)
dbpedia_24262,Another World (video game),2013-01-01,Interplay Entertainment,macOS,
dbpedia_24263,2006 FIFA World Cup (video game),2006-01-01,EA Canada,Xbox,FIFA World Cup video games
dbpedia_24266,All Zombies Must Die!,2011-01-01,Doublesix,Windows PC,
dbpedia_24267,Battlefield 2: Modern Combat,2005-01-01,DICE (company),Xbox,Battlefield (video game series)
dbpedia_24268,List of Fire Pro Wrestling games,1999-01-01,Spike (company),Wii,Fire Pro Wrestling
dbpedia_24270,Disney Infinity (video game),2013-01-01,Avalanche Software,Wii U,Disney Infinity
dbpedia_24271,Langrisser II,1994-01-01,Masaya Games,PlayStation,Langrisser
dbpedia_24272,Ben 10: Omniverse (video game),2012-01-01,Wii U,Wii U,Ben 10
dbpedia_24273,Street Fighter (video game),1987-01-01,,,Street Fighter
dbpedia_24274,Black Mirror (2017 video game),2017-01-01,King Art Games,Linux / SteamOS,The Black Mirror (video game)
dbpedia_24276,Pajama Sam 2: Thunder and Lightning Aren't so Frightening,2012-01-01,Humongous Entertainment,,
dbpedia_24277,Joe Danger 2: The Movie,2014-01-01,Hello Games,macOS,
dbpedia_24279,Major League Baseball 2K8,2008-01-01,Blue Castle Games,Xbox 360,
dbpedia_24280,Heretic II,1999-01-01,MacPlay,,
dbpedia_24281,Super Monkey Ball Jr.,2002-01-01,,Game Boy Advance,Super Monkey Ball
dbpedia_24283,Kud Wafter,2010-01-01,Key (company),PlayStation Vita,Little Busters!
dbpedia_24285,Raiden Fighters Jet,,Seibu Kaihatsu,Windows PC,Raiden (series)
dbpedia_24286,Kantai Collection,2016-01-01,Kadokawa Games,Arcade Cabinet,
dbpedia_24287,Conarium (video game),2018-01-01,Zoetrope Interactive,Nintendo Switch,
dbpedia_24288,Onimusha 3: Demon Siege,2004-01-01,,PlayStation 2,Onimusha
dbpedia_24289,Wakeboarding Unleashed Featuring Shaun Murray,2003-01-01,Shaba Games,PlayStation 2,
dbpedia_24290,List of Monster Jam video games,2020-01-01,Rainbow Studios,Google Stadia,Monster Jam
dbpedia_24291,Star Trek: Deep Space Nine: Harbinger,,Stormfront Studios,,Star Trek
dbpedia_24293,Knights of the Round (video game),1994-01-01,Capcom,,
dbpedia_24294,Heroes of Mana,2007-01-01,Brownie Brown,Nintendo DS,Mana (series)
dbpedia_24295,Metroid Prime,2002-01-01,Retro Studios,Wii,Metroid
dbpedia_24297,Ace Attorney Investigations: Miles Edgeworth,2009-01-01,Capcom,Android,Ace Attorney
dbpedia_24298,Jet Set Radio,2000-01-01,Smilebit,,
dbpedia_24299,Xiaolin Showdown (video game),2006-01-01,Xbox (console),PlayStation 2,
dbpedia_24300,Terminator 2: Judgment Day (arcade game),1991-01-01,Midway Games,Sega Game Gear,
dbpedia_24301,Baldur's Gate: Dark Alliance,2001-01-01,Snowblind Studios,Nintendo GameCube,Baldur's Gate (series)
dbpedia_24303,Tom Clancy's Ghost Recon Breakpoint,2019-01-01,Ubisoft Paris,Windows PC,Tom Clancy's Ghost Recon
dbpedia_24304,Daisenryaku,2007-01-01,SystemSoft Alpha,PlayStation 2,
dbpedia_24305,TMNT (Game Boy Advance video game),,Ubisoft Montreal,Game Boy Advance,List of Teenage Mutant Ninja Turtles video games
dbpedia_24306,Two Crude,1990-01-01,Data East,Sega Genesis / Mega Drive,
dbpedia_24307,Mass Effect 3: Leviathan,2012-01-01,BioWare,PlayStation 3,Mass Effect
dbpedia_24308,Spectral Souls: Resurrection of the Ethereal Empires,2012-01-01,Idea Factory,,
dbpedia_24309,List of Monster Jam video games,2019-01-01,Team6 Game Studios,iOS (iPhone),Monster Jam
dbpedia_24310,List of Monster Jam video games,2021-01-01,Torus Games,Xbox One,Monster Jam
dbpedia_24312,Furi,2018-01-01,The Game Bakers,Xbox One,
dbpedia_24313,Bases Loaded 4,1991-01-01,Tose (company),Nintendo Entertainment System (NES),
dbpedia_24314,Le Mans 24 Hours (video game),2000-01-01,Eutechnyx,PlayStation 2,Test Drive (series)
dbpedia_24315,Madden NFL 2005,2004-01-01,Exient Entertainment,,Madden NFL
dbpedia_24316,Cities in Motion,2011-01-01,Colossal Order (video game developer),macOS,
dbpedia_24317,Batman Returns (video game),1993-01-01,Denton Designs,,
dbpedia_24318,Cho Aniki,1995-01-01,Masaya Games,Sega Saturn,
dbpedia_24319,Oddworld: Stranger's Wrath,2020-01-01,BlackBerry,PlayStation Vita,Oddworld
dbpedia_24320,The King of Fighters XII,2009-01-01,SNK Playmore,Xbox 360,The King of Fighters
dbpedia_24321,Kamen Rider: Climax,2012-01-01,Eighting,Wii,Kamen Rider Series
dbpedia_24322,G.I. Joe: The Rise of Cobra (video game),2009-01-01,EA Mobile,Nintendo DS,
dbpedia_24323,Desert Strike,,Electronic Arts,Game Boy,Strike (video game series)
dbpedia_24324,XS Junior League Soccer,2004-01-01,Wahoo Studios,PlayStation,
dbpedia_24325,Balloon Fight,1985-01-01,HAL Laboratory,Nintendo Entertainment System (NES),
dbpedia_24326,Fruit Ninja,2019-01-01,Halfbrick Studios,Oculus Quest,
dbpedia_24327,Persona 5 Strikers,2020-01-01,P-Studio,PlayStation 4,Dynasty Warriors
dbpedia_24329,Wipeout (video game),1995-01-01,Psygnosis,PlayStation,Wipeout (video game series)
dbpedia_24331,Mystery Case Files: The Malgrave Incident,2011-01-01,Sanzaru Games,Wii,Mystery Case Files
dbpedia_24332,The Addams Family (video game series),2001-01-01,ICOM Simulations,Super Nintendo (SNES),
dbpedia_24334,The Awesome Adventures of Captain Spirit,2018-01-01,Dontnod Entertainment,,Life Is Strange
dbpedia_24335,Heroes of Might and Magic III,1999-01-01,New World Computing,Android,Heroes of Might and Magic
