id,name,artist,tracks,duration
lastFM_32282,Parachutes,C. Simpson,"['Parachutes', 'Skin and Bones', 'Dead Man Walking', 'Parachutes (Unplugged)']",854.0
lastFM_32284,Beautiful Monster,Ne-Yo,Beautiful Monster,250.0
lastFM_32295,Tullycraft -  The Singles,Tullycraft,"['Skyway', 'Superboy & Supergirl', ""Pop Songs Your New Boyfriend's Too Stupid to Know About"", 'Pink Lemonade', 'Bailey Park', 'Pedal', 'Josie', '1st String Teenage High', ""Stay Cool I'll See You This Summer"", 'Falling Out of Love (With You)', 'Guyana Punch', ""She's Got the Beat"", 'Break Seaside (And Over)', 'Maybe Baby', '8 Great Ways', 'Look How We Killed the Riot Grrrls', 'Loveless', 'Untitled bonus track']",2729.0
lastFM_32296,Passions Singles,T. Passions,,
lastFM_32300,Paddington Distortion Combo -  United,Paddington Distortion Combo,,
lastFM_32304,Insomniac,Matt Prehn,,
lastFM_32306,Str8 Off Tha  Of Muthaphukkin Compton,Eazy-E,"['Ole School Shit', 'Ole School Shit', 'Sorry Louie', 'Just Tah Let U Know', 'Sippin on a 40', 'Nutz On Ya Chin', 'Tha Muthaphukkin Real', 'Lickin, Suckin, Phukkin', 'Hit The Hooker', ""My Baby'z Mama"", 'Creep N Crawl', 'Wut Would You Do', 'Gangsta Beat 4 Tha Street', 'Gangsta Beat 4Tha Street', 'Eternal E']",3526.0
lastFM_32317,Sky Burial,Leeloo,,
lastFM_32352,Halcyon,Canon Blue,"['Halcyon', 'Ennui', 'Avatar Furr', 'Kingfisher Sweet']",1030.0
lastFM_32359,Outside Our Gates,Liz Durrett,"['Wake to Believe', 'Wild As Them', 'In The Eaves', 'We Build Bridges', 'Lost Hiker', 'All Of Them All', 'Note For A Girl', 'You Live Alone', 'Always Signs', 'Not Running', 'The Sea A Dream']",2616.0
lastFM_32360,You Belong  Rock N' Roll,Tin Machine,,
lastFM_32372,Surrender (Your Love),C. Touch,,
lastFM_32376,A Celebration - The Music of Pete Townshend and The Who,Roger Daltrey,,
lastFM_32386,Contraindicated,The Abominable Mr Tinkler,,
lastFM_32388,Trouble is (Tiesto Remix),Turboweekend,,
lastFM_32396,Scriptures,Sizzla,"['World Cry', 'The World Is Watching (Feat. Peter Jackson)', 'Cleanse My Soul', 'Let It Be', 'Jah Is My Shield', 'Scriptures', 'What A Whoa', 'God Bless You Mama', 'Jump for joy', 'i love you', 'Happy Birthday', 'Music in My Soul']",2179.0
lastFM_32397,Clovis Classics - The Definitive Collection,The Fireballs,"['Torquay', 'Long Long Ponytail', 'Bulldog', ""I Don't Know"", 'Vaquero', 'Cry Baby', 'Rik-A-Tik', 'Yacky Doo', 'Sugar Shack - Jimmy Gilmer & The Fireballs', 'Quite a Party', 'Gunshot', ""Daisy Petal Pickin' - Jimmy Gilmer & The Fireballs"", 'Foot-Patter', 'Dumbo', ""Ain't Gonna Tell Anybody - Jimmy Gilmer & The Fireballs"", 'Fireball', 'Say I Am', 'Sweet Talk', 'Hungry, Hungry, Hungry - Jimmy Gilmer & The Fireballs', 'Mexican Fun - George Tomsco & The Dots', 'Good Morning Shame', 'Find Me A Golden Street', ""Ain't That Rain - Jimmy Gilmer & The Fireballs"", 'Clink Clink Classic', 'Bottle Of Wine', 'Come On Home - George & Babs', ""Goin' Away"", 'Lucille - Jimmy Gilmer & The Fireballs', 'Come On React', 'Long Green']",2746.0
lastFM_32399,Spaceship,Tinchy Stryder,,
lastFM_32403,Marbles EP,Novox,"['MARBLES', 'Gearbox']",868.0
lastFM_32404,Drowned In Sound Digital Singles Club Presents...,B. for Lashes,,
lastFM_32420,Consequence of Revenge,Stars A. Falling,"['Giving All We Have', 'I Tried To Dodge A Bullet', 'Our Father', 'Arizona Will Never Be The Same', 'The Challenge', 'Eva', 'This Road Never Ends', 'A Four Letter Lesson In Let Down', 'I Invented the \'""t\'s Not Me It\'s You"" Routine', 'A New Beginning']",1745.0
lastFM_32428,I Can't Stay Away From You / If  Leave Me Now,V. Wills,,
lastFM_32430,Man Behind  Music,Queen Pen,,
lastFM_32432,Beyond The 16th Parallel,B.R.O.T.H.E.R.,,
lastFM_32434,For Long Drives And Temporary Diversions,B. Benjamin,"['This Is Why We Rock', 'He Writes Humor They Write Fiction', 'Oblivious Athlete', 'Fear Of Silence', 'Finding The Perfect Egg', 'Pop Singers Soft Fingers', 'Proud People Everywhere', 'When Is Next Practice', 'Never Gets Easier', 'Sometimes We Need No Sleep']",2911.0
lastFM_32438,Broken,Broken Teeth,"[""She's Gonna Blow"", 'Undertaker', 'Two Time Lover', 'Stick It In', ""'Diablo"", ""Some Kinda' Loser"", 'Hooray', 'Pull the Plug', 'Who Turned Out the Lights']",2191.0
lastFM_32452,T. Four Aces -  The World Outside,T. Four Aces,,
lastFM_32456,Electronic,Jhonatan R.,"['Sound Electronic', 'F*ck Em All', 'Star Wars', 'I Found You', 'Infinite', 'New Game', 'Theocracy', 'Kill You', 'Download The Future', 'Music Is My Life']",2661.0
lastFM_32468,You Are The Music ...We're Just The Band,Trapeze,,
lastFM_32471,Simon . -  Bridge Over Troubled Water,Simon .,,
lastFM_32484,None Shall Escape the Judgement,Johnny Clarke,,
lastFM_32488,The Condemned Art,Refugium Pecatorum,,
lastFM_32493,Pools  Mercury,Jim Carroll,"['Train Surfing', 'Falling Down Laughing', ""Zeno's Law Of High-Heeled Shoes"", 'Desert Town', 'It Goes', 'Hairshirt Fracture', 'Cinco De Mayo', 'Message Left On A Phone Machine', 'The Beast Within', '8 Fragments For Kurt Cobain']",1971.0
lastFM_32494,Two Brothers,Abunai!,"['Two Brothers', 'Lord Hampton (live)', 'Two Brothers (version)']",1569.0
lastFM_32495,Judge Dread Rock Steady / She Was A Rough Rider,Prince Buster,"['Judge Dread', 'Shearing You', 'Nothing Takes The Place Of You', 'Ghost Dance', 'Rock With Feeling', 'Sweet Beat', 'The Appeal', 'Dark Street', 'Judge Dread Dance', 'Show It Now', 'Raise Your Hands', 'A Change Is Gonna Come', 'Rough Rider', 'Dreams to Remember', 'Scorcher', 'Hypocrites', 'Walk With Love', 'Taxation', 'Bye Bye Baby', 'Tenderness', 'Wine or Grind', ""Can't Keep on Running"", 'Closer Together', 'Going to the River']",4212.0
lastFM_32511,Trilogy,Christ Agony,"['Spell of Death', 'Hellspawn', 'Eternal Desires', 'Hail Darkness', 'Dying Star', 'Elysium', 'Downfall', 'Unvirtue Diabolical', 'Faithless', ""Necro'no'manticism"", 'Prophetical Part III']",3163.0
lastFM_32521,No More Shall We Part,Nick Cave,,
lastFM_32536,The Singles Album,Billie Jo Spears,,
lastFM_32543,The Empire Strikes Back,B. Element,"[""I'll never let you know"", 'entourage', 'Raise The Gain', 'To You', 'nowhere to run', 'devotion', 'why', 'Change', 'alive', 'hot wire', 'The Empire Strikes Back Mix-Tape (Basic Element vs. Alex Moreno)']",2873.0
lastFM_32559,Two White Monsters Around A  Table,Two White Monsters Around a Round Table,,
lastFM_32575,Missing,M. Freeman,,
lastFM_32579,Spirit In The Sky: The Best Of Norman Greenbaum,N. Greenbaum,"['Spirit in the Sky', 'Daddy I Know', 'Hook and Ladder', 'Skyline', 'Marcy', 'California Earthquake', 'The Day the Well Went Dry', 'The Eggplant That Ate Chicago', 'The Day They Sold Beer in Church', 'Gondoliers, Shakespeares, Overseers, Playboys, and Bums']",1816.0
lastFM_32601,Visions,C. Black,,
lastFM_32602,Immersion,FANV,,
lastFM_32618,Anxiety,Cut M. Skin,"['Anxiety', 'Sick Boy', 'Trouble']",466.0
lastFM_32626,Joe Fiedler Trio -  Sacred Chrome Orb,Joe Fiedler Trio,,
lastFM_32658,Remembrances,Anshlavs,"['Phase 2', 'Phase 3', 'Remebrance 1 (The Birth)', 'Remebrance 2 (Purification)', 'Remebrance 3 (Rain)', 'Phase 4', 'Remebrance 4 (Deviation)', 'Phase 5', 'Remebrance 5 (Confluence)']",1130.0
lastFM_32660,retro-electronica for pleasure,Apophallation,,
lastFM_32668,Embryonic,T. Flaming Lips,"['Convinced of the Hex', 'The Sparrow Looks Up at the Machine', 'Evil', 'See the Leaves', 'If', 'Gemini Syringes', 'Your Bats', 'Powerless', ""The Ego's Last Stand"", 'Worm Mountain', 'Scorpio Sword', 'Silver Trembling Hands', 'Virgo Self-Esteem Broadcast', 'Watching the Planets']",3566.0
lastFM_32680,Music,Freqax,"['Animal X - Love Philosophy (Freqax remix)', 'Music box', 'Music box (Inventor remix)', 'Safe not']",1149.0
lastFM_32683,Body Talk,Baccara,,
lastFM_32693,United Forces  Grind,devoured flesh regurgitation,,
lastFM_32695,The Fool / Exquisite Corpse EP,Warpaint,,
lastFM_32709,Jet Propelled Classics,Van Ludwig Orchestra,,
lastFM_32710,Free Electricity For Magnetic Tape And Live Electronic Sound,M. Tanguy,,
lastFM_32733,Yourself,Incubus (2),,
lastFM_32741,Unspoken  The Music of Only Breath,Jami Sieber,,
lastFM_32742,[explicit] Heartland Messenger,G. Trimble,,
lastFM_32760,Trouble Bound,T. Blasters,"['Red Rose (Live)', 'Trouble Bound (Live)', 'Long White Cadillac (Live)', ""Cryin' For My Baby (Live)"", ""I'm Shakin' (Live)"", 'Blue Shadows (Live)', 'Help You Dream (Live)', 'Common Man (Live)', 'Hollywood Bed (Live)', 'Too Tired (Live)', 'I Wish You Would (Live)', ""Sadie's Back In Town (Live)"", 'Dark Night (Live)', 'So Long Baby Goodbye (Live)', 'American Music (Live)', 'One Bad Stud (Live)', 'Marie Marie (Live)']",4181.0
lastFM_32779,Enchantment,Evilfeast,"['Intro: Open the Mysteries from Beyond', 'Fullmoon Over the Eastern Woods', 'Tradition - Heritage - Destiny', 'The Wind & the Old Willows', 'Interlude: Passing the Meadows in Woe', 'Wolves of Hyperborean Frost', 'Summoning the Splendour Once Fallen', 'Outro: Descent Into the Starlit Spheres']",4278.0
lastFM_32784,Elevator To The,Full Load o. King,"['Grey Walk Oblivion - Part 1', 'Grey Walk Oblivion - Part 2', 'Grey Walk Oblivion - Part 3', 'Grey Walk Oblivion - Part 4', 'Envelope Infrared - Part 1', 'Envelope Infrared - Part 2', 'Envelope Infrared - Part 3', 'Envelope Infrared - Part 4']",2570.0
lastFM_32803,Gordon,G. Fights,"['Time machine', 'Dance quite well']",441.0
lastFM_32816,Watch The Throne,Jay-Z,"['No Church In The Wild (Album Version (Explicit))', 'Lift Off (Album Version (Explicit))', 'Ni**as In Paris (Album Version (Explicit))', 'Otis (Album Version (Explicit))', 'Gotta Have It (Album Version (Explicit))', 'New Day (Album Version (Explicit))', ""That's My Bitch (Album Version (Explicit))"", 'Who Gon Stop Me (Album Version (Explicit))', 'Murder To Excellence (Album Version (Explicit))', 'Made In America (Album Version (Explicit))', 'Why I Love You (Album Version (Explicit))', 'HÃ¢â‚¬Â¢AÃ¢â‚¬Â¢M (Explicit Version)', 'Primetime (Album Version (Explicit))', 'The Joy (Album Version (Explicit))']",3394.0
lastFM_32818,Of Depression,Gravsorg,,
lastFM_32819,Compilation,Various,,
lastFM_32836,Purple,P. Angels,,
lastFM_32855,The Spirit Music Jamia: Dance Of The Infidel,Me'Shell NdegÃƒÂ©ocello,,
lastFM_32902,Tomorrow Belongs to Us,Kill Moda,"['Nobody Move', 'Exit Strategy']",713.0
lastFM_32914,Cuts 3 (1984-1995),Queen,,
lastFM_32916,Tennessee Dream,D. Lawson,"['Georgia Cracker', 'Reminiscing', 'Five Miles To Winchester', 'Happy Go Lucky', 'Old Virginia Waltz', 'Monroe Medley', ""Lover's Concerto"", 'Picking Wild Cherries', 'Silver Bird', 'Tennessee Dream', 'Sunny', 'New River Ride']",1606.0
lastFM_32919,Singles,Shrinnirs,,
lastFM_32939,Surrender,K-Otic,,
lastFM_32947,Garbage / Version,Garbage,"['Supervixen', 'Queer', 'Only Happy When It Rains', 'As Heaven Is Wide', 'Not My Idea', 'A Stroke of Luck', 'Vow', 'Stupid Girl', 'Dog New Tricks', 'My LoverÃ¢â‚¬â„¢s Box', 'Fix Me Now', 'Milk', 'Temptation Waits', 'I think IÃ¢â‚¬â„¢m paranoid', 'When I Grow Up', 'Medication', 'Special', 'Hammering in My Head', 'Push It', 'The Trick Is to Keep Breathing', 'Dumb', 'Sleep Together', 'Wicked Ways', 'You Look So Fine']",6039.0
lastFM_32950,Brokenret,Tigrics,"['Snyki', 'Boko (Katchkanari Acid Mix)', 'Volatile']",824.0
lastFM_32963,Contrail Calligraphy,Concrete/Field,,
lastFM_32990,Singles 2001-2010,Aairria,,
lastFM_33015,The Punk Singles Collection,T. Lurkers,"['Shadow', '0', 'Love Story', 'Freak Show', 'Mass Media Believer', ""Ain't Got a Clue"", 'Ooh Ooh I Love You', ""I Don't Need to Tell Her"", 'Pills', 'Just Thirteen', 'Countdown', 'Out in the Dark', 'Little Ole Wine Drinker Me', 'This Dirty Town', ""Heroin (It's All Over)"", ""One Man's Meat"", ""Let's Dance Now (No Time To Be Strangers)"", 'Midnight Hour', 'Shut Out the Light', 'By The Heart', 'Go Ahead Punk Make My Day', 'Lucky John']",3286.0
lastFM_33025,THE SLIPSTREAM WORLD OF SAGNTID,SAGNTID,"['FLOODGATE MOODS', 'MALAYSIAN DREAM DOLLS', 'THE CINEMATIC QUALITY OF LOSING', 'THE SORE BONES OF BERGEN', 'SOME NASTY CRIME SCENE', 'DEVILDRIVER SERUM']",1917.0
lastFM_33037,Earth Vs The Wildhearts,T. Wildhearts,,
lastFM_33042,New Wave Wipe-Out,Gods of Blitz,,
lastFM_33045,Do The Conga,Black L.,,
lastFM_33054,Flash Gordon (Original Soundtrack Music),Queen,,
lastFM_33056,D. Stone -  Harvest Moon / Made In Bahrain 2010,D. Stone,"['Harvest Moon (Original Mix)', 'Harvest Moon (7 Skies Remix)', 'Made In Bahrain 2010 (Original Mix)']",1423.0
lastFM_33064,I'll  Your Shelter,Taylor D.,,
lastFM_33066,Beyond Slavery,Romeo T.,"['Dabu Tar', ""Red Pioneer (Let's Bridge)"", 'Hard To Heart-Art', 'Let Beethoven Play', 'Love Service Man', 'Astro Cat', 'Blowing Your Front', 'You Body You', 'Sweet Dominion', 'Bless The Masses']",2393.0
lastFM_33076,Best Girl Wears My Crown (Rock Steady 1966-1968),T. Paragons,,
lastFM_33082,The Lost Tapes EP,H. Productions,"['Boogaloo', 'Landslide (Remix)', 'What We Do (original mix)', 'Midnight Tease (instrumental)']",1411.0
lastFM_33083,A Ticket To Nowhere,Frostmoon Eclipse,Devoured,329.0
lastFM_33090,Longfingah -  Cityopian Spirit,Longfingah,"['Mr. Vincent', 'NottinÃ‚Â´ Changed', 'Strike Back']",490.0
lastFM_33096,L.A. Ghost Stories,Haunted Ghost,,
lastFM_33110,Never Give Up,F. Locks,"['Cone Now', 'Come Now', 'Dreadlocks Princess', 'Dread Locks Princess', ""Don't Wait"", ""Don't Wait For Me"", 'Never Give Up', 'Never Give Up (My Faith)', 'Throw Down Your Arms', 'My lord', 'My Lord And Savior', 'Black Star Liner', 'All Is Vanity', ""U Don't Know Love"", ""Mama Don't Know Love"", 'I Feel Like Job', ""Don't Sell Your Soul""]",2851.0
lastFM_33125,City Nightmare,A. Karakasis,,
lastFM_33132,Such Power  Dangerous!,Cardinals F.,"['The Hammer Speaks', 'Such Power Is Dangerous!', 'Valkyries I Avenge', 'The Spear of Destiny', 'Antediluvian Dreams', 'Uncharted Seas', 'The Secret War']",4504.0
lastFM_33138,Energy God - The Very Best Of Elephant Man,Elephant Man,"['Pon De River Pon De Bank', 'Elephant Message', 'Krazy', 'Signal De Plane', 'Nuh Linga', 'Genie Dance', 'Tall Up Tall Up', 'Dance', 'Rah Rah', 'Jook Gal (remix)', 'Old Broom', 'Gangster Rock', 'Replacement Killer', 'Bad Man A Bad Man', 'Shizzle Ma Nizzle', 'Bad Gal, Bad Man', 'Egyptian Dance', 'Hot Girls (The Club)']",3678.0
lastFM_33150,Tonight Is The Constant,Captain C.,"['Calvin', 'axxidents', 'Lights And Heroes']",744.0
lastFM_33163,Bad as,Tom Waits,"['Chicago', 'Raised Right Men', 'Talking at the Same Time', 'Get Lost', 'Face to the Highway', 'Pay Me', 'Back in the Crowd', 'Bad As Me', 'Kiss Me', 'Satisfied', 'Last Leaf', 'Hell Broke Luce', ""New Year's Eve""]",2682.0
lastFM_33166,Scary Monsters And Nice Sprites EP,Skrillex,,
lastFM_33176,Outside There's a Curse,Ben Marwood,"['I Will Breathe You In', 'Singalong', 'Toil', 'A Shower of Bastards', 'They Will Float Your Body Out to Sea', ""It's Harder Now to Break Your Stupid Heart"", 'Oh My Days', 'Jj Abrams', 'Tell Avril Lavigne I Never Wanted to Be Her Stupid Boyfriend Anyway', 'The District Sleeps Alone Tonight (The Postal Service Cover)']",2070.0
lastFM_33183,Amplitude of Frequencies  Time,The Building Press,"['Microphone Game', 'The Ceiling is Falling', 'Street Crime, Street Crime', 'Auto Mechanic', 'Analyze Our Time', 'Spanish Love Song', '1:16 of a Window', 'The Guitars Went Boom']",2179.0
lastFM_33187,Nach Der Sehnsucht (Von Der BestÃƒÂ¤ndigkeit Der Erinnerung),JÃƒÂ¤nnerwein,"['Einleitung', 'Durch Jede Stunde', 'Sehnsucht', 'Lass Mich Hinaus', 'My Prime Of Youth', 'Gram', 'Erwachen', 'Ecce Homo', 'Dein Bild']",1979.0
lastFM_33193,bang bang EP,M. Ankh,"['bang bang', 'transcend', 'the pretender']",999.0
lastFM_33194,Fallen,Mark Pledger,,
lastFM_33203,My Own Nightmare,Delete,,
lastFM_33206,Elektra Monsterz,E. Monsterz,,
lastFM_33219,"Singles, Volume 2: 1960-1963",James Brown,"['The Bells', 'And I Do Just What I Want', 'Hold It', 'The Scratch', 'Bewildered', 'If You Want Me', 'Suds', 'Sticky', ""I Don't Mind"", ""Love Don't Love Nobody"", 'Cross Firing', 'Night Flying', ""Baby, You're Right"", ""I'll Never, Never Let You Go"", 'I Love You, Yes I Do', 'Just You and Me, Darling', 'Lost Someone', 'Night Train', 'Why Does Everything Happen To Me', 'Bewildered (Demo)', 'Shout And Shimmy', 'Come Over Here', 'Mashed Potatoes U.S.A.', ""You Don't Have to Go"", '(Can You) Feel It, Part 1', '(Can You) Feel It, Part 2', 'Three Hearts In A Tangle', ""I've Got Money"", 'Like A Baby', 'Every Beat Of My Heart', 'Prisoner Of Love', 'Choo-Choo', 'These Foolish Things', '(Can You) Feel It, Part 1', ""Devil's Den, Part 1"", ""Devil's Den, Part 2"", 'Signed, Sealed And Delivered', 'Waiting In Vain', ""Oh Baby Don't You Weep, Part 1"", ""Oh Baby Don't You Weep, Part 2""]",6781.0
lastFM_33224,Jamaican Memories By The Score,Dwight Pinkney,"['Tune In', 'Better Must Come', 'Screwface', 'Memories By The Score', 'Left With A Broken Heart', 'Barbwire', 'Night Nurse', 'Cherry Oh Baby', 'Many Rivers To Cross', 'Promise Me (how Could I Live)', 'Dangerous Disturbances', 'Can I Change My Mind', 'Lord Deliver Us', 'Let Him Go', 'Cry Tough', 'Go Back Home', 'Morning Of My Life']",3701.0
lastFM_33229,Bach Classics,Johann Sebastian Bach,,
lastFM_33241,Crossword Puzzle /,S. Stone,,
lastFM_33265,Classics,Surfer B.,"[""I'm Not Ready"", 'Miranda', 'Voyager (reprise)', 'Drinking Problem', 'Voyager Reprise (Another Summer of Love remix)', 'Drinking Problem (Speculator remix)', ""I'm Not Ready (Not Ready Yet Alpaca Remix)"", 'Miranda (SVIIB Exhalation Remix)', ""I'm Not Ready (Sune Rose Wagner Alternate Mix)"", 'Miranda (Sune Rose Wagner Alternate Mix)']",1786.0
lastFM_33268,When The Music's Over,The Doors,,
lastFM_33275,Crazy For,Paolo M.,,
lastFM_33277,The White Room,ZoÃƒÂ« Blade,"['Beginnings', 'Tension', 'Murky Reflections', 'The White Room', 'Above', 'Clear Reflections', 'Underneath', 'Slick', 'The Truth']",1630.0
lastFM_33278,"Album: You, Me, the Music and Me",Rick Moranis,"['The Final Chord', 'A Day in the Life', 'Man on the Moon', 'Light My Fire', 'Jabberwocky', 'Coffee', 'One Note Samba', 'Ipanema Rap', 'Weather', 'Hockey', 'Behind the Scenes', 'Larry Siegel', 'Music and Love', 'Autobahn']",0.0
lastFM_33279,[explicit] I Can Walk With My Broken Leg,T. Good Damn,"['Anger', 'B.L.U.E.S.', 'Bankers', 'Tree', 'Cowards', 'It Will Never End']",1262.0
lastFM_33284,The Prime Revealer,J. Reinhardt,"['The Prime Revealer', 'Only Pharoah']",671.0
lastFM_33286,Mama Said Go Slow,Vakula,"['Mama Said Go Slow', 'Deaf World (Dub)']",766.0
lastFM_33288,You Can't Evict The Spirit,Detestation,,
lastFM_33295,- new - Sunrise From The Treetops,Hinkstep,"['Sunrise From The Treetops', 'Moonwalk On Mushroom Street', 'Dreamland Dub', 'Medusa', 'Aldrig Mer', 'So beautiful so strange', 'Sleep Again']",3537.0
lastFM_33332,Album: True Life Confessions,T. Korgis,,
lastFM_33336,Broken Anthem,Malvoeaux,"['Broken Anthem', 'Run for Cover', 'Sunsets', 'Fatal Games']",1094.0
lastFM_33338,Gordon Lightfoot -  Early Morning Rain - The Best of Gordon Lightfoot,Gordon Lightfoot,,
lastFM_33341,Lotta Teen Spirit,Tori Amos,,
lastFM_33352,Shelter,A. Nesby,,
lastFM_33361,The Cool World Of Jack Sheldon,Jack Sheldon,,
lastFM_33373,The Greatest Story Ever Told,A. Newman,"['Jesus of Nazareth', 'A Prophecy', 'A Voice in the Wilderness', 'Come Unto Me', 'The Great Journey', 'A Time of Wonders', 'There Shall Come a Time to Enter', 'A New Commandment', 'The Hour Has Come', 'Into Thy Hands', 'The Triumph Of The Spirit', 'Overture - Main Title', 'And the Word Was God / Trumpets Announce the Dawn / The Three Magi', 'The Nativity / The Infant Massacre', 'Flight Into Egypt', 'Ophel Quarters', 'Hosanna', 'I Will Make You Fisher of Men', 'Lilies of the Field', ""Jerusalem, Jerusalem / Jesus On Lazarus' Porch / Matthew the Tax Collector"", 'Rise and You Shall Walk', 'Misty Night / Triumphant Return To Capernaum', 'Who Do Men Say That I Am?', 'Jesus and His Mother', 'Jesus Leaves Nazareth', 'Prayer By The Jordan', 'Lazarus, Come Forth', ""Entre 'Acte"", 'Jesus and Caiaphas / Judas Leaves Caiaphas', 'Garden of Gethsemane / Aram, the First Witness', 'I Am the Son of God / Jesus Before Pilate / Crown of Thorns', 'Via Dolorosa', 'Resurrection And Ascension', 'Exit Music']",8014.0
lastFM_33401,The Monsters Of Rock 1980 / Live At Donnington Park,Saxon,,
lastFM_33402,Gospels and Spirituals,Mahalia Jackson,,
lastFM_33404,Bang Bang Rock  / Rain (Rock Steady),Tomorrow's C.,,
lastFM_33408,Collection,Rudi,,
lastFM_33410,Spirit Dance Remixek 2001,AD Studio,,
lastFM_33412,Cuando la Tierra Toca el Cielo,Tierra Santa,"['Pegaso', 'El Laberinto Del Minotauro']",557.0
lastFM_33414,Lemonade,B. Set,"['Hollow', 'Ramona', 'Lemonade', 'I Owe Something', 'Wendy Ann', 'Ophelia', 'Nothing Like Janine', 'Argument', 'All Is Forgiven', 'Not Fit to Care', 'My Night On the Floor', 'Nothing']",2843.0
lastFM_33444,Cast -  Troubled Times,Cast,"['Bow Down', ""The Sky's Got a Gaping Hole"", 'See That Girl', 'Not Afraid of the World', 'Silver and Gold', 'Bad Waters', 'Hold On Tight', 'A Boy Like Me', 'Brother Fighting Brother', 'Time Bomb', 'Tear It Apart (All Over Again)', 'See That Girl (Acoustic)']",2525.0
lastFM_33448,Hypnotized,Kid Static,,
lastFM_33457,Purple,Pascal Mulot,"['Purple Eyes', 'Master Of Shade', 'American Youth', 'Urban Funk', 'Room 505', 'blues as love', 'Drive By', ""Mister Sym's""]",3092.0
lastFM_33461,Don't be a. Poor Person -  Lost and found in the Woods,Don't be a. Poor Person,"['Far away from OK', 'Monday', 'I am a Bear in my own Wood', 'Interpermission', 'Never wait for permission', 'Stop', 'Orbiting', 'Mirror is backwards']",2789.0
lastFM_33466,[explicit] Eternal Echoes,N. Trinity,"['Desire', 'Moon', 'Folk Song', 'PÃƒÂ¤ivÃƒÂ¤nsÃƒÂ¤de ja MenninkÃƒÂ¤inen', 'One Behind You', 'Alto']",2279.0
lastFM_33467,Plays the Music of Edward Vesala,N. Trinity,"['The Wind', 'Num', 'Tahdon Laulaa', 'Komba', 'Together', 'Charger', 'Lapsellein']",2675.0
lastFM_33472,Behaviour state,Derek Piotr,,
lastFM_33478,Extended Versions - The Encore Collection,Thin Lizzy,,
lastFM_33492,Corpus Christii -  Luciferian Frequencies,Corpus Christii,"['The Gate', 'The Owl Resurrection', 'Crystal Glaze Foundation', 'Deliverer of Light', 'The Infidels Cross', 'Be Dark Thy Light', 'Paths of Human Puzzles', 'In the Rivers of Red']",2010.0
lastFM_33533,Morengueira Contra 007,Moreira da Silva,,
lastFM_33534,*popular* Blood and Mercury,Ignivomous,"['Bloodshrines', 'Path to Attrition', 'Psychic Murder', 'Dr. Offals', 'Doomsayer', 'Eroded Void of Salvation', 'A Weak God Withers', 'The Burning Equinox', 'Corpse of the redeemer']",2825.0
lastFM_33571,Less Than Jake -  Absolution For Idiots And Addicts,Less Than Jake,"['Overrated [Everything Is] (Album Version)', 'Negative Sides of Optimistic Eyes (Non-Album Track)', 'We, the Uninspired (Non-Album Track)', 'The Rest Of My Life (Album Version)']",681.0
lastFM_33577,The Music of David Van Vactor,David Van Vactor,,
lastFM_33581,The Promise,F. Fellowship,"['Introduction', 'This Write Here', 'Step 2 The Side', 'Ambassadors', 'Dart', 'Gimme', 'Government Lies', 'Introspective', 'Candy', 'Know The Truth', 'Popular', 'Promise']",2514.0
lastFM_33599,[explicit] Hail The Conquering Nero,Peter N.,"['Midnight in Moscow', 'When the World Was Young', 'My Bonnie Lies over the Ocean', 'What Kind of Fool Am I? (From ""Stop the World I Want to Get Off"")', 'Continental Holiday', 'Granada', 'Never on Sunday', 'Londonderry Air', 'Anna', 'Strange Music', 'Gloomy Sunday', 'Mack the Knife (From ""The Three Penny Opera"")']",2261.0
lastFM_33600,Devotion,Mia Martina,"['Latin Moon', 'Devotion', 'Missing You', 'Stay With Me', 'In Your Arms', 'Miles Away', 'Burning', 'Turn It Up', 'Chasing The Rush', 'Phare de la lune (Latin Moon)']",2148.0
lastFM_33618,Enchanted,Enchantment,,
lastFM_33629,[explicit] Canticles For The New Millennium,J. Rosen Quartet,,
lastFM_33639,Trouble,Robert M.,,
lastFM_33643,The Archer Trilogy,The Deer Tracks,,
lastFM_33646,The Music That Never,Magus,,
lastFM_33659,To The Faithful  (Album Sampler),T. Cranberries,,
lastFM_33661,Blues After Sunrise,Heinz Sauer,,
lastFM_33667,Los Angeles 1993,Porno f. Pyros,"['Orgasm', 'Sadness', 'Meija', 'Tonight', 'Cursed Female', 'Cursed Male', 'Pets', 'DonÃ¢â‚¬â„¢t Need Her', 'Blood Rag', 'PackinÃ¢â‚¬â„¢ .25', 'Black Girlfriend', 'Bad Shit']",2727.0
lastFM_33682,Contraction,Contraction,"['Le chat bruinne', ""DÃƒÂ©lire (474 Rang de la petite cÃƒÂ´te d'en-bas)"", 'Ste-MÃƒÂ©lanie blues', '42 Nord', 'Pixieland', 'Spleen', 'Fin du commencement']",1374.0
lastFM_33702,Dark Night of the Soul,Danger M.,,
lastFM_33726,Spooky E.P.,Manuskript,"['Plastic Fangs', 'Knives', 'Halloween']",788.0
lastFM_33740,Album: Born This Way (Part 5),Lady Gaga,,
lastFM_33751,[explicit] Dark Frequencies,Chiraw,"['Revolve', 'Eclipse', 'Dark Frequencies', 'The Void (Instrumental)', 'Vacant', 'Insomnia', 'Perfect Gift', 'Final Solution (Instrumental)', 'Unleashed']",2098.0
lastFM_33753,"Algunos Cuentos, otras Tempestades...",ReligiÃƒÂ³n,,
lastFM_33761,Traveller,Stormrage,,
