"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] DateComparator(date) record1Value","[0] DateComparator(date) record2Value","[0] DateComparator(date) record1PreprocessedValue","[0] DateComparator(date) record2PreprocessedValue","[0] DateComparator(date) similarity","[0] DateComparator(date) postproccesedSimilarity","[1] StringComparator(actors_actor_name, jaccard) record1Value","[1] StringComparator(actors_actor_name, jaccard) record2Value","[1] StringComparator(actors_actor_name, jaccard) record1PreprocessedValue","[1] StringComparator(actors_actor_name, jaccard) record2PreprocessedValue","[1] StringComparator(actors_actor_name, jaccard) similarity","[1] StringComparator(actors_actor_name, jaccard) postproccesedSimilarity","[2] StringComparator(title, jaccard) record1Value","[2] StringComparator(title, jaccard) record2Value","[2] StringComparator(title, jaccard) record1PreprocessedValue","[2] StringComparator(title, jaccard) record2PreprocessedValue","[2] StringComparator(title, jaccard) similarity","[2] StringComparator(title, jaccard) postproccesedSimilarity"
"RuleBasedMatcher","actors_65","golden_globes_418","0.047619047619047616","","1992-01-01","2003-01-01","1992-01-01","2003-01-01","0.0","0.0","['Jodie Foster', 'Anthony Hopkins']","Michael Caine","['Jodie Foster', 'Anthony Hopkins']","Michael Caine","0.0","0.0","The Silence of the Lambs","Quiet American, The","the silence of the lambs","quiet american, the","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_65","golden_globes_530","0.09523809523809523","","1992-01-01","2001-01-01","1992-01-01","2001-01-01","0.0","0.0","['Jodie Foster', 'Anthony Hopkins']","Willem Dafoe","['Jodie Foster', 'Anthony Hopkins']","Willem Dafoe","0.0","0.0","The Silence of the Lambs","Shadow Of The Vampire","the silence of the lambs","shadow of the vampire","0.2857142857142857","0.2857142857142857"
"RuleBasedMatcher","actors_65","golden_globes_1498","0.08333333333333333","","1992-01-01","1982-01-01","1992-01-01","1982-01-01","0.0","0.0","['Jodie Foster', 'Anthony Hopkins']","","['Jodie Foster', 'Anthony Hopkins']","","0.0","0.0","The Silence of the Lambs","Raiders Of The Lost Ark","the silence of the lambs","raiders of the lost ark","0.25","0.25"
"RuleBasedMatcher","actors_65","golden_globes_1672","0.0","","1992-01-01","1978-01-01","1992-01-01","1978-01-01","0.0","0.0","['Jodie Foster', 'Anthony Hopkins']","Robert Conrad","['Jodie Foster', 'Anthony Hopkins']","Robert Conrad","0.0","0.0","The Silence of the Lambs","Baa Baa Black Sheep","the silence of the lambs","baa baa black sheep","0.0","0.0"
"RuleBasedMatcher","actors_65","golden_globes_1524","0.08333333333333333","","1992-01-01","1982-01-01","1992-01-01","1982-01-01","0.0","0.0","['Jodie Foster', 'Anthony Hopkins']","Ray Sharkey","['Jodie Foster', 'Anthony Hopkins']","Ray Sharkey","0.0","0.0","The Silence of the Lambs","Ordeal Of Bill Carney, The","the silence of the lambs","ordeal of bill carney, the","0.25","0.25"
"RuleBasedMatcher","actors_66","golden_globes_920","0.9999999999999999","","1993-01-01","1993-01-01","1993-01-01","1993-01-01","1.0","1.0","Emma Thompson","Emma Thompson","emma thompson","emma thompson","1.0","1.0","Howards End","Howards End","howards end","howards end","1.0","1.0"
"RuleBasedMatcher","actors_66","golden_globes_1543","0.0","","1993-01-01","1981-01-01","1993-01-01","1981-01-01","0.0","0.0","Emma Thompson","['Paul Le Mat', 'Mary Steenburgen', 'Jason Robards Jr.']","Emma Thompson","['Paul Le Mat', 'Mary Steenburgen', 'Jason Robards Jr.']","0.0","0.0","Howards End","Melvin and Howard","howards end","melvin and howard","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_2133","0.08333333333333333","","1993-01-01","1961-01-01","1993-01-01","1961-01-01","0.0","0.0","Emma Thompson","Dirk Bogarde","emma thompson","dirk bogarde","0.0","0.0","Howards End","Song Without End","howards end","song without end","0.25","0.25"
"RuleBasedMatcher","actors_66","golden_globes_96","0.0","","1993-01-01","2010-01-01","1993-01-01","2010-01-01","0.0","0.0","Emma Thompson","Chiwetel Ejiofor","emma thompson","chiwetel ejiofor","0.0","0.0","Howards End","Endgame","howards end","endgame","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_1949","0.0","","1993-01-01","1970-01-01","1993-01-01","1970-01-01","0.0","0.0","Emma Thompson","Jean Simmons","emma thompson","jean simmons","0.0","0.0","Howards End","Happy Ending, The","howards end","happy ending, the","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_563","0.05555555555555555","","1993-01-01","2000-01-01","1993-01-01","2000-01-01","0.0","0.0","Emma Thompson","Julianne Moore","emma thompson","julianne moore","0.0","0.0","Howards End","End Of The Affair, The","howards end","end of the affair, the","0.16666666666666666","0.16666666666666666"
"RuleBasedMatcher","actors_66","golden_globes_1261","0.0","","1993-01-01","1987-01-01","1993-01-01","1987-01-01","0.0","0.0","Emma Thompson","Don Johnson","emma thompson","don johnson","0.0","0.0","Howards End","Miami Vice","howards end","miami vice","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_1178","0.0","","1993-01-01","1989-01-01","1993-01-01","1989-01-01","0.0","0.0","Emma Thompson","Edward James Olmos","emma thompson","edward james olmos","0.0","0.0","Howards End","Miami Vice","howards end","miami vice","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_1301","0.0","","1993-01-01","1986-01-01","1993-01-01","1986-01-01","0.0","0.0","Emma Thompson","['Don Johnson', 'Philip Michael Thomas', 'Edward James Olmos']","Emma Thompson","['Don Johnson', 'Philip Michael Thomas', 'Edward James Olmos']","0.0","0.0","Howards End","Miami Vice","howards end","miami vice","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_1724","0.0","","1993-01-01","1977-01-01","1993-01-01","1977-01-01","0.0","0.0","Emma Thompson","Tony Randall","emma thompson","tony randall","0.0","0.0","Howards End","Tony Randall Show, The","howards end","tony randall show, the","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_1120","0.0","","1993-01-01","1990-01-01","1993-01-01","1990-01-01","0.0","0.0","Emma Thompson","Lane Smith","emma thompson","lane smith","0.0","0.0","Howards End","Final Days, The","howards end","final days, the","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_933","0.3333333333333333","","1993-01-01","1993-01-01","1993-01-01","1993-01-01","1.0","1.0","Emma Thompson","Tim Robbins","emma thompson","tim robbins","0.0","0.0","Howards End","Bob Roberts","howards end","bob roberts","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_1514","0.0","","1993-01-01","1982-01-01","1993-01-01","1982-01-01","0.0","0.0","Emma Thompson","Tony Randall","emma thompson","tony randall","0.0","0.0","Howards End","Love, Sidney","howards end","love, sidney","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_1467","0.0","","1993-01-01","1983-01-01","1993-01-01","1983-01-01","0.0","0.0","Emma Thompson","Tony Randall","emma thompson","tony randall","0.0","0.0","Howards End","Love, Sidney","howards end","love, sidney","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_1574","0.0","","1993-01-01","1980-01-01","1993-01-01","1980-01-01","0.0","0.0","Emma Thompson","['Jill Clayburgh', 'Burt Reynolds', 'Candice Bergen']","Emma Thompson","['Jill Clayburgh', 'Burt Reynolds', 'Candice Bergen']","0.0","0.0","Howards End","Starting Over","howards end","starting over","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_592","0.0","","1993-01-01","2000-01-01","1993-01-01","2000-01-01","0.0","0.0","Emma Thompson","","emma thompson","","0.0","0.0","Howards End","Sports Night","howards end","sports night","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_759","0.0","","1993-01-01","1996-01-01","1993-01-01","1996-01-01","0.0","0.0","Emma Thompson","['Elisabeth Shue', 'Nicolas Cage']","Emma Thompson","['Elisabeth Shue', 'Nicolas Cage']","0.0","0.0","Howards End","Leaving Las Vegas","howards end","leaving las vegas","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_872","0.0","","1993-01-01","1994-01-01","1993-01-01","1994-01-01","0.0","0.0","Emma Thompson","Tom Hanks","emma thompson","tom hanks","0.0","0.0","Howards End","Philadelphia","howards end","philadelphia","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_751","0.0","","1993-01-01","1997-01-01","1993-01-01","1997-01-01","0.0","0.0","Emma Thompson","['Helen Mirren', 'Beau Bridges']","Emma Thompson","['Helen Mirren', 'Beau Bridges']","0.0","0.0","Howards End","Losing Chase","howards end","losing chase","0.0","0.0"
"RuleBasedMatcher","actors_66","golden_globes_458","0.0","","1993-01-01","2002-01-01","1993-01-01","2002-01-01","0.0","0.0","Emma Thompson","Tilda Swinton","emma thompson","tilda swinton","0.0","0.0","Howards End","Deep End, The","howards end","deep end, the","0.0","0.0"
"RuleBasedMatcher","actors_67","golden_globes_866","0.611111111111111","","1994-01-01","1994-01-01","1994-01-01","1994-01-01","1.0","1.0","Holly Hunter","['Holly Hunter', 'Anna Paquin']","Holly Hunter","['Holly Hunter', 'Anna Paquin']","0.5","0.5","The Piano","Piano, The","the piano","piano, the","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_67","golden_globes_417","0.1111111111111111","","1994-01-01","2003-01-01","1994-01-01","2003-01-01","0.0","0.0","Holly Hunter","Adrien Brody","holly hunter","adrien brody","0.0","0.0","The Piano","Pianist, The","the piano","pianist, the","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_67","golden_globes_804","0.2222222222222222","","1994-01-01","1996-01-01","1994-01-01","1996-01-01","0.0","0.0","Holly Hunter","Charles S. Dutton","holly hunter","charles s. dutton","0.0","0.0","The Piano","Piano Lesson, The","the piano","piano lesson, the","0.6666666666666666","0.6666666666666666"
"RuleBasedMatcher","actors_67","golden_globes_1330","0.0","","1994-01-01","1985-01-01","1994-01-01","1985-01-01","0.0","0.0","Holly Hunter","['F. Murray Abraham', 'Tom Hulce', 'Jeffrey Jones']","Holly Hunter","['F. Murray Abraham', 'Tom Hulce', 'Jeffrey Jones']","0.0","0.0","The Piano","Amadeus","the piano","amadeus","0.0","0.0"
"RuleBasedMatcher","actors_67","golden_globes_2028","0.06666666666666667","","1994-01-01","1966-01-01","1994-01-01","1966-01-01","0.0","0.0","Holly Hunter","Peggy Wood","holly hunter","peggy wood","0.0","0.0","The Piano","Sound Of Music, The","the piano","sound of music, the","0.2","0.2"
"RuleBasedMatcher","actors_67","golden_globes_1075","0.08333333333333333","","1994-01-01","1990-01-01","1994-01-01","1990-01-01","0.0","0.0","Holly Hunter","Jessica Lange","holly hunter","jessica lange","0.0","0.0","The Piano","Music Box, The","the piano","music box, the","0.25","0.25"
"RuleBasedMatcher","actors_67","golden_globes_1860","0.0","","1994-01-01","1973-01-01","1994-01-01","1973-01-01","0.0","0.0","Holly Hunter","['Liza Minnelli', 'Marisa Berenson', 'Joel Grey']","Holly Hunter","['Liza Minnelli', 'Marisa Berenson', 'Joel Grey']","0.0","0.0","The Piano","Cabaret","the piano","cabaret","0.0","0.0"
"RuleBasedMatcher","actors_67","golden_globes_564","0.06666666666666667","","1994-01-01","2000-01-01","1994-01-01","2000-01-01","0.0","0.0","Holly Hunter","Meryl Streep","holly hunter","meryl streep","0.0","0.0","The Piano","Music Of The Heart","the piano","music of the heart","0.2","0.2"
"RuleBasedMatcher","actors_67","golden_globes_1606","0.0","","1994-01-01","1979-01-01","1994-01-01","1979-01-01","0.0","0.0","Holly Hunter","Ingrid Bergman","holly hunter","ingrid bergman","0.0","0.0","The Piano","Autumn Sonata","the piano","autumn sonata","0.0","0.0"
"RuleBasedMatcher","actors_67","golden_globes_1347","0.0","","1994-01-01","1985-01-01","1994-01-01","1985-01-01","0.0","0.0","Holly Hunter","Lesley Ann Warren","holly hunter","lesley ann warren","0.0","0.0","The Piano","Songwriter","the piano","songwriter","0.0","0.0"
"RuleBasedMatcher","actors_67","golden_globes_652","0.08333333333333333","","1994-01-01","1999-01-01","1994-01-01","1999-01-01","0.0","0.0","Holly Hunter","['Stockard Channing', 'Laura Dern']","Holly Hunter","['Stockard Channing', 'Laura Dern']","0.0","0.0","The Piano","Baby Dance, The","the piano","baby dance, the","0.25","0.25"
"RuleBasedMatcher","actors_67","golden_globes_574","0.1111111111111111","","1994-01-01","2000-01-01","1994-01-01","2000-01-01","0.0","0.0","Holly Hunter","Sharon Stone","holly hunter","sharon stone","0.0","0.0","The Piano","Muse, The","the piano","muse, the","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_67","golden_globes_1542","0.08333333333333333","","1994-01-01","1981-01-01","1994-01-01","1981-01-01","0.0","0.0","Holly Hunter","['Neil Diamond', 'Lucie Arnaz']","Holly Hunter","['Neil Diamond', 'Lucie Arnaz']","0.0","0.0","The Piano","Jazz Singer, The","the piano","jazz singer, the","0.25","0.25"
"RuleBasedMatcher","actors_67","golden_globes_2020","0.1111111111111111","","1994-01-01","1966-01-01","1994-01-01","1966-01-01","0.0","0.0","Holly Hunter","Rod Steiger","holly hunter","rod steiger","0.0","0.0","The Piano","Pawnbroker, The","the piano","pawnbroker, the","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_67","golden_globes_509","0.0","","1994-01-01","2001-01-01","1994-01-01","2001-01-01","0.0","0.0","Holly Hunter","Ellen Burstyn","holly hunter","ellen burstyn","0.0","0.0","The Piano","Requiem For a Dream","the piano","requiem for a dream","0.0","0.0"
"RuleBasedMatcher","actors_67","golden_globes_969","0.0","","1994-01-01","1993-01-01","1994-01-01","1993-01-01","0.0","0.0","Holly Hunter","Hume Cronyn","holly hunter","hume cronyn","0.0","0.0","The Piano","Broadway Bound","the piano","broadway bound","0.0","0.0"
"RuleBasedMatcher","actors_67","golden_globes_1472","0.1111111111111111","","1994-01-01","1983-01-01","1994-01-01","1983-01-01","0.0","0.0","Holly Hunter","Lee Remick","holly hunter","lee remick","0.0","0.0","The Piano","Letter, The","the piano","letter, the","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_67","golden_globes_1609","0.0","","1994-01-01","1979-01-01","1994-01-01","1979-01-01","0.0","0.0","Holly Hunter","['Glenda Jackson', 'Mona Washbourne']","Holly Hunter","['Glenda Jackson', 'Mona Washbourne']","0.0","0.0","The Piano","Stevie","the piano","stevie","0.0","0.0"
"RuleBasedMatcher","actors_67","golden_globes_1201","0.0","","1994-01-01","1988-01-01","1994-01-01","1988-01-01","0.0","0.0","Holly Hunter","Rob Lowe","holly hunter","rob lowe","0.0","0.0","The Piano","Square Dance","the piano","square dance","0.0","0.0"
"RuleBasedMatcher","actors_67","golden_globes_1233","0.0","","1994-01-01","1987-01-01","1994-01-01","1987-01-01","0.0","0.0","Holly Hunter","Julie Andrews","holly hunter","julie andrews","0.0","0.0","The Piano","Duet For One","the piano","duet for one","0.0","0.0"
"RuleBasedMatcher","actors_68","golden_globes_812","0.9999999999999999","","1995-01-01","1995-01-01","1995-01-01","1995-01-01","1.0","1.0","Jessica Lange","Jessica Lange","jessica lange","jessica lange","1.0","1.0","Blue Sky","Blue Sky","blue sky","blue sky","1.0","1.0"
"RuleBasedMatcher","actors_68","golden_globes_865","0.16666666666666666","0","1995-01-01","1994-01-01","1995-01-01","1994-01-01","0.0","0.0","Jessica Lange","Juliette Binoche","jessica lange","juliette binoche","0.0","0.0","Blue Sky","Blue","blue sky","blue","0.5","0.5"
"RuleBasedMatcher","actors_68","golden_globes_472","0.1111111111111111","","1995-01-01","2002-01-01","1995-01-01","2002-01-01","0.0","0.0","Jessica Lange","Cameron Diaz","jessica lange","cameron diaz","0.0","0.0","Blue Sky","Vanilla Sky","blue sky","vanilla sky","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_68","golden_globes_2223","0.0","","1995-01-01","1954-01-01","1995-01-01","1954-01-01","0.0","0.0","Jessica Lange","David Niven","jessica lange","david niven","0.0","0.0","Blue Sky","Moon Is Blue, The","blue sky","moon is blue, the","0.0","0.0"
"RuleBasedMatcher","actors_68","golden_globes_2242","0.08333333333333333","","1995-01-01","1952-01-01","1995-01-01","1952-01-01","0.0","0.0","Jessica Lange","Jane Wyman","jessica lange","jane wyman","0.0","0.0","Blue Sky","Blue Veil, The","blue sky","blue veil, the","0.25","0.25"
"RuleBasedMatcher","actors_68","golden_globes_2015","0.0","","1995-01-01","1966-01-01","1995-01-01","1966-01-01","0.0","0.0","Jessica Lange","['Elizabeth Hartman', 'Sidney Poitier']","Jessica Lange","['Elizabeth Hartman', 'Sidney Poitier']","0.0","0.0","Blue Sky","Patch Of Blue, a","blue sky","patch of blue, a","0.0","0.0"
"RuleBasedMatcher","actors_68","golden_globes_1043","0.0","","1995-01-01","1991-01-01","1995-01-01","1991-01-01","0.0","0.0","Jessica Lange","","jessica lange","","0.0","0.0","Blue Sky","Sheltering Sky, The","blue sky","sheltering sky, the","0.0","0.0"
"RuleBasedMatcher","actors_68","golden_globes_1833","0.08333333333333333","","1995-01-01","1974-01-01","1995-01-01","1974-01-01","0.0","0.0","Jessica Lange","Lee Remick","jessica lange","lee remick","0.0","0.0","Blue Sky","Blue Knight, The","blue sky","blue knight, the","0.25","0.25"
"RuleBasedMatcher","actors_68","golden_globes_5","0.1111111111111111","","1995-01-01","2011-01-01","1995-01-01","2011-01-01","0.0","0.0","Jessica Lange","['Michelle Williams', 'Ryan Gosling']","Jessica Lange","['Michelle Williams', 'Ryan Gosling']","0.0","0.0","Blue Sky","Blue Valentine","blue sky","blue valentine","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_68","golden_globes_532","0.0","","1995-01-01","2001-01-01","1995-01-01","2001-01-01","0.0","0.0","Jessica Lange","","jessica lange","","0.0","0.0","Blue Sky","Sunshine","blue sky","sunshine","0.0","0.0"
"RuleBasedMatcher","actors_68","golden_globes_1908","0.0","","1995-01-01","1972-01-01","1995-01-01","1972-01-01","0.0","0.0","Jessica Lange","","jessica lange","","0.0","0.0","Blue Sky","Summer Of '42","blue sky","summer of '42","0.0","0.0"
"RuleBasedMatcher","actors_68","golden_globes_637","0.1111111111111111","","1995-01-01","1999-01-01","1995-01-01","1999-01-01","0.0","0.0","Jessica Lange","['Kim Delaney', 'Jimmy Smits']","Jessica Lange","['Kim Delaney', 'Jimmy Smits']","0.0","0.0","Blue Sky","Nypd Blue","blue sky","nypd blue","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_68","golden_globes_839","0.4444444444444444","","1995-01-01","1995-01-01","1995-01-01","1995-01-01","1.0","1.0","Jessica Lange","Dennis Franz","jessica lange","dennis franz","0.0","0.0","Blue Sky","Nypd Blue","blue sky","nypd blue","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_68","golden_globes_683","0.1111111111111111","","1995-01-01","1998-01-01","1995-01-01","1998-01-01","0.0","0.0","Jessica Lange","Kim Delaney","jessica lange","kim delaney","0.0","0.0","Blue Sky","Nypd Blue","blue sky","nypd blue","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_68","golden_globes_789","0.1111111111111111","","1995-01-01","1996-01-01","1995-01-01","1996-01-01","0.0","0.0","Jessica Lange","Jimmy Smits","jessica lange","jimmy smits","0.0","0.0","Blue Sky","Nypd Blue","blue sky","nypd blue","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_68","golden_globes_892","0.1111111111111111","","1995-01-01","1994-01-01","1995-01-01","1994-01-01","0.0","0.0","Jessica Lange","['David Caruso', 'Dennis Franz']","Jessica Lange","['David Caruso', 'Dennis Franz']","0.0","0.0","Blue Sky","Nypd Blue","blue sky","nypd blue","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_68","golden_globes_739","0.1111111111111111","","1995-01-01","1997-01-01","1995-01-01","1997-01-01","0.0","0.0","Jessica Lange","Jimmy Smits","jessica lange","jimmy smits","0.0","0.0","Blue Sky","Nypd Blue","blue sky","nypd blue","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_68","golden_globes_306","0.0","","1995-01-01","2006-01-01","1995-01-01","2006-01-01","0.0","0.0","Jessica Lange","S. Epatha Merkerson","jessica lange","s. epatha merkerson","0.0","0.0","Blue Sky","Lackawanna Blues","blue sky","lackawanna blues","0.0","0.0"
"RuleBasedMatcher","actors_68","golden_globes_1180","0.0","","1995-01-01","1988-01-01","1995-01-01","1988-01-01","0.0","0.0","Jessica Lange","Faye Dunaway","jessica lange","faye dunaway","0.0","0.0","Blue Sky","Barfly","blue sky","barfly","0.0","0.0"
"RuleBasedMatcher","actors_68","golden_globes_1411","0.0","","1995-01-01","1984-01-01","1995-01-01","1984-01-01","0.0","0.0","Jessica Lange","Daniel J. Travanti","jessica lange","daniel j. travanti","0.0","0.0","Blue Sky","Hill Street Blues","blue sky","hill street blues","0.0","0.0"
"RuleBasedMatcher","actors_69","golden_globes_758","0.95","","1996-01-01","1996-01-01","1996-01-01","1996-01-01","1.0","1.0","Susan Sarandon","['Susan Sarandon', 'Sean Penn']","Susan Sarandon","['Susan Sarandon', 'Sean Penn']","0.5","0.5","Dead Man Walking","Dead Man Walking","dead man walking","dead man walking","1.0","1.0"
"RuleBasedMatcher","actors_69","golden_globes_275","0.0","","1996-01-01","2006-01-01","1996-01-01","2006-01-01","0.0","0.0","Susan Sarandon","['Reese Witherspoon', 'Joaquin Phoenix']","Susan Sarandon","['Reese Witherspoon', 'Joaquin Phoenix']","0.0","0.0","Dead Man Walking","Walk The Line","dead man walking","walk the line","0.0","0.0"
"RuleBasedMatcher","actors_69","golden_globes_1032","0.0","","1996-01-01","1991-01-01","1996-01-01","1991-01-01","0.0","0.0","Susan Sarandon","['Demi Moore', 'Patrick Swayze', 'Whoopi Goldberg']","Susan Sarandon","['Demi Moore', 'Patrick Swayze', 'Whoopi Goldberg']","0.0","0.0","Dead Man Walking","Ghost","dead man walking","ghost","0.0","0.0"
"RuleBasedMatcher","actors_69","golden_globes_1083","0.06666666666666667","","1996-01-01","1990-01-01","1996-01-01","1990-01-01","0.0","0.0","Susan Sarandon","Robin Williams","susan sarandon","robin williams","0.0","0.0","Dead Man Walking","Dead Poets Society","dead man walking","dead poets society","0.2","0.2"
"RuleBasedMatcher","actors_69","golden_globes_1528","0.0","","1996-01-01","1981-01-01","1996-01-01","1981-01-01","0.0","0.0","Susan Sarandon","Ellen Burstyn","susan sarandon","ellen burstyn","0.0","0.0","Dead Man Walking","Resurrection","dead man walking","resurrection","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_720","0.9999999999999999","","1997-01-01","1997-01-01","1997-01-01","1997-01-01","1.0","1.0","Frances McDormand","Frances McDormand","frances mcdormand","frances mcdormand","1.0","1.0","Fargo","Fargo","fargo","fargo","1.0","1.0"
"RuleBasedMatcher","actors_70","golden_globes_425","0.0","","1997-01-01","2003-01-01","1997-01-01","2003-01-01","0.0","0.0","Frances McDormand","['Ren�e Zellweger', 'Catherine Zeta-Jones', 'Richard Gere', 'Queen Latifah', 'John C. Reilly']","Frances McDormand","['Ren�e Zellweger', 'Catherine Zeta-Jones', 'Richard Gere', 'Queen Latifah', 'John C. Reilly']","0.0","0.0","Fargo","Chicago","fargo","chicago","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1413","0.0","","1997-01-01","1984-01-01","1997-01-01","1984-01-01","0.0","0.0","Frances McDormand","['Joanna Cassidy', 'Dabney Coleman']","Frances McDormand","['Joanna Cassidy', 'Dabney Coleman']","0.0","0.0","Fargo","Buffalo Bill","fargo","buffalo bill","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_970","0.0","","1997-01-01","1993-01-01","1997-01-01","1993-01-01","0.0","0.0","Frances McDormand","Earl Holliman","frances mcdormand","earl holliman","0.0","0.0","Fargo","Delta","fargo","delta","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1805","0.0","","1997-01-01","1975-01-01","1997-01-01","1975-01-01","0.0","0.0","Frances McDormand","['Redd Foxx', 'Whitman Mayo']","Frances McDormand","['Redd Foxx', 'Whitman Mayo']","0.0","0.0","Fargo","Sanford and Son","fargo","sanford and son","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1846","0.0","","1997-01-01","1974-01-01","1997-01-01","1974-01-01","0.0","0.0","Frances McDormand","Redd Foxx","frances mcdormand","redd foxx","0.0","0.0","Fargo","Sanford and Son","fargo","sanford and son","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1884","0.0","","1997-01-01","1973-01-01","1997-01-01","1973-01-01","0.0","0.0","Frances McDormand","Redd Foxx","frances mcdormand","redd foxx","0.0","0.0","Fargo","Sanford and Son","fargo","sanford and son","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1767","0.0","","1997-01-01","1976-01-01","1997-01-01","1976-01-01","0.0","0.0","Frances McDormand","Redd Foxx","frances mcdormand","redd foxx","0.0","0.0","Fargo","Sanford and Son","fargo","sanford and son","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1746","0.0","","1997-01-01","1976-01-01","1997-01-01","1976-01-01","0.0","0.0","Frances McDormand","['Ronee Blakley', 'Geraldine Chaplin', 'Barbara Harris', 'Lily Tomlin', 'Henry Gibson']","Frances McDormand","['Ronee Blakley', 'Geraldine Chaplin', 'Barbara Harris', 'Lily Tomlin', 'Henry Gibson']","0.0","0.0","Fargo","Nashville","fargo","nashville","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1517","0.0","","1997-01-01","1982-01-01","1997-01-01","1982-01-01","0.0","0.0","Frances McDormand","Jane Seymour","frances mcdormand","jane seymour","0.0","0.0","Fargo","East Of Eden","fargo","east of eden","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1379","0.0","","1997-01-01","1985-01-01","1997-01-01","1985-01-01","0.0","0.0","Frances McDormand","['Faye Dunaway', 'Ben Vereen']","Frances McDormand","['Faye Dunaway', 'Ben Vereen']","0.0","0.0","Fargo","Ellis Island","fargo","ellis island","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1052","0.0","","1997-01-01","1991-01-01","1997-01-01","1991-01-01","0.0","0.0","Frances McDormand","['Kyle MacLachlan', 'Sherilyn Fenn', 'Piper Laurie']","Frances McDormand","['Kyle MacLachlan', 'Sherilyn Fenn', 'Piper Laurie']","0.0","0.0","Fargo","Twin Peaks","fargo","twin peaks","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_536","0.0","","1997-01-01","2001-01-01","1997-01-01","2001-01-01","0.0","0.0","Frances McDormand","Sarah Michelle Gellar","frances mcdormand","sarah michelle gellar","0.0","0.0","Fargo","Buffy The Vampire Slayer","fargo","buffy the vampire slayer","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_341","0.0","","1997-01-01","2005-01-01","1997-01-01","2005-01-01","0.0","0.0","Frances McDormand","Ian McShane","frances mcdormand","ian mcshane","0.0","0.0","Fargo","Deadwood","fargo","deadwood","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1717","0.0","","1997-01-01","1977-01-01","1997-01-01","1977-01-01","0.0","0.0","Frances McDormand","Isabel Sanford","frances mcdormand","isabel sanford","0.0","0.0","Fargo","Jeffersons, The","fargo","jeffersons, the","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1462","0.0","","1997-01-01","1983-01-01","1997-01-01","1983-01-01","0.0","0.0","Frances McDormand","Isabel Sanford","frances mcdormand","isabel sanford","0.0","0.0","Fargo","Jeffersons, The","fargo","jeffersons, the","0.0","0.0"
"RuleBasedMatcher","actors_70","golden_globes_1367","0.0","","1997-01-01","1985-01-01","1997-01-01","1985-01-01","0.0","0.0","Frances McDormand","['Isabel Sanford', 'Sherman Hemsley', 'Marla Gibbs']","Frances McDormand","['Isabel Sanford', 'Sherman Hemsley', 'Marla Gibbs']","0.0","0.0","Fargo","Jeffersons, The","fargo","jeffersons, the","0.0","0.0"
