mc_id,game_title,year_published,made_by,console,press_rating,player_rating,age_rating
metacritic_10609,Way of the Samurai 4,2015-01-01,Acquire,PC,72.0,7.4,M
metacritic_10610,Phantom Breaker: Battle Grounds,2013-01-01,Division2,Xbox 360,72.0,7.2,E10+
metacritic_10611,UEFA EURO 2016,2016-01-01,Konami,PS4,72.0,6.0,E
metacritic_10612,LEGO Star Wars: The Force Awakens,2016-01-01,TT Games,PC,72.0,7.4,E10+
metacritic_10613,Devil May Cry 4: Special Edition,2015-01-01,Capcom,PC,72.0,8.5,M
metacritic_10614,Minecraft: Story Mode - Episode 5: Order Up!,2016-01-01,Telltale Games,PS4,72.0,7.0,E10+
metacritic_10615,Just Cause 3: Sky Fortress,2016-01-01,Avalanche Studios,PS4,72.0,5.9,
metacritic_10616,World in Conflict: Soviet Assault,2009-01-01,Massive Entertainment,PC,72.0,8.4,T
metacritic_10617,Brink,2011-01-01,Splash Damage,PS3,72.0,5.8,T
metacritic_10618,LEGO Harry Potter: Years 1-4,2010-01-01,TT Fusion,DS,72.0,6.8,E10+
metacritic_10619,The Inner World,2013-01-01,Headup Games,PC,72.0,7.7,T
metacritic_10620,Papo & Yo,2012-01-01,"Minority,Minority Media Inc.",PS3,72.0,8.0,E10+
metacritic_10621,Naruto: Clash of Ninja,2006-01-01,Tomy Corporation,GameCube,72.0,7.7,T
metacritic_10622,Stoked: Big Air Edition,2009-01-01,Bongfish,Xbox 360,72.0,7.7,T
metacritic_10623,Juiced 2: Hot Import Nights,2007-01-01,Juice Games,DS,72.0,8.0,T
metacritic_10624,Carol Vorderman's Sudoku,2007-01-01,Empire Interactive,Playstation Portable,72.0,,E
metacritic_10625,Dynasty Warriors 4: Xtreme Legends,2003-01-01,Omega Force,PS2,72.0,8.3,T
metacritic_10626,Swingerz Golf,2002-01-01,Telenet,GameCube,72.0,7.3,E
metacritic_10627,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2003-01-01,KCEJ,Game Boy Advance,72.0,8.6,E
metacritic_10628,Summoner: A Goddess Reborn,2003-01-01,Cranky Pants Games,GameCube,72.0,8.2,T
metacritic_10629,Sega GT Online,2004-01-01,Wow Entertainment,Xbox,72.0,7.7,T
metacritic_10630,Black The Fall,2014-01-01,Sand Sailor Studio,PC,72.0,6.7,T
metacritic_10631,Apex Construct,2018-01-01,Fast Travel Games,PS4,72.0,6.1,E10+
metacritic_10632,Yurukill: The Calumniation Games,2022-01-01,G.Rev,Switch,72.0,7.6,T
metacritic_10633,South Park Let's Go Tower Defense Play!,2009-01-01,"Microsoft Game Studios,Doublesix",Xbox 360,72.0,7.2,M
metacritic_10634,The Omega Stone: Riddle of the Sphinx II,2003-01-01,Omni Creative Group,PC,72.0,6.9,E
metacritic_10635,Microsoft Golf 2001 Edition,2000-01-01,Microsoft Game Studios,PC,72.0,7.0,E
metacritic_10636,Mercenaries 2: World in Flames,2008-01-01,Pandemic Studios,PS3,72.0,7.1,T
metacritic_10637,NFL Fever 2003,2002-01-01,Microsoft Game Studios,Xbox,72.0,8.5,E
metacritic_10638,Final Fantasy Type-0 HD,2015-01-01,HexaDrive,Xbox One,72.0,8.2,M
metacritic_10639,Star Wars: The Clone Wars,2002-01-01,Pandemic Studios,PS2,72.0,8.1,T
metacritic_10640,Dark Messiah of Might and Magic,2006-01-01,Arkane Studios,PC,72.0,8.7,M
metacritic_10641,Amnesia: A Machine for Pigs,2013-01-01,Frictional Games,PC,72.0,5.9,
metacritic_10642,Assassin's Creed Unity,2014-01-01,"Ubisoft,Ubisoft Montreal",Xbox One,72.0,5.1,
metacritic_10643,Styx: Shards of Darkness,2017-01-01,Cyanide,Xbox One,72.0,7.2,M
metacritic_10644,Gateways,2012-01-01,Smudged Cat Games,PC,72.0,7.5,
metacritic_10645,Mail Mole,2021-01-01,Talpa Games,Switch,72.0,6.6,E
metacritic_10646,Heavy Bullets,2014-01-01,Terri Vellimann,PC,72.0,8.0,
metacritic_10647,"Warhammer 40,000: Regicide",2015-01-01,Hammerfall Publishing,PC,72.0,7.6,
metacritic_10648,Action Henk,2016-01-01,RageSquid,Xbox One,72.0,,E
metacritic_10649,The Dungeon of Naheulbeuk: The Amulet of Chaos,2020-01-01,Artefacts Studio,PC,72.0,7.9,M
metacritic_10650,Valley,2016-01-01,Blue Isle Studios,PS4,72.0,7.3,T
metacritic_10651,Tormentum - Dark Sorrow,2015-01-01,OhNoo,PC,72.0,8.0,
metacritic_10652,Justice League Heroes: The Flash,2006-01-01,WayForward,Game Boy Advance,72.0,7.4,E10+
metacritic_10653,Gray Matter,2011-01-01,Wizarbox,PC,72.0,7.6,T
metacritic_10654,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,2017-01-01,Telltale Games,PS4,72.0,5.7,T
metacritic_10655,SILT,2022-01-01,Spiral Circus,Switch,72.0,6.0,T
metacritic_10656,Disney Castle of Illusion starring Mickey Mouse,2013-01-01,Sega,PS3,72.0,7.3,E
metacritic_10657,Sonic Origins,2022-01-01,Sega,PC,72.0,4.8,E
metacritic_10658,"Borderlands 3: Guns, Love, and Tentacles",2020-01-01,Gearbox Software,PC,72.0,6.0,M
metacritic_10659,Unepic,2014-01-01,EnjoyUp Games,Wii U,72.0,7.5,T
metacritic_10660,Go! Go! Kokopolo,2011-01-01,Tanukii Studios,DS,72.0,,E
metacritic_10661,Zoo Tycoon 2,2004-01-01,Blue Fang Games,PC,72.0,7.9,E
metacritic_10662,Flood of Light,2018-01-01,Irisloft,Switch,72.0,6.8,E
metacritic_10663,Operation: Tango,2021-01-01,Clever Plays,PlayStation 5,72.0,6.6,E10+
metacritic_10664,Spellbreak,2020-01-01,"Proletariat, Inc.",PS4,72.0,7.6,T
metacritic_10665,Patapon,2017-01-01,Sony Interactive Entertainment,PS4,72.0,5.4,E
metacritic_10666,SIMULACRA,2019-01-01,Kaigan Games OU,Xbox One,72.0,,M
metacritic_10667,In the Groove,2005-01-01,Roxor Games,PS2,72.0,8.5,E
metacritic_10668,"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!",2009-01-01,Telltale Games,Xbox 360,72.0,,E
metacritic_10669,GWENT: Rogue Mage,2022-01-01,CD Projekt Red Studio,PC,72.0,5.2,
metacritic_10670,Dungeon Siege III,2011-01-01,Obsidian Entertainment,PC,72.0,4.7,T
metacritic_10671,Hamtaro: Ham Ham Heartbreak,2003-01-01,Pax Softonica,Game Boy Advance,72.0,8.4,E
metacritic_10672,Test Drive Unlimited 2,2011-01-01,"Eden Studios,Eden",PC,72.0,6.0,T
metacritic_10673,Robotech: Battlecry,2002-01-01,Vicious Cycle,PS2,72.0,8.2,T
metacritic_10674,Ballistic: Ecks vs. Sever II,2002-01-01,Crawfish Interactive,Game Boy Advance,72.0,6.0,T
metacritic_10675,Space Hulk Ascension,2014-01-01,"Full Control ApS,Full Control",PC,72.0,7.2,T
metacritic_10676,Dynasty Warriors 3: Xtreme Legends,2003-01-01,Omega Force,PS2,72.0,8.5,T
metacritic_10677,Rocket Knight,2010-01-01,"Climax Group,Climax Studios",Xbox 360,72.0,7.3,E10+
metacritic_10678,Stranger Things 3: The Game,2019-01-01,BonusXP,Xbox One,72.0,4.5,T
metacritic_10679,LEGO 2K Drive,2023-01-01,Visual Concepts,Xbox Series X,72.0,2.6,E10+
metacritic_10680,Hot Wheels Unleashed,2021-01-01,Milestone S.r.l,Xbox Series X,72.0,7.5,E
metacritic_10681,Crazy Machines 2,2008-01-01,FAKT Software,PC,72.0,7.0,E
metacritic_10682,Mario & Sonic at the Olympic Winter Games,2009-01-01,"Sega,Sega Sports R&D",Wii,72.0,7.5,E
metacritic_10683,FORCED,2013-01-01,BetaDwarf,PC,72.0,7.7,
metacritic_10684,Greak: Memories of Azur,2021-01-01,"Bromio,Navegante Entertainment",PC,72.0,7.3,E10+
metacritic_10685,Sky Racket,2020-01-01,Double Dash Studios,Switch,72.0,8.7,E10+
metacritic_10686,Outlaw Golf,2002-01-01,Simon & Schuster,Xbox,72.0,6.9,T
metacritic_10687,Tetris Party Deluxe,2010-01-01,"Tetris Online, Inc",Wii,72.0,6.4,E
metacritic_10688,Shiftlings: Enhanced Edition,2018-01-01,Rock Pocket Games,Switch,72.0,,E
metacritic_10689,The Sims 4: Get Together,2015-01-01,Maxis,PC,72.0,7.1,T
metacritic_10690,Dream Daddy: A Dad Dating Simulator,2017-01-01,Game Grumps,PC,72.0,7.5,
metacritic_10691,Homesick,2015-01-01,Lucky Pause,PC,72.0,7.4,
metacritic_10692,Banjo-Kazooie: Grunty's Revenge,2003-01-01,Rare Ltd.,Game Boy Advance,72.0,7.9,E
metacritic_10693,Fate/Unlimited Codes,2009-01-01,Eighting,Playstation Portable,72.0,8.1,T
metacritic_10694,Anima: Gate of Memories,2016-01-01,Anima Project,Xbox One,72.0,7.4,T
metacritic_10695,Double Kick Heroes,2020-01-01,Headbang Club,Xbox One,72.0,6.1,M
metacritic_10696,Human Resource Machine,2015-01-01,Tomorrow Corporation,Wii U,72.0,7.5,E10+
metacritic_10697,Destiny: Rise of Iron,2016-01-01,Bungie,PS4,72.0,4.8,T
metacritic_10698,Batman: The Telltale Series,2017-01-01,Telltale Games,Switch,72.0,7.8,M
metacritic_10699,Immortals Fenyx Rising: The Lost Gods,2021-01-01,Ubisoft Quebec,PC,72.0,3.3,
metacritic_10700,Drawn to Life: The Next Chapter,2009-01-01,5TH Cell,DS,72.0,7.6,E
metacritic_10701,Deadly Creatures,2009-01-01,Rainbow Studios,Wii,72.0,8.4,T
metacritic_10702,Blood Bowl 2,2015-01-01,Cyanide,PS4,72.0,6.8,T
metacritic_10703,Guitar Hero: Warriors of Rock,2010-01-01,Neversoft Entertainment,Xbox 360,72.0,6.7,T
metacritic_10704,Hextech Mayhem: A League of Legends Story,2021-01-01,Choice Provisions,PC,72.0,7.6,E10+
metacritic_10705,Binary Domain,2012-01-01,"Sega,Ryu ga Gotoku Studios",PS3,72.0,8.2,M
metacritic_10706,Perimeter: Emperor's Testament,2006-01-01,K-D Lab,PC,72.0,7.3,E10+
metacritic_10707,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',2017-01-01,Telltale Games,PS4,72.0,6.3,T
metacritic_10708,Halo 2,2007-01-01,Microsoft Game Studios,PC,72.0,6.2,M
metacritic_10709,Jak and Daxter: The Lost Frontier,2009-01-01,High Impact Games,PS2,72.0,5.8,E10+
metacritic_10710,Semispheres,2017-01-01,Vivid Helix,PS4,72.0,,E
metacritic_10711,LEGO Indiana Jones 2: The Adventure Continues,2009-01-01,Traveller's Tales,Wii,72.0,6.3,E10+
metacritic_10712,Dark Devotion,2019-01-01,Hibernian Workshop,PC,72.0,7.2,
metacritic_10713,Blood Bowl,2009-01-01,Cyanide,PC,72.0,6.5,T
metacritic_10714,ECHO (2017),2017-01-01,Ultra Ultra,PC,72.0,6.5,
metacritic_10715,DOFUS,2005-01-01,Ankama Games,PC,72.0,7.2,
metacritic_10716,Steep,2016-01-01,Ubisoft Annecy,Xbox One,72.0,6.6,T
metacritic_10717,Disney Art Academy,2016-01-01,Headstrong Games,3DS,72.0,7.1,E
metacritic_10718,50 Cent: Blood on the Sand,2009-01-01,Swordfish Studios,PS3,72.0,6.8,M
metacritic_10719,FIFA World Cup: Germany 2006,2006-01-01,EA Canada,Xbox 360,72.0,6.6,E
metacritic_10720,Endzone: A World Apart,2021-01-01,Gentlymad,PC,72.0,7.2,
metacritic_10721,Warriors Orochi 4,2018-01-01,Omega Force,PS4,72.0,8.0,T
metacritic_10722,They Are Billions,2019-01-01,Numantian Games,PS4,72.0,6.1,T
metacritic_10723,The Godfather,2006-01-01,Headgate,PC,72.0,6.5,M
metacritic_10724,The Political Machine,2004-01-01,Stardock,PC,72.0,5.4,T
metacritic_10725,Tiger Woods PGA Tour 08,2007-01-01,EA Salt Lake,Wii,72.0,7.0,E
metacritic_10726,Salt and Sacrifice,2022-01-01,"Ska Studios,Devoured Studios",PC,72.0,3.8,
metacritic_10727,Saints Row 2,2009-01-01,Volition Inc.,PC,72.0,6.9,M
metacritic_10728,Major League Baseball 2K11,2011-01-01,Visual Concepts,PS3,72.0,6.3,E
metacritic_10729,Candle: The Power of the Flame,2018-01-01,Teku Studios,Switch,72.0,7.6,E10+
metacritic_10730,Oddworld: Stranger's Wrath HD,2020-01-01,"Just Add Water,Square One Games",Switch,72.0,7.7,T
metacritic_10731,Disc Jam,2017-01-01,High Horse Entertainment,PS4,72.0,6.3,E
metacritic_10732,Twelve Minutes,2021-01-01,Luis Antonio,Xbox Series X,72.0,5.7,M
metacritic_10733,The Count Lucanor,2017-01-01,Baroque Decay,Switch,72.0,7.5,T
metacritic_10734,Cities in Motion 2,2013-01-01,Colossal Order,PC,72.0,7.2,
metacritic_10735,Pac-Man Museum+,2022-01-01,Bandai Namco Games,PS4,72.0,7.2,E
metacritic_10736,Serious Sam HD: The Second Encounter,2010-01-01,Croteam,Xbox 360,72.0,7.2,M
metacritic_10737,Gundam Evolution,2022-01-01,Bandai Namco Games,PC,72.0,5.0,T
metacritic_10738,Conan Chop Chop,2022-01-01,Mighty Kingdom,PC,72.0,3.6,
metacritic_10739,Borderlands 2 VR,2018-01-01,Gearbox Software,PS4,72.0,7.4,M
metacritic_10740,Steelrising,2022-01-01,Spiders,PlayStation 5,72.0,7.7,M
metacritic_10741,Bombastic,2003-01-01,Shift,PS2,72.0,7.2,E
metacritic_10742,F1 2002,2002-01-01,EA Sports,GameCube,72.0,7.3,E
metacritic_10743,Rogue Lords,2021-01-01,"Cyanide,Leikir Studio",PC,72.0,3.9,T
metacritic_10744,The House of the Dead III,2002-01-01,Wow Entertainment,Xbox,72.0,7.3,M
metacritic_10745,The Gladiators: The Galactic Circus Games,2003-01-01,Arxel Tribe,PC,72.0,7.0,T
metacritic_10746,Fist of the North Star: Lost Paradise,2018-01-01,Ryu ga Gotoku Studios,PS4,72.0,7.7,M
metacritic_10747,Immortals Fenyx Rising: A New God,2021-01-01,Ubisoft Quebec,PC,72.0,3.6,
metacritic_10748,Smoke and Sacrifice,2018-01-01,Solar Sail Games,Switch,72.0,6.7,E10+
metacritic_10749,The Sum of All Fears,2002-01-01,Red Storm Entertainment,PC,72.0,6.6,T
metacritic_10750,Nostalgia,2009-01-01,Matrix Software,DS,72.0,7.6,E10+
metacritic_10751,IndyCar Series,2003-01-01,Codemasters,PC,72.0,7.6,E
metacritic_10752,Black & White: Creature Isle,2002-01-01,Lionhead Studios,PC,72.0,7.3,T
metacritic_10753,Lost Kingdoms,2002-01-01,From Software,GameCube,72.0,8.3,T
metacritic_10754,Pokemon Scarlet,2022-01-01,Game Freak,Switch,72.0,3.4,E
metacritic_10755,LEGO Bricktales,2022-01-01,ClockStone Studio,Xbox Series X,72.0,,
metacritic_10756,Story of Seasons: A Wonderful Life,2023-01-01,Marvelous Inc.,Switch,72.0,7.8,E
metacritic_10757,Tormented Souls,2021-01-01,Dual Effect,PlayStation 5,72.0,7.6,M
metacritic_10758,Serial Cleaner,2017-01-01,"iFun4all,Curve Digital",PS4,72.0,7.1,M
metacritic_10759,Aeterna Noctis,2021-01-01,Aeternum Game Studios,PC,72.0,8.1,
metacritic_10760,Just Dance 2019,2018-01-01,Ubisoft Paris,Switch,72.0,6.0,E
metacritic_10761,Megaton Rainfall,2017-01-01,Pentadimensional Games,PS4,72.0,6.7,T
metacritic_10762,Narcosis,2017-01-01,"Narcosis Team,Honor Code, Inc.",PC,72.0,7.2,
metacritic_10763,Axel & Pixel,2009-01-01,Silver Wish Games,Xbox 360,72.0,7.5,E
metacritic_10764,Rogue Aces,2018-01-01,Infinite State Games,PS4,72.0,4.6,E10+
metacritic_10765,Until Dawn: Rush of Blood,2016-01-01,Supermassive Games,PS4,72.0,7.9,M
metacritic_10766,The Cave,2013-01-01,Double Fine Productions,PS3,72.0,7.6,T
metacritic_10767,Sega SuperStars,2004-01-01,Sonic Team,PS2,72.0,7.0,T
metacritic_10768,Sonic the Hedgehog 4: Episode I,2010-01-01,Dimps Corporation,Xbox 360,72.0,5.1,E
metacritic_10769,Outriders,2021-01-01,"Square Enix,People Can Fly",PS4,72.0,4.9,M
metacritic_10770,Batora: Lost Haven,2022-01-01,Stormind Games,PlayStation 5,72.0,7.3,T
metacritic_10771,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,2015-01-01,Telltale Games,PS4,72.0,6.5,E10+
metacritic_10772,Secret Agent Clank,2008-01-01,High Impact Games,Playstation Portable,72.0,7.8,E10+
metacritic_10773,Earth Defense Force 5,2018-01-01,Sandlot,PS4,72.0,7.5,T
metacritic_10774,GoldenEye 007: Reloaded,2011-01-01,"Eurocom Entertainment Software,Eurocom",Xbox 360,72.0,6.0,T
metacritic_10775,Sherlock Holmes: The Awakened,2023-01-01,Frogwares,PC,72.0,7.4,
metacritic_10776,Open Me!,2013-01-01,SCEI,PlayStation Vita,72.0,8.0,E10+
metacritic_10777,Shaun White Snowboarding: World Stage,2009-01-01,Ubisoft,Wii,72.0,8.1,E
metacritic_10778,Ninja Gaiden Sigma Plus,2012-01-01,Team Ninja,PlayStation Vita,72.0,7.3,M
metacritic_10779,Quantum: Recharged,2023-01-01,SneakyBox,PlayStation 5,72.0,,
metacritic_10780,Call of Juarez: Gunslinger,2019-01-01,Techland,Switch,72.0,8.1,M
metacritic_10781,The Mage's Tale,2017-01-01,InXile Entertainment,PC,72.0,7.5,T
metacritic_10782,Bionicle Heroes,2006-01-01,Amaze Entertainment,DS,72.0,6.6,T
metacritic_10783,Star Ocean 4: The Last Hope - 4K & Full HD Remaster,2017-01-01,"Square Enix,Tri-Ace",PS4,72.0,6.9,T
metacritic_10784,Ghost Blade HD,2017-01-01,HUCAST,Xbox One,72.0,6.4,E10+
metacritic_10785,Danganronpa Another Episode: Ultra Despair Girls,2015-01-01,Spike Chunsoft,PlayStation Vita,72.0,8.1,M
metacritic_10786,The Liar Princess and the Blind Prince,2019-01-01,Nippon Ichi Software,Switch,72.0,7.2,E10+
metacritic_10787,NASCAR 07,2006-01-01,EA Tiburon,Xbox,72.0,7.0,E
metacritic_10788,Super Robot Taisen: Original Generation,2006-01-01,Banpresto,Game Boy Advance,72.0,6.9,T
metacritic_10789,Call of Duty: Vanguard,2021-01-01,Sledgehammer Games,PC,72.0,3.3,M
metacritic_10790,Never Alone,2014-01-01,Upper One Games,PC,72.0,6.2,E10+
metacritic_10791,Divinity II: Ego Draconis,2010-01-01,Larian Studios Games,PC,72.0,7.7,M
metacritic_10792,The Deadly Tower of Monsters,2016-01-01,ACE Team,PS4,72.0,7.0,T
metacritic_10793,Dead or Alive 6,2019-01-01,"Team Ninja,Koei Tecmo Games",PS4,72.0,8.1,M
metacritic_10794,Mevo & the Grooveriders,2009-01-01,Red Rocket Games,PC,72.0,6.0,
metacritic_10795,Auto Assault,2006-01-01,NetDevil,PC,72.0,7.9,T
metacritic_10796,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,2017-01-01,Telltale Games,PC,72.0,7.2,T
metacritic_10797,Hexic 2,2007-01-01,Carbonated Games,Xbox 360,72.0,5.6,E
metacritic_10798,The Station,2018-01-01,The Station,PC,72.0,6.9,T
metacritic_10799,Just Dance 2017,2017-01-01,Ubisoft Paris,Switch,72.0,5.3,E10+
metacritic_10800,Wonderbook: Book of Spells,2012-01-01,SCEE London Studio,PS3,72.0,6.7,E10+
metacritic_10801,Disney Golf,2002-01-01,T&E Soft,PS2,72.0,8.0,E
metacritic_10802,Anarchy Online,2001-01-01,Funcom,PC,72.0,7.3,T
metacritic_10803,Cris Tales,2021-01-01,Dreams Uncorporated,Switch,72.0,7.4,T
metacritic_10804,X-Men: Mutant Academy 2,2001-01-01,Paradox Development,PlayStation,72.0,8.3,T
metacritic_10805,Dex,2020-01-01,QubicGames,Switch,72.0,7.0,M
metacritic_10806,Earthworm Jim,2001-01-01,Game Titan,Game Boy Advance,72.0,5.9,E
metacritic_10807,XIII,2003-01-01,Ubisoft Paris,PC,72.0,7.6,M
metacritic_10808,Defender of the Crown,2002-01-01,Crawfish Interactive,Game Boy Advance,72.0,4.0,E
metacritic_10809,Horizons: Empire of Istaria,2003-01-01,Artifact Entertainment,PC,72.0,7.5,T
metacritic_10810,Riddle of the Sphinx: An Egyptian Adventure,2000-01-01,Omni Creative Group,PC,72.0,,E
metacritic_10811,The Last Tinker: City of Colors,2014-01-01,Mimimi Productions,PC,72.0,6.4,
metacritic_10812,Namco Museum,2001-01-01,Mass Media,PS2,72.0,6.6,E
metacritic_10813,Arc the Lad: Twilight of the Spirits,2003-01-01,Cattle Call,PS2,72.0,8.5,T
metacritic_10814,Tanuki Justice,2020-01-01,Wonderboy Bobi,Switch,72.0,,E10+
metacritic_10815,Vampyr,2018-01-01,DONTNOD Entertainment,PC,72.0,7.1,M
metacritic_10816,Zombie Army Trilogy,2015-01-01,Rebellion,PC,72.0,7.3,M
metacritic_10817,Darksiders II: Deathinitive Edition,2015-01-01,Gunfire Games,PS4,72.0,8.0,M
metacritic_10818,Destroy All Humans! 2 - Reprobed,2022-01-01,Black Forest Games,Xbox Series X,72.0,8.3,T
metacritic_10819,Republique,2016-01-01,"Camouflaj, LLC",PS4,72.0,5.9,M
metacritic_10820,Flotilla,2010-01-01,Brendon Chung,PC,72.0,7.3,
metacritic_10821,Hasbro Family Game Night: Battleship,2009-01-01,Electronic Arts,Xbox 360,72.0,,E
metacritic_10822,DIRT 5,2020-01-01,Codemasters,PC,72.0,4.6,E
metacritic_10823,imprint-X,2017-01-01,Morgondag,PC,72.0,,
metacritic_10824,Shu,2018-01-01,Coatsink Software,Switch,72.0,6.7,E
metacritic_10825,LOUD,2022-01-01,"QubicGames,Hyperstrange",Switch,72.0,,T
metacritic_10826,Need for Speed: Most Wanted 5-1-0,2005-01-01,EA Canada,Playstation Portable,72.0,7.5,E10+
metacritic_10827,GoldenEye 007: Reloaded,2011-01-01,"Eurocom Entertainment Software,Eurocom",PS3,72.0,6.3,T
metacritic_10828,Watch Dogs: Legion,2020-01-01,Ubisoft,PC,72.0,5.5,M
metacritic_10829,Cotton 100%,2021-01-01,Success,Switch,72.0,,E10+
metacritic_10830,Carto,2020-01-01,Sunhead Games,PC,72.0,8.0,E
metacritic_10831,LEGO Batman: The Videogame,2008-01-01,TT Fusion,DS,72.0,7.5,E10+
metacritic_10832,Rise: Race The Future,2019-01-01,VD-DEV,Switch,72.0,6.6,E
metacritic_10833,World Tour Soccer 06,2006-01-01,SCEE London Studio,Playstation Portable,72.0,,E
metacritic_10834,Far Cry 5: Hours of Darkness,2018-01-01,Ubisoft Montreal,PC,72.0,4.6,M
metacritic_10835,Planet Alpha,2018-01-01,Adrian Lazar,Xbox One,72.0,7.2,T
metacritic_10836,Mushroom Men: The Spore Wars,2008-01-01,Red Fly Studio,Wii,72.0,8.8,E10+
metacritic_10837,El Hijo: A Wild West Tale,2021-01-01,Honig Studios,PS4,72.0,6.6,E
metacritic_10838,Wings,2003-01-01,Crawfish Interactive,Game Boy Advance,72.0,,E
metacritic_10839,Assassin's Creed Syndicate: Jack the Ripper,2015-01-01,Ubisoft Quebec,PS4,72.0,7.1,M
metacritic_10840,Valkyrie Drive: Bhikkhuni,2016-01-01,Marvelous Inc.,PlayStation Vita,72.0,8.0,M
metacritic_10841,Neon Chrome,2016-01-01,"10tons Entertainment,10tons",Xbox One,72.0,7.0,T
metacritic_10842,Bad North,2018-01-01,Plausible Concept,Switch,72.0,7.0,T
metacritic_10843,Skate It,2008-01-01,Exient Entertainment,DS,72.0,7.7,E
metacritic_10844,All Walls Must Fall,2018-01-01,inbetweengames,PC,72.0,,
metacritic_10845,Steel Empire,2014-01-01,Mebius,3DS,72.0,7.5,E
metacritic_10846,FIFA 07 Soccer,2006-01-01,EA Canada,DS,72.0,6.5,E
metacritic_10847,Roogoo,2008-01-01,SouthPeak Games,PC,72.0,7.0,E
metacritic_10848,Tetrobot and Co.,2013-01-01,Swing Swing Submarine,PC,72.0,7.8,
metacritic_10849,Call of Duty Classic,2009-01-01,Infinity Ward,Xbox 360,72.0,7.8,T
metacritic_10850,Section 8,2010-01-01,TimeGate Studios,PS3,72.0,6.8,T
metacritic_10851,Smart as...,2012-01-01,XDEV,PlayStation Vita,72.0,7.2,E
metacritic_10852,GreedFall,2019-01-01,Spiders,PC,72.0,7.5,M
metacritic_10853,Dr. Mario Online RX,2008-01-01,"Arika,Nintendo",Wii,72.0,8.2,E
metacritic_10854,Loot River,2022-01-01,straka.studio,PC,72.0,4.6,
metacritic_10855,Dungeons & Dragons Heroes,2003-01-01,Atari,Xbox,72.0,7.8,T
metacritic_10856,Ninja Gaiden: Master Collection,2021-01-01,Team Ninja,Switch,72.0,7.2,M
metacritic_10857,Code Vein,2019-01-01,"Shift,Bandai Namco Games",PC,72.0,7.6,M
metacritic_10858,Soulstice,2022-01-01,Reply Game Studios,PlayStation 5,72.0,5.2,M
metacritic_10859,Shadow Warrior 2,2017-01-01,Flying Wild Hog,PS4,72.0,7.1,M
metacritic_10860,Destroy All Humans! 2 - Reprobed,2022-01-01,Black Forest Games,PC,72.0,8.1,T
metacritic_10861,Army of Two,2008-01-01,EA Montreal,Xbox 360,72.0,7.5,M
metacritic_10862,Need for Speed Heat,2019-01-01,Ghost Games,PC,72.0,5.6,T
metacritic_10863,Layers of Fear,2023-01-01,Bloober Team,Xbox Series X,72.0,6.4,
metacritic_10864,Shape of the World,2018-01-01,"Seaven Studio,Hollow Tree Games",PS4,72.0,,E
metacritic_10865,Light Fall,2018-01-01,Bishop Games,Switch,72.0,7.3,E10+
metacritic_10866,Amnesia: Memories,2015-01-01,Idea Factory,PlayStation Vita,72.0,7.2,T
metacritic_10867,Resident Evil 5,2019-01-01,Capcom,Switch,72.0,6.4,M
metacritic_10868,SIMULACRA,2019-01-01,Kaigan Games OU,PS4,72.0,3.9,M
metacritic_10869,Screencheat,2016-01-01,Samurai Punk,Xbox One,72.0,,E10+
metacritic_10870,PlayerUnknown's Battlegrounds,2018-01-01,PUBG Corporation,PS4,72.0,3.2,T
metacritic_10871,Magicka 2,2015-01-01,Pieces Interactive,PS4,72.0,6.4,T
metacritic_10872,Rail Simulator,2008-01-01,Kuju Entertainment,PC,72.0,6.9,E
metacritic_10873,Pac 'n Roll,2005-01-01,Namco,DS,72.0,8.0,E
metacritic_10874,Cities: Skylines - Snowfall,2016-01-01,Colossal Order,PC,72.0,6.7,E
metacritic_10875,MouseCraft,2014-01-01,Crunching Koalas,PS4,72.0,5.7,E
metacritic_10876,Dead Rising 2: Off the Record,2011-01-01,Capcom Vancouver,Xbox 360,72.0,7.6,M
metacritic_10877,Zanki Zero: Last Beginning,2019-01-01,Spike Chunsoft,PS4,72.0,6.2,M
metacritic_10878,Dead Rising 4: Frank's Big Package,2017-01-01,Capcom Vancouver,PS4,72.0,5.2,M
metacritic_10879,Dragon Ball Z: Budokai Tenkaichi,2005-01-01,Spike,PS2,72.0,8.2,T
metacritic_10880,Leisure Suit Larry: Wet Dreams Don't Dry,2018-01-01,CrazyBunch,PC,72.0,6.8,
metacritic_10881,Marvel vs. Capcom: Infinite,2017-01-01,Capcom,PS4,72.0,4.6,T
metacritic_10882,The Cave,2013-01-01,Double Fine Productions,Wii U,72.0,7.3,T
metacritic_10883,Heavy Rain: Move Edition,2010-01-01,Quantic Dream,PS3,72.0,8.1,M
metacritic_10884,Thrillville: Off the Rails,2007-01-01,Frontier Developments,Playstation Portable,72.0,1.5,E10+
metacritic_10885,Shrek 2,2004-01-01,"Luxoflux, Inc.",Xbox,72.0,5.7,E
metacritic_10886,Puzzle Quest: Galactrix,2009-01-01,Infinite Interactive,PS3,72.0,,E10+
metacritic_10887,Jurassic Park: Operation Genesis,2003-01-01,Blue Tongue Entertainment,PC,72.0,8.6,T
