id,name,artist,tracks_track-name
lastfm-4392,T. Coral -  The Coral,T. Coral,"['Spanish Main', 'I Remember When', 'Shadows Fall', 'Simon Diamond', 'Goodbye', 'Waiting for the Heartaches', 'Skeleton Key', 'Wildfire', 'Bad Man', 'Calendars and Clocks', 'Time Travel']"
lastfm-4393,shelter,Racing Ape,
lastfm-4394,Real Gone,The Go Getters,"['Real Gone Daddy!', ""Whenever You're Ready"", 'Thirty days', 'Icecold Baby', 'Sugar sweet', ""Who's Baby Are You Baby?"", ""You Don't Love Me"", 'DancinÃ‚Â´ Doll', ""You're Gonna Miss Me"", 'Flatfoot Sam', 'Flame of love', 'Wildcat tamer', 'My babyÃ‚Â´s gone away', 'Hurricane', 'House Of Blue Lights', 'Slow down', 'Got To Go', 'Woman I Need', ""Somebody's Been Rockin' My Boat [*]"", 'In the Shade [*]', ""That Don't Move Me [*]"", 'Harpin, Drinkin, Harpin [*]']"
lastfm-4395,*popular* Voodoo Blues,Dr. John,"['Zu Zu Man', 'One Late Night', ""Mean Cheatin' Woman"", 'Woman Is the Root of All Evil', ""She's Just a Square"", 'In the Night', 'Tipitina', 'Shoo-Ra', 'Bald Head', 'Trader John', ""Helpin' Hand"", 'Cat and Mouse Game']"
lastfm-4396,- new - Protection - No Protection,Massive Attack,
lastfm-4397,Smothered,Malefaction,"['Please Do Not Resist', 'Perpetuate the Myth', 'What for?', 'Bait', 'Starland', 'Unjust', 'Open Minded Confused', 'Patchcord', 'Standaway', 'Those Who Bleed for Our Existence', 'Remains']"
lastfm-4398,Outside,V. Overdrive,"['Triad', 'Anybody']"
lastfm-4399,Monster Songs for Children,J. and David Fair,"['Bigfoot', 'Dracula', 'Headless Horseman', 'Jabberwocky', 'King Kong', 'Loch Ness Monster', 'Mummy', 'Nosferatu', 'Phantom', 'Queen Kong', 'Rodan', 'Sasquatch', 'Vampire', 'Werewolf', 'The Man With the X-Ray Eyes', 'Yeti']"
lastfm-4400,In Los Angeles 5th February 2011,Rub n Tug,
lastfm-4401,Concrete Jungle:  Music Of Bob Marley,M. Alexander,"['Africa Unite', 'Concrete Jungle', 'No More Trouble', 'War', 'Babylon System', ""Forever Lovin' Jah"", 'Simmer Down', 'Trench Town', 'Three Little Birds', 'Selam']"
lastfm-4402,[explicit] Torn (The Dance Mixes),Natalie Browne,
lastfm-4403,Internal Affairs,Disobey,
lastfm-4404,A Nightmare On Elm Street 5: The Dream Child (Original Sound Track),J. Ferguson,
lastfm-4405,Cage  Songbird,Crystal G.,"['The Sound Of Goodbye', ""I Don't Wanna Lose Your Love"", 'Me Against The Night', 'Cage The Songbird', 'Turning Away', 'Victim Or A Fool', 'You Made A Fool Of Me', 'On Our Way To Love', 'Take Me Home', 'A Long And Lasting Love', 'Tonight, Tonight', 'Love Does That To Fools', 'Coming To The Dance', 'Touch And Go', 'Someone Like You', 'A New Way To Say I Love You', 'God Bless The Child']"
lastfm-4406,- new - I'M NOT DEAD,DM DOKURO,
lastfm-4407,Never Give Up,T. Angels,
lastfm-4408,Our Love Will Never Die,Mitch Malloy,
lastfm-4409,Half Monster,Jad and Nao,
lastfm-4410,Surfacing,Chapel C.,
lastfm-4411,The Future Of The Future (Stay Gold),Deep Dish,
lastfm-4412,Fantasma De Canterville,LeÃƒÂ³n G.,
lastfm-4413,Thirteen,Jon Eberson's Jazz Punk Ensemble,
lastfm-4414,C. Oriented -  California,C. Oriented,
lastfm-4415,Haunted Spirit,Minuetum,
lastfm-4416,Singles,Fishbone,"['Swim (edit)', ""Freddie's Dead (live)"", 'Those Days Are Gone (live)', 'Fight the Youth (live)', 'Party at Ground Zero', 'Modern Industry (dance mix)', 'When Problems Arise (mix Is Risen)', ""It's a Wonderful Life (Gonna Have a Good Time)"", ""Freddie's Dead (Zeoniq mix)"", 'Ma and Pa', ""New and Improved Bonin'"", 'Fishy Swa Ska', 'Everyday Sunshine', 'Fight the Youth (extended)', 'Unyielding Conditioning (Edit)']"
lastfm-4417,New Moon Rising,Peter Rowan,"['That High Lonesome Sound', 'Trail of Tears', 'Memories Of You', 'Moth to a Flame', ""I'm Gonna Love You (Like There's No Tomorrow)"", 'One Way', 'New Moon Rising', 'Jesus Made the Wine', 'Cabin Of Love', 'Meadow Green']"
lastfm-4418,Spirit  The Forest,Spirit o. the Forest,
lastfm-4419,The Royal Philharmonic Orchestra -  Hooked On Rock Classics,The Royal Philharmonic Orchestra,
lastfm-4420,Girlfriend,*NSYNC,"['Girlfriend (The Neptunes Remix) (feat. Nelly)', 'Girlfriend']"
lastfm-4421,Original  Classics,Al Di Meola,"['The Wizard', 'Land Of The Midnight Sun', 'Sarabande From Violin Sonata In B Minor', ""Love Theme From 'Pictures Of The Sea'"", 'Suite: Golden Dawn (I: Morning Fire; II: Calmer of the Tempests; III: From Oceans to the Clouds)', 'Short Tales Of The Black Forest', 'Flight Over Rio', 'Midnight Tango', 'Mediterranean Sundance', 'Race With Devil On Spanish Highway', 'Lady Of Rome, Sister Of Brazil', 'Elegant Gypsy Suite', 'Egyptian Danza', ""Chasin' The Voodoo"", 'Dark Eye Tango', 'SeÃƒÂ±or Mouse', 'Fantasia Suite for Two Guitars: I: Viva La Danzarina; II: Guitars of the Exotic Isle; III: Rhapsody Italia; IV: Bravoto Fantasia', 'Casino', 'Alien Chase On Arabian Desert', 'Silent Story In Her Eyes', 'Roller Jubilee', 'Two To Tango', ""Al Di's Dream Theme"", 'Dinner Music Of The Gods', 'Splendido Sundance', 'I Can Tell', 'Spanish Eyes', 'Isfahan', ""Bianca's Midnight Lullaby"", 'God Bird Change', 'Electric Rendezvous', 'Passion, Grace & Fire', ""Cruisin'"", 'Black Cat Shuffle', 'Ritmo De La Noche', 'Somalia', 'Jewel Inside A Dream']"
lastfm-4422,When Nightmare Comes True,Neurasthenia,
lastfm-4423,Honeymoon in  America,The Rio Carnival Orchestra,"['Orchids in the Moonlight', 'Honeymoon Cha-Cha', 'Jealousy', 'Florita', 'Tango Del Amore', 'Brazil', 'La Paloma', 'Moon Over Montevideo', 'El Manisero', 'La Cumparsita']"
lastfm-4424,Ãâ€ÃÂ° Ãâ€”ÃÂ´Ã‘â‚¬ÃÂ°ÃÂ²Ã‘?Ã‘â€šÃÂ²Ã‘Æ’ÃÂµÃ‘â€š Black Metal!!!...,Facilis Descensus A.,"['Ãâ€ÃÂ°ÃÂ½Ã‘Å’ ÃÂ§Ã‘â€˜Ã‘â‚¬Ã‘â€šÃ‘Æ’ (Intro)', 'Ãâ€ºÃÂµÃ‘? ÃÅ¸ÃÂ¾Ã‘?ÃÂ°ÃÂ¶ÃÂµÃÂ½ÃÂ½Ã‘â€¹Ã‘â€¦ Ã?ÃÂ° ÃÅ¡ÃÂ¾ÃÂ»', 'ÃÂ¢ÃÂ°ÃÂ»ÃÂ°Ã‘? Ãâ€™ÃÂ¾ÃÂ´ÃÂ°', 'ÃÂ§Ã‘â€˜Ã‘â‚¬ÃÂ½Ã‘â€¹ÃÂµ Ãâ€œÃ‘â‚¬ÃÂ¸ÃÂ¼Ã‘Æ’Ã‘â‚¬Ã‘â€¹', 'ÃÂ¡ÃÂ½ÃÂµÃÂ¶ÃÂ½Ã‘â€¹ÃÂµ ÃÅ¸Ã‘?Ã‘â€¹', 'Ãâ€ÃÂµÃÂ±Ã‘â‚¬ÃÂ¸ ÃÂ¡ÃÂºÃÂ²ÃÂ¾ÃÂ·Ã‘Å’ ÃÂ¢ÃÂµÃÂ¼ÃÂ½Ã‘â€¹ÃÂµ Ãâ€™ ÃÂ¢ÃÂ°ÃÂ¸ÃÂ½Ã‘?Ã‘â€šÃÂ²ÃÂ° Ãâ€ºÃÂµÃ‘?ÃÂ°', 'ÃÅ¾Ã‘â€šÃ‘?Ã‘â€šÃ‘Æ’ÃÂ¿ÃÂ½ÃÂ¸ÃÂº - ÃÂ¡Ã‘â€¹ÃÂ½ ÃÅ¾ÃÂ´ÃÂ¸ÃÂ½ (ÃÅ¸Ã‘â‚¬ÃÂµÃÂ´ÃÂ°Ã‘Å½)', 'ÃÅ“ÃÂ¾ÃÂ½ÃÂ°Ã‘?Ã‘â€šÃ‘â€¹Ã‘â‚¬Ã‘?ÃÂºÃÂ¾ÃÂµ ÃÅ“Ã‘â‚¬ÃÂ°ÃÂºÃÂ¾ÃÂ±ÃÂµÃ‘?ÃÂ¸ÃÂµ', 'ÃÂ\xa0Ã‘Å½ÃÂµÃÂ½Ã‘Å’ (Outro)']"
lastfm-4425,Outside,High the Moon,"['Hopping Shell', 'Old in Paradiso', 'Wish These Were the Words', 'Sound or Silence', 'All the Time', 'Silver Silence', 'I Start To Believe You', 'Fiction', 'Make me Light', 'Like a Cloud', 'Just Make']"
lastfm-4426,Colors,Ice-T,
lastfm-4427,Angeles Negros,L. Angeles Negros,
lastfm-4428,Feel The Music,Samantha Faison,
lastfm-4429,Care / Limit,Re.You,
lastfm-4430,Corrina R. -  It's Only the Future,Corrina R.,"['You Almost Made It Out, But You Turned Around', ""No One's Telling"", 'Have + to Hold', 'Finally', ""Here's Someone Else"", 'Drink', 'SS 5000', ""I'll Be Seeing You""]"
lastfm-4431,Devotion,dj Cheb i Sabbah,"['Jai Bhavani', 'Koi Bole Ram Ram', 'Kinna Sohna', 'Qalanderi', 'Haun Vaari Haun Varaney', 'Moery pya bassey', 'Aaye Bhairav Bholanath', 'Devotion']"
lastfm-4432,Hooked on Classics,T. Royal Philharmonic Orchestra,"['Hooked On Classics (Parts 1 & 2)', 'Hooked on Classics Parts 1 and 2 (feat. Conductor: Louis Clark)', 'A Night at the Opera', 'Hooked on Romance', 'Hooked on Classics (Part 3)', 'Hooked on Bach', 'Hooked on Bach', 'Scotland the Brave (Hookery Jiggery Jack)', 'Hooked on Tchaikovsky', 'Hooked on Baroque', 'Journey Through the Classics', 'Hooked On A Song', 'Hooked on Mozart', 'Hooked on Haydn', 'Symphony of the Seas', 'Hooked on Mendelssohn', 'Hooked on Tchaichovsky', 'Hooked on a Can Can', 'Tales of the Vienna Waltz', 'Hooked on Mozart', 'Hooked on Baroque (reprise)', 'Viva Vivaldi', 'Hooked on Romance (Opus 3)', 'Hooked on Handel', 'Hooked on Classics, Part 3', 'Celebration', 'Eurochoice', ""Love's Dream"", 'Songs Of Joy', 'I Danced With Tchaikovsky', 'Back To Bach', 'Classical Gold', 'Mozart Magic', ""Melodies D'Amour"", 'Classics 2000']"
lastfm-4433,G.P.K. -  Vector Sigma / Percocet Nightmare,G.P.K.,
lastfm-4434,Ekelerregend - Kurt unplugged live vom Bello der Bretterpenne,Dietmar Wischmeyer,
lastfm-4435,*popular* Fallen Angel,25 Ta Life,"['Fallen Angel/R.I.P./Archie/S.I.B', ""I'm Your Enemy/Fuck You"", 'Prepare Yourself', ""Those Days I'll Never Forget/Hardcore Pride"", 'Underdogz', 'We Got The Spirit', 'Invisible Minority']"
lastfm-4436,The Musical Dimensions Of Sleakstak,O.L.D.,
lastfm-4437,Trio R. -  Voodoo nights,Trio R.,
lastfm-4438,distant travellers,Mandelbrot,"['hathorjan', 'so alone', 'barxÃƒÂ¶ft', 'salmenghest', 'algstogermaht', 'klingenthal', 'valligo', 'black vessel', 'less than zero']"
lastfm-4439,10 Year Anniversary Illmatic Platinum Series,Nas,"['The Genesis (Explicit Album Version)', 'The Genesis (Clean Album Version)', 'N.Y. State Of Mind (Clean Album Version)', 'N.Y. State Of Mind (Explicit Album Version)', ""Life's a Bitch"", ""Life's A Bitch (Clean Album Version)"", 'The World Is Yours', 'The World Is Yours (Clean Album Version)', 'Halftime (Clean Album Version)', 'Halftime (Explicit Album Version)', ""Memory Lane (Sittin' In Da Park) (Explicit Album Version)"", ""Memory Lane (Sittin' In Da Park) (Clean Album Version)"", 'One Love (Explicit Album Version)', 'One Love (Clean Album Version)', 'One Time 4 Your Mind (Explicit Album Version)', 'One Time 4 Your Mind (Clean Album Version)', 'Represent (Clean Album Version)', 'Represent (Explicit Album Version)', ""It Ain't Hard To Tell (Clean Album Version)"", ""It Ain't Hard To Tell (Explicit Album Version)"", ""Life's A Bitch (Clean Remix)"", 'The World Is Yours (Clean Remix)', 'One Love (Clean Remix)', ""It Ain't Hard To Tell (Clean Remix)"", 'On The Real (Clean Album Version)', 'Star Wars (Clean Album Version)', 'OneÃ¯Â¼â€¹One (feat.Large Professor)', ""Life's A Bitch (Explicit Remix)"", ""Life's A Bitch (Clean Remix)"", 'The World Is Yours (Clean Remix)', 'The World Is Yours (Explicit Remix)', 'One Love (Clean Remix)', ""It Ain't Hard To Tell (Explicit Remix)"", ""It Ain't Hard To Tell (Clean Remix)"", 'On The Real (Clean Album Version)', 'On The Real (Explicit Album Version)', 'Star Wars (Explicit Album Version)', 'Star Wars (Clean Album Version)']"
lastfm-4440,The Barrie Moore Combo -  Gemini,The Barrie Moore Combo,
lastfm-4441,Bigwig -  An Invitation to Tragedy,Bigwig,"['Waste', 'Sink Or Swim', 'Sore Losers', 'Moosh', 'Mr. Asshole', 'Hope', 'Counting Down', 'Alone in New Jersey', 'Static']"
lastfm-4442,Teenage,Teenage T.,
lastfm-4443,Broken By the,Crazy A.,"['Broken By the Wheel', 'British Steel']"
lastfm-4444,The Rising Tide (Part 1) Corsa  Ribasso,Djevara,
lastfm-4445,Jumpin' at the Woodside,Arnett C.,"[""Jumpin' At the Woodside"", ""I Don't Stand a Ghost of a Chance"", 'Blues for the Hot Club de France', 'I Want a Little Girl', ""Jumpin' In France"", 'Salty Mama Blues']"
lastfm-4446,Echoes,The Frank Cunimondo Trio,
lastfm-4447,Empire,Hypnotic D.,
lastfm-4448,Remasters,D. Niel,
lastfm-4449,Every Day Is Like Sunday,N. Anderson,
lastfm-4450,See Me Now / Monster / Power Remix,Kanye West,
lastfm-4451,Shelter,The Driftwood Manor,"['What Vanishes', 'The Turning Darkness', 'From the Dust', 'There Is a Clearing', 'The Fog Will Rise At Dawn']"
lastfm-4452,Let Go  Mansion,T. Verlaine,"['Let Go The Mansion', 'Let Go the Mansion (instrumental version No. 2)', 'Lindi-Lu']"
lastfm-4453,"30 Is A Dangerous Age, Cynthia!",Dudley M.,
lastfm-4454,Thank You For The,A. Revival Band,"['Chiquitita', 'Dancing Queen', 'Does Your Mother Know', 'Fernando', 'Head Over Heels', 'Honey Honey', 'I Do I Do I Do', 'Knowing Me, Knowing You', 'Mamma Mia', 'Money Money Money', 'S.O.S.', 'Super Trouper', 'Take A Chance On Me', 'Thank You For The Music', 'The Name Of The Game', 'The Winner Takes It All', 'Voulez Vous', 'Waterloo']"
lastfm-4455,- new - The Fallen By Watch Bird,J. Weaver,"['Europium Alluminate', 'The Fallen By Watch Bird', 'Turning In Circles', 'Hud A Llefrith', 'Whispers Of Winter', 'Noctilumina', 'Silver Chord']"
lastfm-4456,[explicit] Overtone Drones,Mystified,
lastfm-4457,Mothership Reconnection Remixes,S. Grooves,
lastfm-4458,James Grant -  I Shot the Albatross,James Grant,"['A Tale Best Forgotten', 'Long John Brown and Little Mary Bell', 'The Tragedy Of The Leaves', 'anyone lived in a pretty how town', 'Wild Nights', 'Summer Farm', 'The Triumph of Hunger', 'Lady Weeping at the Crossroads', 'The Horses', 'Song']"
lastfm-4459,Leisure Battery,SQL,
lastfm-4460,Leisure Battery (Proton Music Edition),SQL,"['Leisure Battery (Original Mix)', ""Leisure Battery (Satoshi Fumi 'Texco' Mix)"", 'Leisure Battery (Mondstrahl Remix)', 'Leisure Battery (Aerofoil Remix)']"
lastfm-4461,- new - Wires...And the Concept of Breathing,A Skylit Drive,"['In the Beginning There Was Void', 'Knights of the Round', 'Wires And The Concept Of Breathing', 'City on the Edge of Forever', 'Eris and Dysnomia', ""I'm Not A Thief, I'm A Treasure Hunter"", 'My Disease', ""This Isn't the End"", 'Sleepwalker', 'Pursuit Lets Wisdom Ride the Wind', 'Ex Machina', 'Balance', 'All It Takes for Your Dreams to Come True']"
lastfm-4462,Elephant,Elephant M.,
lastfm-4463,Unplugged EP,Mariah Carey,
lastfm-4464,Let Go,F. Beggars,"['Let Go (Feat. Wildchild)', 'Crying Shame', 'Let Go (Instrumental)', 'Million Skill March (Instrumental)', 'Crying Shame (Instrumental)']"
lastfm-4465,Meco Monardo -  Christmas in the Stars: Star Wars Christmas Album,Meco Monardo,
lastfm-4466,Surrender,Morten Breum,
lastfm-4467,Rape Wolf In Compton,RAPEWOLF,
lastfm-4468,N. Sponberg -  Resurrection,N. Sponberg,"[""Jacob's Well"", 'Not You Again', 'Resurrection', 'Anything And Everything', 'Safe', 'Crazy In Love', 'All That I Believe In', 'Spirit in Me', 'Better Place', 'Hallelujah']"
lastfm-4469,Casanova,Floex,Casanova
lastfm-4470,The Original Singles 1965-1967 Volume 1,The Byrds,"[""I Knew I'd Want You"", 'All I Really Want to Do', 'Turn! Turn! Turn! (To Everything There  Is A Season)*', ""It Won't Be Wrong"", 'Eight Miles High', 'Why', '5 D (Fifth Dimension)', 'Captain  Soul (30 Minute Break)', 'Mr. Spaceman', ""What's  Happening?!?!"", ""So You  Want To Be A Rock 'N' Roll Star"", ""Everybody's Been Burned""]"
lastfm-4471,Dynastie Crisis,Dynastie Crisis,
lastfm-4472,The Funeral,Clipse,
lastfm-4473,The Good Life,Howlin Rain,"['Good Life', 'Burning Of The Midnight Lamp', 'Hung Out In The Rain']"
lastfm-4474,Against the Grain,T. Vinny Golia Quintet,
lastfm-4475,260 Raw Grinding Bestial Black Metal Punk Noise Devastation,Nak'ay,"['Unholy Destruction Of Fascist Scum', 'Like Vultures']"
lastfm-4476,Album: Confessions Remixed,Madonna,"[""Hung Up (SDP's Extended Vocal)"", ""Hung Up (SDP's Extended Dub)"", 'Sorry (Man With Guitar Mix)', 'Get Together (Jacques Lu Cont Mix)', 'I Love New York (Thin White Duke Mix)', 'Let It Will Be (Paper Faces Mix)']"
lastfm-4477,Above And Beyond,Sleeping G.,"['Scene Of Emptiness', 'The Die Is Cast', 'Blood Is Thicker Than Water', 'Vivianes Lamentation', 'Through The Timeless', 'Extreme Unction', 'Sleeping goddess', 'Threats Of Providence']"
lastfm-4478,Sweet Dreams: The Encore Collection,Air Supply,"['All Out of Love', 'The One That You Love', 'Sweet Dreams', 'Lost in Love', 'The Power of Love', 'Chances', 'This Heart Belongs to Me', ""I've Got Your Love"", 'Now and Forever', 'Young Love']"
lastfm-4479,Vinny Golia -  A Gift for the Unusual - Music for Contrabass Saxophone,Vinny Golia,"['Mr. Amons Builds His Bridge', 'Eye My', 'Single Booth Enclosure Third- Revisitation', 'The 15th', 'Just Something I Thought of', 'Once Upon a Time on My Way to The (studio)', 'A History of everything that ever happened', ""The last of it's kind""]"
lastfm-4480,Devotion,KICKING BACK,
lastfm-4481,Coming Up Easy,Paolo Nutini,
lastfm-4482,Spirit Of The,Rob Blakeslee Quartet,
lastfm-4483,Piano Arrangements Of Famous Spirituals,Don Shirley,"['Sometimes I Feel Like a Motherless Child', 'Nobody Knows the Trouble IÃ¢â‚¬â„¢ve Seen', 'Heaven', 'Were You There', 'Swing Low Sweet Chariot', 'My Lord ItÃ¢â‚¬â„¢s So High', 'Take My Hand Precious Lord', 'In-A My Soul', 'Go Down Moses', 'Even Me', 'Joshua Fit the Battle of Jericho', 'When the Saints Go Marching In', 'God Be With You', 'ItÃ¢â‚¬â„¢s Me Standing in the Need of Prayer', 'Let Us Break Bread Together', 'Every Time I Feel the Spirit']"
lastfm-4484,Silver Frequencies,M. Chop,
lastfm-4485,Gone!,Nellie Lutcher,
lastfm-4486,The Seasons (Springtime-Summer) - Electronic Music - Sound Music Album 29,Eugen Thomass,"['FrÃƒÂ¼hling', 'BlÃƒÂ¼ten Im Wind', ""Im Lande Pan's"", 'Seerosen', 'FrÃƒÂ¼hsommertag', 'Regenbogen', 'Weisse Wolken', 'AlpenglÃƒÂ¼hn', 'Hitze', 'Mosquitos', 'Insektentanz', 'Wettersturz', 'Gewitterstimmung']"
lastfm-4487,Underground EP,Mental C.,
lastfm-4488,On The Dancefloor,Yolanda R.,
lastfm-4489,Spiritual Revolution,Bandulu Dub,"['Pluto Rocketship', 'Critical Error', 'Voice Of The Voiceless', 'Northern Lights', 'Cosmic Mystery', 'International Revolution']"
lastfm-4490,Never Let,Soulfinder,
lastfm-4491,Peter Panka's J. -  Resurrection,Peter Panka's J.,
lastfm-4492,We live for the music,Robbie Rivera,
lastfm-4493,- new - Bang Bang (My Baby Shot Me Down),Cher,
lastfm-4494,Album: The Broken Wave,Hannah Peel,"['The Almond Tree', 'You Call This Your Home', 'Song For The Sea', 'Today Is Not So Far Away', ""Don't Kiss The Broken One"", 'Solitude', 'Unwound', 'Is This The Start?', 'Cailin Deas Cruite Na Mbo', 'The Parting Glass']"
lastfm-4495,Gotta Let,Lita Ford,
lastfm-4496,In The Cool,P. Brown,"['#807', '4th of July', 'In the Cool', 'This Old Dress', 'Ring of Gold', 'Still Around', 'How Many Times', 'Lonesome Songs', ""I Don't Want to Come Down"", 'Far Away']"
lastfm-4497,Album: Oceanic Feelin',B. Vatican,
lastfm-4498,[explicit] Rolled in the Midst of Never-Ceasing Currents Flowing Without a Rest Forever Onward,Starving W.,
lastfm-4499,Butterfly,T. Tokey Tones,"['glitter and paste', 'honeydew', 'juxtapose', 'The Observatory', 'cinema', 'Colin S Column', 'her name is farguo-tusi']"
lastfm-4500,Yeah Yeah Yeah Yeah / Our Troubled Youth,Bikini K.,
lastfm-4501,Total Liberation,Gather,
lastfm-4502,Occurrences i. Rain -  Influence of Outside Systems,Occurrences i. Rain,"['The Freezing Of The Sea Created A Perfect Solitude', 'A Minute Of Remembrance After Seeing The White Sky', 'Dreams Of The Womb Provided A False Contentment', 'The Sunrise Revealed That Nothing Had Changed', 'A Melancholic Nostalgia at the Passing of the Funeral Train']"
lastfm-4503,Out  Time,Bogdan Ioan,
lastfm-4504,Outside of Outer Space,T. Chris Danforths,"['Outside of Outer Space', ""Now Leaving The Skinny Men's Club"", 'Traction', ""You'd Make a Good Steve"", 'Today I Joined the Army', 'When I Think Of Mao. I Cry', 'The Translogic (Danforth. Burt / The Chris Danforths)', 'Living Amongst The Monkey-Horse', ""Someday I'll be a Mountain"", ""He's Never Played Football""]"
lastfm-4505,Waiting for a Miracle:  1970-1987,Bruce Cockburn,
lastfm-4506,The Reggae  Anthology,B. Roots,"['Tribal War', 'The Father', 'The System', 'Chanting For Freedom', 'Confusion', 'The Frontline', 'Move On', 'Juvenile Delinquent', 'Struggling', 'Conman', 'Pin In The Ocean', 'Start Afresh']"
lastfm-4507,Spiritlevel / 5th Of July,Dominic Ridgway,"['Spiritlevel', '5th Of July']"
lastfm-4508,Milk Crisis,T. Go! Team,Milk Crisis
lastfm-4509,Riotbringer (Forbidden Society Remix) / Shelter,N. Punishment,
lastfm-4510,Hypnotized (I'm waiting),Clubland,
lastfm-4511,Chrome Locust,Chrome Locust,"['Intro', ""Ain't No Love"", 'Drop', 'New World Disorder', 'Love Rap', 'Teen Dream', 'Formula', 'Heavy Medication', 'M.I.A.', 'The Cycle Of Birth And Death']"
lastfm-4512,Parachutes,C. Simpson,"['Parachutes', 'Skin and Bones', 'Dead Man Walking', 'Parachutes (Unplugged)']"
lastfm-4513,Beautiful Monster,Ne-Yo,Beautiful Monster
lastfm-4514,Tullycraft -  The Singles,Tullycraft,"['Skyway', 'Superboy & Supergirl', ""Pop Songs Your New Boyfriend's Too Stupid to Know About"", 'Pink Lemonade', 'Bailey Park', 'Pedal', 'Josie', '1st String Teenage High', ""Stay Cool I'll See You This Summer"", 'Falling Out of Love (With You)', 'Guyana Punch', ""She's Got the Beat"", 'Break Seaside (And Over)', 'Maybe Baby', '8 Great Ways', 'Look How We Killed the Riot Grrrls', 'Loveless', 'Untitled bonus track']"
lastfm-4515,Passions Singles,T. Passions,
lastfm-4516,Paddington Distortion Combo -  United,Paddington Distortion Combo,
lastfm-4517,Insomniac,Matt Prehn,
lastfm-4518,Str8 Off Tha  Of Muthaphukkin Compton,Eazy-E,"['Ole School Shit', 'Ole School Shit', 'Sorry Louie', 'Just Tah Let U Know', 'Sippin on a 40', 'Nutz On Ya Chin', 'Tha Muthaphukkin Real', 'Lickin, Suckin, Phukkin', 'Hit The Hooker', ""My Baby'z Mama"", 'Creep N Crawl', 'Wut Would You Do', 'Gangsta Beat 4 Tha Street', 'Gangsta Beat 4Tha Street', 'Eternal E']"
lastfm-4519,Sky Burial,Leeloo,
lastfm-4520,Halcyon,Canon Blue,"['Halcyon', 'Ennui', 'Avatar Furr', 'Kingfisher Sweet']"
lastfm-4521,Outside Our Gates,Liz Durrett,"['Wake to Believe', 'Wild As Them', 'In The Eaves', 'We Build Bridges', 'Lost Hiker', 'All Of Them All', 'Note For A Girl', 'You Live Alone', 'Always Signs', 'Not Running', 'The Sea A Dream']"
lastfm-4522,You Belong  Rock N' Roll,Tin Machine,
lastfm-4523,Surrender (Your Love),C. Touch,
lastfm-4524,A Celebration - The Music of Pete Townshend and The Who,Roger Daltrey,
lastfm-4525,Contraindicated,The Abominable Mr Tinkler,
lastfm-4526,Trouble is (Tiesto Remix),Turboweekend,
lastfm-4527,Scriptures,Sizzla,"['World Cry', 'The World Is Watching (Feat. Peter Jackson)', 'Cleanse My Soul', 'Let It Be', 'Jah Is My Shield', 'Scriptures', 'What A Whoa', 'God Bless You Mama', 'Jump for joy', 'i love you', 'Happy Birthday', 'Music in My Soul']"
lastfm-4528,Clovis Classics - The Definitive Collection,The Fireballs,"['Torquay', 'Long Long Ponytail', 'Bulldog', ""I Don't Know"", 'Vaquero', 'Cry Baby', 'Rik-A-Tik', 'Yacky Doo', 'Sugar Shack - Jimmy Gilmer & The Fireballs', 'Quite a Party', 'Gunshot', ""Daisy Petal Pickin' - Jimmy Gilmer & The Fireballs"", 'Foot-Patter', 'Dumbo', ""Ain't Gonna Tell Anybody - Jimmy Gilmer & The Fireballs"", 'Fireball', 'Say I Am', 'Sweet Talk', 'Hungry, Hungry, Hungry - Jimmy Gilmer & The Fireballs', 'Mexican Fun - George Tomsco & The Dots', 'Good Morning Shame', 'Find Me A Golden Street', ""Ain't That Rain - Jimmy Gilmer & The Fireballs"", 'Clink Clink Classic', 'Bottle Of Wine', 'Come On Home - George & Babs', ""Goin' Away"", 'Lucille - Jimmy Gilmer & The Fireballs', 'Come On React', 'Long Green']"
lastfm-4529,Spaceship,Tinchy Stryder,
lastfm-4530,Marbles EP,Novox,"['MARBLES', 'Gearbox']"
lastfm-4531,Drowned In Sound Digital Singles Club Presents...,B. for Lashes,
lastfm-4532,Consequence of Revenge,Stars A. Falling,"['Giving All We Have', 'I Tried To Dodge A Bullet', 'Our Father', 'Arizona Will Never Be The Same', 'The Challenge', 'Eva', 'This Road Never Ends', 'A Four Letter Lesson In Let Down', 'I Invented the \'""t\'s Not Me It\'s You"" Routine', 'A New Beginning']"
lastfm-4533,I Can't Stay Away From You / If  Leave Me Now,V. Wills,
lastfm-4534,Man Behind  Music,Queen Pen,
lastfm-4535,Beyond The 16th Parallel,B.R.O.T.H.E.R.,
lastfm-4536,For Long Drives And Temporary Diversions,B. Benjamin,"['This Is Why We Rock', 'He Writes Humor They Write Fiction', 'Oblivious Athlete', 'Fear Of Silence', 'Finding The Perfect Egg', 'Pop Singers Soft Fingers', 'Proud People Everywhere', 'When Is Next Practice', 'Never Gets Easier', 'Sometimes We Need No Sleep']"
lastfm-4537,Broken,Broken Teeth,"[""She's Gonna Blow"", 'Undertaker', 'Two Time Lover', 'Stick It In', ""'Diablo"", ""Some Kinda' Loser"", 'Hooray', 'Pull the Plug', 'Who Turned Out the Lights']"
lastfm-4538,T. Four Aces -  The World Outside,T. Four Aces,
