Attribute_1,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,sales
sales_3152,GoldenEye: Rogue Agent,2004-01-01,EA LA,Electronic Arts,GameCube,60,6.7,T,0
sales_3153,Need for Speed: The Run,2011-01-01,Black Box,Electronic Arts,PC,69,5.8,T,0
sales_3154,Dragon Ball Z: Infinite World,2008-01-01,Dimps Corporation,Namco Bandai Games,PS2,48,7.9,T,0
sales_3155,Elite Beat Agents,2006-01-01,iNiS,Nintendo,DS,87,8.6,E10+,0
sales_3156,ESPN X Games Skateboarding,2001-01-01,KCEO,Konami Digital Entertainment,PS2,58,7.8,E,0
sales_3157,Sid Meier's Civilization: Beyond Earth,2014-01-01,Firaxis Games,Take-Two Interactive,PC,81,5.5,E10+,0
sales_3158,Castlevania: Order of Ecclesia,2008-01-01,Konami,Konami Digital Entertainment,DS,85,8.7,T,0
sales_3159,Left 4 Dead 2,2009-01-01,Valve Software,Valve Software,PC,89,8.5,M,0
sales_3160,Green Day: Rock Band,2010-01-01,Harmonix Music Systems,MTV Games,Wii,76,8.8,T,0
sales_3161,Star Fox: Zero,2016-01-01,PlatinumGames,Nintendo,WiiU,69,7.4,E10+,0
sales_3162,SAW,2009-01-01,Zombie Studios,Konami Digital Entertainment,PS3,59,6.4,M,0
sales_3163,Tom Clancy's HAWX 2,2010-01-01,Ubisoft,Ubisoft,Xbox 360,68,6.3,T,0
sales_3164,High Heat Major League Baseball 2004,2003-01-01,3DO,3DO,PS2,83,8.1,E,0
sales_3165,Robots,2005-01-01,Eurocom Entertainment Software,Vivendi Games,PS2,53,6.0,E,0
sales_3166,NARC,2005-01-01,Point of View,Midway Games,PS2,50,7.0,M,0
sales_3167,Dragon Ball Z: Attack of the Saiyans,2009-01-01,Monolith Soft,Namco Bandai Games,DS,73,7.9,E10+,0
sales_3168,Bionic Commando,2009-01-01,GRIN,Capcom,PS3,71,7.4,M,0
sales_3169,Monster Rancher 3,2001-01-01,Tecmo,Tecmo Koei,PS2,77,8.5,E,0
sales_3170,The Incredibles: Rise of the Underminer,2005-01-01,Heavy Iron Studios,THQ,PS2,60,7.1,E10+,0
sales_3171,Sword Art Online: Lost Song,2015-01-01,"Bandai Namco Games, Artdink",Namco Bandai Games,Playstation Vita,70,7.1,T,0
sales_3172,Hamtaro: Ham-Ham Heartbreak,2002-01-01,Pax Softonica,Nintendo,Game Boy Advance,72,9.3,E,0
sales_3173,Okage: Shadow King,2001-01-01,Zener Works,Sony Computer Entertainment,PS2,70,8.5,T,0
sales_3174,BlazBlue: Calamity Trigger,2009-01-01,Arc System Works,PQube,Xbox 360,86,8.5,T,0
sales_3175,NFL GameDay 2001,2000-01-01,SCEA,Sony Computer Entertainment,PS2,51,,E,0
sales_3176,NBA 2K6,2005-01-01,Visual Concepts,Take-Two Interactive,Xbox,84,8.7,E,0
sales_3177,Marvel Super Hero Squad,2009-01-01,Blue Tongue Entertainment,THQ,Wii,49,6.2,E10+,0
sales_3178,The Chronicles of Narnia: Prince Caspian,2008-01-01,Traveller's Tales,Disney Interactive Studios,Wii,63,7.1,T,0
sales_3179,World's Scariest Police Chases,2001-01-01,UDS,Activision,Playstation,54,6.3,T,0
sales_3180,Shaun Palmer's Pro Snowboarder,2001-01-01,Natsume,Activision,Game Boy Advance,58,,E,0
sales_3181,MechAssault 2: Lone Wolf,2004-01-01,Day 1 Studios,Microsoft Game Studios,Xbox,81,7.5,T,0
sales_3182,Valkyrie Profile: Lenneth,2006-01-01,TOSE,Square Enix,Playstation Portable,80,8.4,T,0
sales_3183,Just Dance 2016,2015-01-01,Ubisoft,Ubisoft,PS4,73,6.8,E10+,0
sales_3184,ESPN NFL Football,2003-01-01,Visual Concepts,Sega,Xbox,91,8.9,E,0
sales_3185,Rapala Pro Fishing,2004-01-01,Activision,Zoo Digital Publishing,PS2,59,8.7,E,0
sales_3186,Spider-Man: Shattered Dimensions,2010-01-01,Beenox,Activision,Xbox 360,76,7.6,T,0
sales_3187,TMNT,2007-01-01,Ubisoft Montreal,Ubisoft,Wii,60,5.9,E10+,0
sales_3188,Fossil Fighters: Frontier,2014-01-01,"RED Entertainment, Spike Chunsoft",Nintendo,3DS,57,4.8,E10+,0
sales_3189,Arc the Lad: Twilight of the Spirits,2003-01-01,Cattle Call,Sony Computer Entertainment,PS2,72,8.2,T,0
sales_3190,Watch Dogs 2,2016-01-01,Ubisoft Montreal,Ubisoft,XOne,83,7.7,M,0
sales_3191,Tiger Woods PGA Tour 09,2008-01-01,Exient Entertainment,Electronic Arts,Playstation Portable,53,5.5,E,0
sales_3192,Harry Potter and the Chamber of Secrets,2002-01-01,Eurocom Entertainment Software,Electronic Arts,Xbox,77,7.2,E,0
sales_3193,Arctic Thunder,2001-01-01,Inland Productions,Midway Games,PS2,45,5.3,T,0
sales_3194,ESPN: Sports Connection,2012-01-01,Ubisoft,Ubisoft,WiiU,31,2.7,E,0
sales_3195,Shrek,2001-01-01,Digital Illusions,TDK Mediactive,Xbox,49,5.4,T,0
sales_3196,Dragon's Crown,2013-01-01,Vanillaware,Nippon Ichi Software,Playstation Vita,78,8.4,T,0
sales_3197,Wipeout 2048,2012-01-01,Studio Liverpool,Sony Computer Entertainment,Playstation Vita,79,8.2,E10+,0
sales_3198,Trauma Center: Under the Knife,2005-01-01,ITL,Nintendo,DS,81,8.7,T,0
sales_3199,Earth Defense Force 2025,2013-01-01,Sandlot,D3Publisher,PS3,69,7.5,M,0
sales_3200,Middle-Earth: Shadow of Mordor,2014-01-01,Monolith Productions,Warner Bros. Interactive Entertainment,PC,84,8.0,M,0
sales_3201,Suikoden V,2006-01-01,Konami,Konami Digital Entertainment,PS2,76,7.6,T,0
sales_3202,Tiger Woods PGA Tour 14,2013-01-01,EA Tiburon,Electronic Arts,Xbox 360,77,6.2,E,0
sales_3203,Outlaw Golf 2,2004-01-01,Hypnotix,Global Star,PS2,63,,M,0
sales_3204,LocoRoco 2,2008-01-01,SCE Japan Studio,Sony Computer Entertainment,Playstation Portable,85,8.4,E,0
sales_3205,Football Manager Handheld 2010,2009-01-01,Sports Interactive,Sega,Playstation Portable,69,6.9,E,0
sales_3206,Disney's Tarzan: Return to the Jungle,2002-01-01,Digital Eclipse,Activision,Game Boy Advance,68,,E,0
sales_3207,Batman: Rise of Sin Tzu,2003-01-01,Ubisoft Montreal,Ubisoft,PS2,63,8.3,T,0
sales_3208,Worms: Open Warfare 2,2007-01-01,"Team 17, Two Tribes",THQ,DS,81,9.1,E10+,0
sales_3209,Dark Void,2010-01-01,Airtight Games,Capcom,PS3,59,6.0,T,0
sales_3210,Guitar Hero: Smash Hits,2009-01-01,Beenox,Activision,PS3,73,7.2,T,0
sales_3211,NHL 2K10,2009-01-01,Take-Two Interactive,Take-Two Interactive,Wii,79,6.8,E10+,0
sales_3212,Bloody Roar 3,2001-01-01,Eighting/Raizing,Virgin Interactive,PS2,71,8.6,T,0
sales_3213,WWE Crush Hour,2003-01-01,Pacific Coast Power & Light,THQ,PS2,56,5.3,T,0
sales_3214,Persona 2: Eternal Punishment,2000-01-01,Atlus Co.,Atlus,Playstation,83,8.4,T,0
sales_3215,Homefront: The Revolution,2016-01-01,Deep Silver Dambuster Studios,Deep Silver,PS4,48,3.8,M,0
sales_3216,Assassin's Creed III,2012-01-01,Ubisoft Quebec,Ubisoft,WiiU,85,7.1,M,0
sales_3217,One Piece: Burning Blood,2016-01-01,Spike Chunsoft,Namco Bandai Games,PS4,66,7.8,T,0
sales_3218,Star Wars: Flight of the Falcon,2003-01-01,Pocket Studios,THQ,Game Boy Advance,39,5.8,E,0
sales_3219,Teenage Mutant Ninja Turtles: Smash-Up,2009-01-01,Game Arts,Ubisoft,Wii,67,8.2,E10+,0
sales_3220,Toukiden: The Age of Demons,2013-01-01,Omega Force,Tecmo Koei,Playstation Vita,71,8.0,T,0
sales_3221,Football Manager 2016,2015-01-01,Sega,Sega,PC,81,6.9,E,0
sales_3222,Resident Evil: Dead Aim,2003-01-01,Cavia Inc.,Capcom,PS2,65,6.6,M,0
sales_3223,Need for Speed Carbon,2006-01-01,EA Canada,Electronic Arts,GameCube,75,7.8,E10+,0
sales_3224,EA Sports MMA,2010-01-01,EA Tiburon,Electronic Arts,Xbox 360,79,7.0,T,0
sales_3225,Xbox Music Mixer,2003-01-01,WildTangent,Microsoft Game Studios,Xbox,49,,E,0
sales_3226,Defiance,2013-01-01,Trion Worlds,Trion Worlds,PS3,59,6.9,M,0
sales_3227,Terminator Salvation,2009-01-01,GRIN,Warner Bros. Interactive Entertainment,Xbox 360,48,5.0,T,0
sales_3228,College Hoops 2K8,2007-01-01,Visual Concepts,Take-Two Interactive,PS2,66,,E,0
sales_3229,Guilty Gear X2,2002-01-01,Arc System Works,Sammy Corporation,PS2,87,8.7,T,0
sales_3230,Chicken Shoot,2007-01-01,Destination Software,Zoo Digital Publishing,Wii,27,4.8,E10+,0
sales_3231,Tom Clancy's Rainbow Six: Lockdown,2005-01-01,"Red Storm Entertainment, Ubisoft Montreal",Ubisoft,PS2,70,6.9,M,0
sales_3232,MotoGP 08,2008-01-01,Milestone S.r.l,Capcom,Xbox 360,68,5.6,E,0
sales_3233,LEGO Marvel's Avengers,2016-01-01,TT Games,Warner Bros. Interactive Entertainment,XOne,71,5.1,E10+,0
sales_3234,Aggressive Inline,2002-01-01,"Z-Axis, Ltd.",Acclaim Entertainment,PS2,85,8.7,T,0
sales_3235,Mirror's Edge Catalyst,2016-01-01,EA DICE,Electronic Arts,PS4,69,4.7,T,0
sales_3236,Sniper Elite 3,2014-01-01,Rebellion,505 Games,XOne,63,6.6,M,0
sales_3237,NFL Street,2004-01-01,EA Tiburon,Electronic Arts,GameCube,81,8.0,E,0
sales_3238,Karaoke Revolution,2003-01-01,Harmonix Music Systems,Konami Digital Entertainment,PS2,83,9.1,E,0
sales_3239,Metal Arms: Glitch in the System,2003-01-01,Mass Media,Vivendi Games,PS2,81,8.9,T,0
sales_3240,EverGrace,2000-01-01,From Software,Ubisoft,PS2,59,7.8,T,0
sales_3241,Enemy Territory: Quake Wars,2008-01-01,"Z-Axis, Ltd.",Activision,PS3,60,6.4,T,0
sales_3242,Lunar 2: Eternal Blue Complete,1999-01-01,Game Arts,Kadokawa Shoten,Playstation,86,8.9,T,0
sales_3243,MLB 06: The Show,2006-01-01,SCEA San Diego Studios,Sony Computer Entertainment,Playstation Portable,83,8.5,E,0
sales_3244,Over the Hedge,2006-01-01,Edge of Reality,Activision,GameCube,61,9.3,E10+,0
sales_3245,Charlie and the Chocolate Factory,2005-01-01,"High Voltage Software, Backbone Entertainment",Global Star,PS2,35,4.1,E,0
sales_3246,TrackMania Turbo,2016-01-01,Nadeo,Ubisoft,PS4,81,7.9,E,0
sales_3247,Tiger Woods PGA Tour 12: The Masters,2011-01-01,Electronic Arts,Electronic Arts,Wii,85,6.7,E,0
sales_3248,Def Jam Icon,2007-01-01,EA Chicago,Electronic Arts,Xbox 360,69,6.3,M,0
sales_3249,Dynasty Warriors 5 Empires,2006-01-01,Omega Force,Tecmo Koei,PS2,62,9.1,T,0
sales_3250,Call of Duty: Ghosts,2013-01-01,Treyarch,Activision,WiiU,69,3.4,M,0
sales_3251,Transformers: Dark of the Moon,2011-01-01,High Moon Studios,Activision,PS3,57,5.6,T,0
sales_3252,SoulCalibur,1999-01-01,Namco,Namco Bandai Games,DC,98,8.8,T,0
sales_3253,WipEout 3,1999-01-01,Psygnosis,Psygnosis,Playstation,89,8.5,E,0
sales_3254,Classic NES Series: Ice Climber,2004-01-01,Nintendo,Nintendo,Game Boy Advance,66,,E,0
sales_3255,Pirates of the Caribbean: At World's End,2007-01-01,Amaze Entertainment,Disney Interactive Studios,DS,66,,E10+,0
sales_3256,WWE '12,2011-01-01,Yuke's,THQ,Wii,74,5.2,T,0
sales_3257,WWE All Stars,2011-01-01,THQ,THQ,Xbox 360,75,7.2,T,0
sales_3258,Mini Ninjas,2009-01-01,Io Interactive,Eidos Interactive,PS3,73,8.7,E10+,0
sales_3259,Tekken Tag Tournament 2,2012-01-01,Namco Bandai Games,Namco Bandai Games,Xbox 360,83,7.5,T,0
sales_3260,Driver 2 Advance,2002-01-01,Sennari Interactive,Atari,Game Boy Advance,73,6.6,T,0
sales_3261,Monster Rancher 4,2003-01-01,Tecmo,Tecmo Koei,PS2,77,9.1,E,0
sales_3262,Mini Ninjas,2009-01-01,Magic Pockets,Eidos Interactive,DS,61,5.8,E10+,0
sales_3263,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004-01-01,Capcom,Disney Interactive Studios,PS2,65,8.6,E10+,0
sales_3264,Battalion Wars 2,2007-01-01,Kuju Entertainment,Nintendo,Wii,75,7.6,T,0
sales_3265,MotorStorm: Arctic Edge,2009-01-01,Virtuos,Sony Computer Entertainment,PS2,72,8.3,T,0
sales_3266,Super Bust-A-Move,2000-01-01,Taito Corporation,Acclaim Entertainment,PS2,75,,E,0
sales_3267,Hitman: Contracts,2004-01-01,Io Interactive,Eidos Interactive,Xbox,78,8.8,M,0
sales_3268,Supreme Commander 2,2010-01-01,Gas Powered Games,Square Enix,Xbox 360,75,7.1,E10+,0
sales_3269,Thunderstrike: Operation Phoenix,2001-01-01,Core Design Ltd.,Eidos Interactive,PS2,65,8.1,T,0
sales_3270,Racquet Sports,2010-01-01,Asobo Studio,Ubisoft,PS3,45,4.3,E,0
sales_3271,Company of Heroes 2,2013-01-01,Relic,THQ,PC,80,2.1,M,0
sales_3272,Trauma Center: Second Opinion,2006-01-01,Atlus,Nintendo,Wii,80,8.0,T,0
sales_3273,WWE Day of Reckoning 2,2005-01-01,Yuke's,THQ,GameCube,76,6.0,T,0
sales_3274,The Urbz: Sims in the City,2004-01-01,Maxis,Electronic Arts,Xbox,70,6.5,T,0
sales_3275,Rayman Legends,2014-01-01,Ubisoft Montpellier,Ubisoft,XOne,91,7.9,E10+,0
sales_3276,SpongeBob SquarePants: The Yellow Avenger,2005-01-01,Tantatus,THQ,DS,67,7.6,E,0
sales_3277,Monopoly,2008-01-01,Electronic Arts,Electronic Arts,PS3,54,6.7,E,0
sales_3278,SimCity Creator,2008-01-01,Electronic Arts,Electronic Arts,DS,69,7.3,E,0
sales_3279,Tenchu Z,2006-01-01,K2 LLC,Microsoft Game Studios,Xbox 360,56,7.3,M,0
sales_3280,Conan,2007-01-01,Nihilistic,THQ,PS3,69,7.2,M,0
sales_3281,Leisure Suit Larry: Magna Cum Laude,2004-01-01,High Voltage Software,Vivendi Games,PS2,60,6.3,M,0
sales_3282,MVP 06 NCAA Baseball,2006-01-01,EA Canada,Electronic Arts,Xbox,75,8.6,E,0
sales_3283,Naruto Shippuden: Ultimate Ninja Impact,2011-01-01,Racjin,Namco Bandai Games,Playstation Portable,59,7.2,T,0
sales_3284,F.E.A.R.,2006-01-01,Day 1 Studios,Vivendi Games,Xbox 360,85,7.3,M,0
sales_3285,Tom Clancy's Ghost Recon: Shadow Wars,2011-01-01,Ubisoft,Ubisoft,3DS,77,7.9,T,0
sales_3286,Spy Hunter,2002-01-01,Point of View,Midway Games,Xbox,71,,T,0
sales_3287,Herbie: Fully Loaded,2005-01-01,Buena Vista Interactive,Disney Interactive Studios,Game Boy Advance,47,6.8,E,0
sales_3288,Teenage Mutant Ninja Turtles,2003-01-01,Konami,Konami Digital Entertainment,GameCube,57,8.0,E,0
sales_3289,Kameo: Elements of Power,2005-01-01,Rare Ltd.,Microsoft Game Studios,Xbox 360,79,8.1,T,0
sales_3290,Dynasty Warriors 6 Empires,2009-01-01,Omega Force,Tecmo Koei,PS3,62,7.0,T,0
sales_3291,The Shoot,2010-01-01,Cohort Studios,Sony Computer Entertainment,PS3,60,6.2,T,0
sales_3292,Puzzle Quest: Challenge of the Warlords,2007-01-01,1st Playable Productions,D3Publisher,DS,82,8.7,E10+,0
sales_3293,Dynasty Warriors: Gundam 2,2008-01-01,Omega Force,Namco Bandai Games,PS2,52,6.5,T,0
sales_3294,Star Ocean: Second Evolution,2008-01-01,TOSE,Square Enix,Playstation Portable,75,7.1,T,0
sales_3295,MXRider,2001-01-01,Paradigm Entertainment,Atari,PS2,69,6.8,E,0
sales_3296,Delta Force: Black Hawk Down,2005-01-01,Climax Group,NovaLogic,Xbox,61,6.6,T,0
sales_3297,Pirates of the Caribbean: At World's End,2007-01-01,Eurocom Entertainment Software,Disney Interactive Studios,Xbox 360,58,5.3,T,0
sales_3298,World Championship Poker 2: Featuring Howard Lederer,2005-01-01,Point of View,Oxygen Interactive,PS2,67,,T,0
sales_3299,The Eye of Judgment,2007-01-01,SCEJ,Sony Computer Entertainment,PS3,75,8.2,T,0
sales_3300,Tom Clancy's Ghost Recon Advanced Warfighter,2006-01-01,Ubisoft Shanghai,Ubisoft,Xbox,66,6.0,T,0
sales_3301,Iron Man 2,2010-01-01,Sega Studios San Francisco,Sega,DS,54,,E10+,0
sales_3302,NHL 09,2008-01-01,EA Canada,Electronic Arts,PS3,88,7.7,E10+,0
sales_3303,World of Final Fantasy,2016-01-01,Square Enix,Square Enix,PS4,77,8.3,E10+,0
sales_3304,Banjo-Kazooie: Grunty's Revenge,2003-01-01,Rare Ltd.,THQ,Game Boy Advance,72,8.1,E,0
sales_3305,NHL 17,2016-01-01,"EA Canada, EA Vancouver",Electronic Arts,PS4,78,5.8,E10+,0
sales_3306,Mega Man ZX Advent,2007-01-01,Inti Creates,Capcom,DS,78,8.6,E10+,0
sales_3307,NCAA Basketball 10,2009-01-01,EA Canada,Electronic Arts,PS3,75,7.8,E,0
sales_3308,Jeanne d'Arc,2006-01-01,Level 5,Sony Computer Entertainment,Playstation Portable,87,8.2,T,0
sales_3309,Harry Potter and the Deathly Hallows - Part 2,2011-01-01,EA Bright Light,Electronic Arts,Xbox 360,44,5.4,T,0
sales_3310,Avatar: The Last Airbender,2006-01-01,TOSE,THQ,DS,64,6.4,E,0
sales_3311,Ape Escape Academy,2004-01-01,Shift,Sony Computer Entertainment,Playstation Portable,51,5.8,E10+,0
sales_3312,WWE Wrestlemania XIX,2003-01-01,Yuke's,THQ,GameCube,76,8.7,T,0
sales_3313,The Sims 2,2005-01-01,Maxis,Electronic Arts,GameCube,73,8.3,T,0
sales_3314,Hulk,2003-01-01,Radical Entertainment,Universal Interactive,Xbox,69,7.7,T,0
sales_3315,Untold Legends: The Warriors Code,2006-01-01,Sony Online Entertainment,Ubisoft,Playstation Portable,65,8.3,T,0
sales_3316,Klonoa 2: Lunatea's Veil,2001-01-01,Namco,Sony Computer Entertainment,PS2,91,9.1,E,0
sales_3317,Deus Ex: Invisible War,2003-01-01,Ion Storm,Eidos Interactive,Xbox,84,7.6,M,0
sales_3318,NASCAR Thunder 2002,2001-01-01,EA Tiburon,Electronic Arts,Xbox,82,,E,0
sales_3319,The King of Fighters XIII,2011-01-01,SNK Playmore,Rising Star Games,Xbox 360,79,8.2,T,0
sales_3320,Tak 2: The Staff of Dreams,2004-01-01,Avalanche Software,THQ,GameCube,75,8.6,E,0
sales_3321,Fracture,2008-01-01,Day 1 Studios,LucasArts,Xbox 360,63,6.2,T,0
sales_3322,Ninja Blade,2009-01-01,From Software,Microsoft Game Studios,Xbox 360,68,6.8,M,0
sales_3323,Bookworm,2009-01-01,PopCap,PopCap Games,DS,80,,E,0
sales_3324,LEGO Batman 2: DC Super Heroes,2012-01-01,TT Games,Warner Bros. Interactive Entertainment,Playstation Vita,62,6.7,E10+,0
sales_3325,Bee Movie Game,2007-01-01,Smart Bomb Interactive,Activision,Wii,62,7.6,E,0
sales_3326,Kelly Slater's Pro Surfer,2002-01-01,Treyarch,Activision,PS2,77,8.4,E,0
sales_3327,Sniper: Ghost Warrior 2,2013-01-01,City Interactive,City Interactive,PS3,52,6.0,M,0
sales_3328,Shrek SuperSlam,2005-01-01,"Amaze Entertainment, Griptonite Games",Activision,Game Boy Advance,58,,E10+,0
sales_3329,Legends of Wrestling II,2002-01-01,Acclaim,Acclaim Entertainment,PS2,59,6.7,T,0
sales_3330,LEGO Pirates of the Caribbean: The Video Game,2011-01-01,Traveller's Tales,Disney Interactive Studios,Playstation Portable,67,,E10+,0
sales_3331,Virtua Tennis 2009,2009-01-01,Sumo Digital,Sega,Xbox 360,70,6.2,E,0
sales_3332,Street Fighter Alpha 3 MAX,2006-01-01,Capcom,Capcom,Playstation Portable,80,8.0,T,0
sales_3333,MLB 09: The Show,2009-01-01,SCEA San Diego Studios,Sony Computer Entertainment,PS2,79,7.5,E,0
sales_3334,Cool Boarders 2001,2001-01-01,Idol Minds,Sony Computer Entertainment,PS2,78,,E,0
sales_3335,Classic NES Series: Castlevania,2004-01-01,Konami,Nintendo,Game Boy Advance,74,8.6,E,0
sales_3336,Fight Night Round 3,2006-01-01,EA Chicago,Electronic Arts,Xbox,83,9.0,T,0
sales_3337,GT Advance Championship Racing,2001-01-01,MTO,THQ,Game Boy Advance,82,,E,0
sales_3338,Way of the Samurai 2,2003-01-01,Acquire,Capcom,PS2,59,9.0,M,0
sales_3339,Planet Puzzle League,2007-01-01,Intelligent Systems,Nintendo,DS,86,8.2,E,0
sales_3340,Naruto: Rise of a Ninja,2007-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,78,8.6,T,0
sales_3341,Cabela's Dangerous Hunts 2011,2010-01-01,Activision,Activision,PS3,60,5.4,T,0
sales_3342,Disgaea 2: Cursed Memories,2006-01-01,Nippon Ichi Software,Tecmo Koei,PS2,84,6.4,T,0
sales_3343,Clock Tower 3,2002-01-01,SunSoft,Capcom,PS2,69,7.6,M,0
sales_3344,Etrian Odyssey,2007-01-01,"Lancarse, Atlus",Nintendo,DS,75,8.5,T,0
sales_3345,Call Of Duty 2: Big Red One,2005-01-01,Treyarch,Activision,GameCube,76,7.9,T,0
sales_3346,Dragon Ball Z: Extreme Butoden,2015-01-01,Arc System Works,Namco Bandai Games,3DS,61,6.6,T,0
sales_3347,Night at the Museum: Battle of the Smithsonian,2009-01-01,"Pipeworks Software, Inc.",Majesco Entertainment,Wii,54,,E10+,0
sales_3348,Disgaea: Hour of Darkness,2003-01-01,Nippon Ichi Software,Tecmo Koei,PS2,84,8.9,T,0
sales_3349,NeoGeo Battle Coliseum,2005-01-01,SNK Playmore,Ignition Entertainment,PS2,66,8.8,T,0
sales_3350,Resonance of Fate,2010-01-01,Tri-Ace,Sega,Xbox 360,74,7.7,T,0
sales_3351,Harry Potter and the Deathly Hallows - Part 2,2011-01-01,EA Bright Light,Electronic Arts,Wii,47,6.6,T,0
sales_3352,SpongeBob SquarePants: Creature from the Krusty Krab,2006-01-01,Blitz Games,THQ,GameCube,74,7.7,E,0
sales_3353,MLB 08: The Show,2008-01-01,SCEA San Diego Studios,Sony Computer Entertainment,Playstation Portable,83,8.4,E,0
sales_3354,Spy Kids 3-D: Game Over,2003-01-01,Digital Eclipse,Disney Interactive Studios,Game Boy Advance,62,7.7,E,0
sales_3355,Capcom Classics Collection Reloaded,2006-01-01,"Capcom, Klein Computer Entertainment",Capcom,Playstation Portable,75,,T,0
sales_3356,NCAA GameBreaker 2001,2000-01-01,989 Sports,Sony Computer Entertainment,Playstation,69,,E,0
sales_3357,Power Rangers: Ninja Storm,2003-01-01,Natsume,THQ,Game Boy Advance,55,7.8,E,0
sales_3358,Medal of Honor: Warfighter,2012-01-01,Danger Close,Electronic Arts,PC,55,5.4,M,0
sales_3359,MVP Baseball 2005,2005-01-01,EA Sports,Electronic Arts,GameCube,88,8.7,E,0
sales_3360,SSX Blur,2007-01-01,EA Montreal,Electronic Arts,Wii,74,8.1,E,0
sales_3361,Danganronpa: Trigger Happy Havoc,2013-01-01,Spike Chunsoft,Nippon Ichi Software,Playstation Vita,80,8.1,M,0
sales_3362,Harry Potter and the Half-Blood Prince,2009-01-01,EA Bright Light,Electronic Arts,PS3,66,7.1,E10+,0
sales_3363,Teen Titans,2006-01-01,Artificial Mind and Movement,THQ,GameCube,63,6.9,E10+,0
sales_3364,Def Jam Rapstar,2010-01-01,"Terminal Reality, 4mm Games",Konami Digital Entertainment,Wii,65,,T,0
sales_3365,MX vs. ATV Untamed,2008-01-01,Rainbow Studios,THQ,Wii,70,8.3,E,0
sales_3366,Binary Domain,2012-01-01,Sega,Sega,PS3,72,8.2,M,0
sales_3367,NBA Live 06,2005-01-01,EA Canada,Electronic Arts,GameCube,76,,E,0
sales_3368,Dr. Mario / Puzzle League,2005-01-01,Intelligent Systems,Nintendo,Game Boy Advance,74,,E,0
sales_3369,DECA Sports Freedom,2010-01-01,AI,Hudson Soft,Xbox 360,26,3.7,E10+,0
sales_3370,Major League Baseball 2K6,2006-01-01,Kush Games,Take-Two Interactive,Xbox,71,5.7,E,0
sales_3371,Golden Axe: Beast Rider,2008-01-01,Secret Level,Sega,Xbox 360,45,5.8,M,0
sales_3372,EA Playground,2007-01-01,Piranha Games,Electronic Arts,DS,60,7.6,E,0
sales_3373,The Witcher: Enhanced Edition,2008-01-01,CD Projekt Red Studio,Atari,PC,86,8.5,M,0
sales_3374,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004-01-01,Konami,Konami Digital Entertainment,Game Boy Advance,65,,E,0
sales_3375,Mystery Case Files: The Malgrave Incident,2011-01-01,Sanzaru Games,Nintendo,Wii,65,8.2,E,0
sales_3376,Iron Man 2,2010-01-01,High Voltage Software,Sega,Wii,41,4.6,T,0
sales_3377,SWAT: Global Strike Team,2003-01-01,Argonaut Games,Vivendi Games,PS2,69,7.8,M,0
sales_3378,NCAA Basketball 10,2009-01-01,EA Canada,Electronic Arts,Xbox 360,75,,E,0
sales_3379,Battlestations: Pacific,2009-01-01,Eidos Interactive,Eidos Interactive,Xbox 360,76,7.4,T,0
sales_3380,Elebits,2006-01-01,Konami,Konami Digital Entertainment,Wii,75,7.4,E,0
sales_3381,Def Jam Rapstar,2010-01-01,"Terminal Reality, 4mm Games",Konami Digital Entertainment,PS3,75,6.3,T,0
sales_3382,Hatsune Miku: Project Mirai DX,2015-01-01,Sega,Sega,3DS,80,8.5,E10+,0
sales_3383,Just Dance 2016,2015-01-01,Ubisoft,Ubisoft,XOne,66,6.1,E10+,0
sales_3384,Golden Axe: Beast Rider,2008-01-01,Secret Level,Sega,PS3,44,5.6,M,0
sales_3385,Dead Space 2,2011-01-01,Visceral Games,Electronic Arts,PC,87,8.3,M,0
sales_3386,Kinetica,2001-01-01,SCE Santa Monica,Sony Computer Entertainment,PS2,77,8.3,T,0
sales_3387,The Black Eyed Peas Experience,2011-01-01,iNiS,Ubisoft,Xbox 360,66,5.8,T,0
sales_3388,NBA Street V3,2005-01-01,EA Canada,Electronic Arts,Xbox,89,8.9,E,0
sales_3389,Marvel: Ultimate Alliance 2,2009-01-01,n-Space,Activision,Wii,50,5.2,T,0
sales_3390,Remember Me,2013-01-01,DONTNOD Entertainment,Capcom,PS3,72,7.4,M,0
sales_3391,Silent Hill: Downpour,2012-01-01,Konami,Konami Digital Entertainment,Xbox 360,68,7.3,M,0
sales_3392,Dead Rising 2: Off the Record,2011-01-01,Capcom Vancouver,Capcom,PS3,72,7.1,M,0
sales_3393,Dragon Ball: XenoVerse,2015-01-01,Dimps Corporation,Namco Bandai Games,XOne,67,7.2,T,0
sales_3394,Eternal Sonata,2007-01-01,Tri-Crescendo,Atari,Xbox 360,79,7.9,T,0
sales_3395,Harvest Moon: Back to Nature,1999-01-01,Victor Interactive Software,Ubisoft,Playstation,82,9.3,E,0
sales_3396,Dead or Alive 5,2012-01-01,Team Ninja,Ubisoft Annecy,Xbox 360,76,7.9,M,0
sales_3397,Overlord II,2009-01-01,Triumph Studios,Codemasters,Xbox 360,75,7.2,T,0
sales_3398,Dance Dance Revolution Universe,2007-01-01,Konami,Konami Digital Entertainment,Xbox 360,74,8.8,E10+,0
